seq,word,symbol,tense,paraphrase
01/51,element,英['elimәnt],,n.元素；要素；成分
02/51,principle,英['prinsipl],,n.原理；原则；法则
03/51,stuff,英[stʌf],,n.材料；东西v.填塞
04/51,log,英[lɒg],,n.记录；日志V.记入日志；伐木
05/51,column,英['kɒlәm],,n.圆柱；专栏；纵行
06/51,aid,英[eid],,n.&v.援助；救助
07/51,source,英[sɒ:s],,n.源泉；来源；出处
08/51,appointment,英[ә'pɒintmәnt],,n.约会；任命；（任命的）职务
09/51,motion,英['mәuʃәn],,n.运动；移动V.做动作示意
10/51,movement,英['mu:vmәnt],,n.运动；移动；迁移
11/51,athlete,英['æθli:t],,n.运动员；选手
12/51,canal,英[kә'næl],,n.运河；水道
13/51,operation,英[.ɒpә'reiʃәn],,n.操作；手术；运营
14/51,weed,英[wi:d],,n.杂草v.除草
15/51,journal,英['dʒә:nәl],,n.杂志；期刊；日志
16/51,disaster,英[di'zɑ:stә],,n.灾难；灾祸
17/51,responsibility,英[ri.spɒnsә'biliti],,n.责任；义务；职责
18/51,barrier,英['bæriә],,n.障碍；关卡；栅栏
19/51,summary,英['sʌmәri],,n.摘要；总结a.概括的
20/51,debt,英[det],,n.债务；欠款
21/51,clay,英[klei],,n.粘土，泥土
22/51,exhibition,英[.eksi'biʃәn],,n.展览会；展览
23/51,occupation,英[.ɒkju'peiʃәn],,n.职业；占领；占用
24/51,strategy,英['strætidʒi],,n.战略；策略
25/51,campaign,英[kæm'pein],,n.运动；战役V.发起（或参加）活动
26/51,chapter,美[tʃ'æptə],,n.章；回；篇
27/51,section,英['sekʃәn],,n.章节；部分；截面
28/51,length,英[leŋθ],,n.长度；篇幅
29/51,gallery,英['gælәri],,n.长廊；画廊；美术馆
30/51,entertainment,英[.entә'teinmәnt],,n.娱乐；消遣；款待
31/51,discount,英['diskaunt],,n.折扣v.打折扣；忽视
32/51,philosophy,英[fi'lɒsәfi],,n.哲学
33/51,needle,英['ni:dl],,n.针；指针
34/51,clinic,英['klinik],,n.诊所；门诊部
35/51,dessert,英[di'zә:t],,n.餐后甜点；甜品
36/51,integrity,英[in'tegriti],,n.完整性；正直；诚实；
37/51,proof,英[pru:f],,n.证据；证明a.防……的
38/51,certificate,英[sә'tifikeit],,n.证书；执照；文凭
39/51,policy,英['pɒlisi],,n.政策；方针
40/51,politics,英['pɒlitiks],,n.政治；政治学
41/51,fabric,英['fæbrik],,n.面料；结构；建筑物结构
42/51,tissue,英['tiʃu:],,n.组织；纸巾
43/51,niece,英[ni:s],,n.侄女；外甥女
44/51,nephew,英['nefju:],,n.侄子；外甥
45/51,profession,英[prә'feʃәn],,n.职业；专业；行业
46/51,clerk,英[klә:k],,n.职员；办事员；店员
47/51,guideline,英['gaidlain],,n.指南；准则；参考
48/51,nail,英[neil],,n.指甲；钉子V.将……钉牢
49/51,uniform,英['ju:nifɒ:m],,n.制服a.统一的；相同的
50/51,quality,英['kwɒlәti],,n.质量；品质；素质
51/51,wisdom,英['wizdәm],,n.智慧；知识；学问
