seq,word,symbol,tense,paraphrase
01/52,sight,英[sait],,n.视力；景象；眼界
02/52,vision,英['viʒәn],,n.视觉；视野；愿景
03/52,view,英[vju:],,n.视图；观点；风景v.考虑
04/52,adaptation,英[.ædæp'teiʃәn],,n.适应；改编本
05/52,collection,英[kә'lekʃәn],,n.收藏品；收集物
06/52,harvest,英['hɑ:vist],,n.收获；收成v.收割
07/52,receipt,英[ri'si:t],,n.收据；收到
08/52,income,英['inkʌm],,n.收入；收益；所得
09/52,handkerchief,英['hæŋkәtʃif],,n.手帕；方巾
10/52,captain,英['kæptin],,n.船长；队长V.率队；指挥
11/52,premier,英['pri:mjә],,n.首相；总理a.首要的
12/52,salesman,英['seilzmәn],,)n.销售员；推销员
13/52,calligraphy,英[kә'ligrәfi],,n.书法，笔迹
14/52,title,英['taitl],,n.标题；头衔；所有权v.加标题
15/52,branch,英[bræntʃ],,n.树枝；分支v.使分叉
16/52,data,英['deitә],,n.数据；资料
17/52,database,英['deitәbeis],,n.数据库；资料库
18/52,quantity,英['kwɒntәti],,n.数量；大量；双数
19/52,maths,英[mæθs],(mathematics),n.数学
20/52,kettle,英['ketl],,n.壶；水壶；电水壶
21/52,steam,英[sti:m],,n.水汽；蒸汽v.蒸发
22/52,tax,英[tæks],,n.税务；税款v.征税
23/52,thinking,英['θiŋkiŋ],,n.思想；思路a.有思想的
24/52,death,英[deθ],,n.死亡；灭亡
25/52,rate,英[reit],,n.比率；速度；等级V.估价
26/52,plastic,英['plæstik],,n.塑料；整形a.塑料的
27/52,statue,英['stætju],,n.塑像；雕像
28/52,acid,英['æsid],,n.a.酸的；尖刻的
29/52,yoghurt,英['jәugә:t],,n.酸奶；酸乳
30/52,garlic,英['gɑ:lik],,n.大蒜
31/52,typhoon,英[tai'fu:n],,n.台风
32/52,astronaut,英['æstrәnɒ:t],,n.宇航员；航天员
33/52,attitude,英['ætitju:d],,n.态度；看法；姿势
34/52,carbon,英[ˈkɑːbən],,n.碳
35/52,feature,英['fi:tʃә],,n.特征；特色v.以……为特色
36/52,reference,英['refәrәns],,n.参考；涉及v.弓|用
37/52,proposal,英[prә'pәuzl],,n.提议；建议；求婚
38/52,theme,英[θi:m],,n.主题；主旋律；基调
39/52,gymnastics,英[dʒim'næstiks],,n.体操
40/52,figure,英['figә],,n.数字；图形；体形v.计算
41/52,stadium,英['steidiәm],,n.体育场
42/52,genius,英['dʒi:njәs],,n.天才；天赋
43/52,ceiling,英['si:liŋ],,n.天花板；上限
44/52,astronomer,英[ә'strɒnәmә],,n.天文学家
45/52,flash,英[flæʃ],,n.&v.闪光（灯）；闪亮；闪存
46/52,bar,英[ba:(r)],,n.酒吧；条；小节
47/52,band,英[bænd],,n乐队，频带
48/52,item,英['aitәm],,n.项目；一件商品；条款
49/52,tune,英[tju:n],,n.调子；曲调v.调音
50/52,iron,英[ˈaɪən],,n.铁；熨斗v.熨烫a.铁的
51/52,audience,英['ɒ:diәns],,n.听众；读者；观众
52/52,parking,英['pɑ:kiŋ],,n.停车；泊车
