seq,word,symbol,tense,paraphrase
01/52,fonnat,英美［fbrm&t］,,n.版式，格式v.格式化,notfixed
02/52,parcel,英['pɑ:sl],,n.包裹v.打包
03/52,package,英['pækidʒ],,n.包装；包裹v.打包
04/52,slice,英[slais],,n.薄片；切片v.切（薄）片
05/52,mist,英［mist］美［mist］,,n.薄雾；迷雾,notfixed
06/52,conservation,英[.kɒnsә'veiʃәn],,n.保存；保护；守恒
07/52,bowling,英['bәuliŋ],,n.保龄球
08/52,insurance,英[in'ʃurәns],,n.保险；保险费
09/52,exposure,英[ik'spәuʒә],,n.暴露；报道；曝光
10/52,sorrow,英['sɒrәu],,n.悲哀；悲痛v.懊恼
11/52,context,英['kɒntekst],,n.语境；上下文
12/52,sheet,英[ʃi:t],,n.被单；薄片；工作表
13/52,comparison,英[kәm'pærisn],,n.比较；对比
14/52,handwriting,英['hændraitiŋ],,n.笔迹；书法
15/52,edge,英[edʒ],,n.边缘；刀刃v.慢慢移动
16/52,editor,英['editә],,n.编辑；编者
17/52,variation,英[.vєәri'eiʃәn],,n.变化；变异；变奏曲
18/52,discrimination,英[dis.krimi'neiʃәn],,n.歧视；区别；辨别力
19/52,label,英['leibl],,n.标签v.用标签标明；贴标签
20/52,criterion,英[krai'tiәriәn],（pl.criteria）,n.标准；准则
21/52,ice-cream,英「aiskrkm］美［aiskrim］,,n.冰淇淋,notfixed
22/52,virus,英['vaiәrәs],,n.病毒
23/52,ward,英［wo:d］美［word］,,n.病房v.避开；守护,notfixed
24/52,wave,英[weiv],,n.波浪v.波动；挥手
25/52,blog,英［blDg］美［bhg］,,n.博客,notfixed
26/52,shortage,英['ʃɒ:tidʒ],,n.不足；缺点
27/52,cloth,英[klɒ:θ. klɒθ],,n.布；衣料；桌布
28/52,pudding,英['pudiŋ],,n.布丁
29/52,pace,英[peis],,n.步伐；步调v.踱步
30/52,department,英[di'pɑ:tmәnt],,n.部，局，处；系
31/52,minister,英['ministә],,n.部长；大臣
32/52,talent,英['tælәnt],,n.天赋，才能；人才
33/52,material,英[mә'tiәriәl],,n.材料；物资a.物质的
34/52,property,英['prɒpәti],,n.财产；资产；属性
35/52,finance,英[fai'næns],,n.财政；金融；为...提供资金
36/52,tailor,英['teilә],,n.裁缝v.缝制；定制
37/52,operator,英['ɒpәreitә],,n.操作员；经营者
38/52,draft,英[dræft. drɑ:ft],,n.草稿；草案v.起草
39/52,profile,英['prәufail],,n.轮廓；文件；人物简介
40/52,teapot,英['ti:pɒt],,n.茶壶
41/52,saucer,英['sɒ:sә],,n.小碟子；茶碟
42/52,output,英['autput],,n.产量；输出v.输出
43/52,generation,英[.dʒenә'reiʃәn],,n.一代人；一批，一届
44/52,occasion,英[ә'keiʒәn],,n.场合；时机；理由
45/52,damp,英[dæmp],,n.潮湿；阻尼a.潮湿的v.使潮湿
46/52,vehicle,英['vi:ikl],,n.车辆；交通工具；运载工具
47/52,achievement,英[ә'tʃi:vmәnt],,n.成就；完成
48/52,adult,英['ædʌlt],,n.成年人a・成年的；成熟的
49/52,kit,英[kit],,n.工具箱；用具包
50/52,castle,英['kæsl. 'kɑ:sl],,n.城堡；堡垒
51/52,procedure,英[prә'si:dʒә],,n.程序；手续；步骤
52/52,credit,英['kredit],,n.信用；贷款v.相信
