seq,word,symbol,tense,paraphrase
01/50,extra,英['ekstrә],,a.额外的ad.特别地:非常
02/50,legal,英['li:gәl],,a.法律的；法定的；合法的
03/50,abnormal,英［æb'nɒ:mәl］,,a.反常的；不规则的；变态的
04/50,extraordinary,英[ik'strɒ:dәnәri],,a.非凡的；特别的；离奇的
05/50,illegal,英[i'li:gәl],,a.非法的n.非法移民
06/50,widespread,英['waidspred],,a.大面积的；（分布）广泛的；广为流传的
07/50,sharp,英[ʃɑ:p],,a.锋利的；刺耳的；ad.急剧地
08/50,negative,英['negәtiv],,a.负面的；消极的n.阴性
09/50,nearby,英['niәbai],,a.附近的ad.在附近prep.在.....附近
10/50,complex,英[kәm'pleks],,a.复杂的；合成的n.楼群
11/50,embarrassed,英[im'bærәst],,a.尴尬的；难堪的；不好意思的
12/50,grateful,英['greitful],,a.感激的；感谢的
13/50,rigid,英['ridʒid],,a.严格的；硬性的；僵化的
14/50,noble,英['nәubl],,a.高尚的；贵族的n.贵族
15/50,individual,英[.indi'vidʒuәl],,a.个体的；单独的n.个人
16/50,various,英['vєәriәs],,a.各种各样的；不同的
17/50,respective,英[ri'spektiv],,a.各自的；分别的
18/50,civil,英['sivәl],,a.国民的；民间的；民用的
19/50,antique,英[æn'ti:k],,a.古老的，古风的n.古董
20/50,constant,英['kɒnstәnt],,a.不断的；恒定的n.常数
21/50,solid,英['sɒlid],,a.固体的；结实的n.固体
22/50,conventional,英[kәn'venʃәnl],,a.传统的；惯例的；常规的
23/50,brilliant,英['briljәnt],,a.灿烂的；杰出的；精彩的
24/50,frightened,英['frait(ә)nd],,a.害怕的；受惊的
25/50,curious,英['kjuәriәs],,a.好奇的；求知的；奇异的
26/50,suitable,英['sju:tәbl],,a.合适的；适宜的
27/50,gentle,英['dʒentl],,a.温和的；有礼貌的；轻柔的
28/50,harmonious,英[hɑ:'mәuniәs],,a.和谐的；协调的
29/50,nuclear,英['nju:kliә],,a.原子能的；核能的；核武器的
30/50,likely,英['laikli],,a.可能的；适合的
31/50,confused,英[kәn'fju:zd],,a.困惑的；糊涂的；迷茫的
32/50,chemical,英['kemikl],,a.化学的n.化学制品；n.化学药品
33/50,merry,英['meri],,a.欢乐的；愉快的
34/50,living,英['liviŋ],,a.活的；现存的n.生活
35/50,fundamental,英[.fʌndә'mentәl],,a.基础的n.基本原则；基本原理
36/50,super,英['sju:pә(r)],,a.超级的；极好的
37/50,superb,英[sju'pә:b],,a.极好的；俱佳的；壮丽的
38/50,urgent,英['ә:dʒәnt],,a.急迫的；紧要的
39/50,memorial,英[mi'mɒ:riәl],,a.纪念的n.纪念碑；纪念馆
40/50,domestic,英[dәu'mestik],,a.国内的；家庭的；家用的
41/50,false,英[fɒ:ls],,a.错误的；假的；虚伪的
42/50,firm,英[fә:m],,a.&ad.坚固的（地）；坚决的（地）n.公司
43/50,tough,英[tʌf],,a.棘手的；艰苦的；粗野的
44/50,brief,英[bri:f],,a.简短的v.概要；简报
45/50,anxious,英['æŋʃәs],,a.焦虑的；渴望的；急切的
46/50,lower,英['lәuә],,a.较低的；下游的v.降低
47/50,elderly,英['eldәli],,a.年长的；上年纪的
48/50,minor,英['mainә],,a.较小的；次要的n.辅修科目
49/50,tight,英[tait],,a.紧的；密封的ad.紧紧地
50/50,economic,英[.i:kә'nɒmik],,a.经济的；经济学的
