seq,word,symbol,tense,paraphrase
01/51,different,英[dfbront]美['difrant],,a.不同的；差异的
02/51,pale,英[peil]美[pel],,a.苍白的；暗淡的;无力的
03/51,wet,英[wet]美[w四,,a.湿的;多雨的;潮湿的;
04/51,noisy,英[naizi]美[noizi],,a-吵闹的；喧闹的
05/51,successful,英[sok'sesfl]美[sok'sesfbl],,a.成功的；有成就的
06/51,honest,英[Dnist]美[anist],,a.诚实的；坦诚的
07/51,ugly,英[Agli]美[A91i],,a.丑陋的；难看的
08/51,born,英[bo:n]美[bom],(bear的过去分词),a.天生的v.出生
09/51,primary,英['praimori]美[praimeri],,a.主要的；初级的
00/51,traditional,英[g'chjbnl]美[trodjbnol],,a.传统的；惯例的
11/51,wise,英[waiz]美[waiz],,a.聪明的；有见识的
12/51,careless,英['keobs]美[kerbs],,a.粗心的；漫不经心的
13/51,large,英[丘知]美[kirdyl,,a.大的；规模大的
14/51,loud,英[laud]美[laud],,a.大声的；响亮的
15/51,general,英[dsenrol]]美[Udjcnaral],,a.普遍的；通常的;综合的
16/51,alone,英0bon]]美[0loon],,a.单独的ad.独自地
17/51,single,英[snjgl]美[snjgM],,a.单一的；单身的
18/51,German,英[d33：mon]美[d33rmon],,a.德国的；德国人的n.德国人
19/51,underground,英[Andograond]美['Andargraond],,a.地下的n.地铁
20/51,electronic,英[iJek'tromk]美[ijek'tranik],,a.电子的；电子学的
21/51,missing,英[]misO]美[mis©],,a.丢失的；失踪的
22/51,east,英[i：st]美[ist],,n.东方a.东方的ad.在东方
23/51,eastern,英[i:ston]美[istom],,a.东方的，东部的
24/51,harmful,英[hQ：mfl]美[harmfl],,a.有害的；损害的
25/51,Russian,英[rAjh]美[rAjbn],,a.俄国人的n.俄国人；俄语
26/51,both,英[boo。]美[boo。],,pron.两者a.两者都
27/51,African,英[aefrikan]美['3efrikan],,a.非洲的；非洲人的n.非洲人
28/51,pink,英[pnjk]美[piqk],,n.粉红色a.粉红色的
29/51,crazy,英[kreizi]美[krezi],,a.疯狂的；着迷的
30/51,rich,英[口5]美[口切,,a.富裕的；肥沃的
31/51,glad,英[glaed]美[glaed],,a.高兴的；乐意的
32/51,personal,英[p3：sonl]美[p3rsonl],,a.个人的；私人的
33/51,each,英[i如]美[阿,,pron.每个a.各自的
34/51,helpful,英[helpfl]美[hdpfbl],,a.有帮助的，有益的
35/51,public,英[pAbhk]美[pAbhk],,n.公众a.公共的
36/51,fair,英[住。(切]美[加],,a.公平的ad，公平地
37/51,lonely,英[bunli]美[loonli],,a.孤独的；偏僻的
38/51,ancient,英[eirjbnt]美[erjbnt],,a.古代的；古老的n.古代人
39/51,smooth,英[smu:6]美[smu6],,a.光滑的；平坦的;顺利的
40/51,national,英[naejnal]美['naefanal],,a.国家的；民族的
41/51,shy,英[向]]美[强],,a.害羞的；胆怯的
42/51,few,英[历u:]]美[西u],,pron.极少a.很少的;几乎没有的
43/51,thick,英[Oik]美[Oik],,a.厚的；浓的
44/51,grey,英[grei]美[gre],,a.灰色的n.灰色
45/51,alive,英©laiv]]美[©laiv],,a.活着的;有生气的
46/51,active,英['aektiv]美['aektiv],,a.积极的；活跃的;有效的
47/51,basic,英[beisik]美[besik],,a.基本的；首要的
48/51,fantastic,英[feen'taestik]美[网n'taestik],,a.极好的;异想天开的；虚幻的
49/51,tiny,英[tami]美[tami],,a.极小的；微小的
50/51,Canadian,英[ko'neidion]美[kSnedion],,a.加拿大的；加拿大人的n.加拿大人
51/51,simple,英[simpl]美[simpol],,a.简单的；单纯的
