seq,word,symbol,tense,paraphrase
01/51,dead,英［ded］美［#d],,a.死亡的n.死者
02/51,special,英「spc川美「sp9】］,,a.特殊的;专门的
03/51,usual,英「ju：3uol],,a.通常的；平常的
04/51,sudden,英［SAdn］美［SAdn］,,a.突然的；意外的
05/51,foreign,英「fbnn］美「fbron］,,a.外国的；外交的
06/51,perfect,英「p3：fikt],,a.完美的；理想的
07/51,complete,英［kom'pli:t],,a.完整的；L!完成的v.完成
08/51,dangerous,英［'deindRros]美［dendsms］,,a.危险的；有危害的
09/51,only,英［'。。川口美「oonli］,,a.惟一的ad.仅仅
10/51,boring,英［如:叼］美［bong］,,a.无聊的；单调的
11/51,bored,英［bo:d］美［bord],,a.无聊的；烦人的
12/51,silent,英「saibnt],,a.安静的，寂静的；沉默的
13/51,west,英［west］美［west],,n.西部a.西的
14/51,western,英「weston］H［western],,ad.在西方a.西方的；西部的
15/51,rainy,英［remi］美［Teni],,a.卜雨的；多雨的
16/51,similar,英「simnlo(r)］,,a.相似的，近似的
17/51,OK,英［oo'kei］美［o'ke］,,a.&ad.对；不错
18/51,sleepy,英「sli:pi］美［slipi],,a.想睡觉的；困倦的
19/51,fresh,英［ft•明美［什切,,a.新鲜的；没有经验的
20/51,awake,英［o'weik],(awoke，awoken),a.醒着的v.唤酉星
21/51,excited,英［ik'saitid］美［ik'saitid]、,,a.A7L奋的；活跃的
22/51,snowy,英「snnui］美［snoui］,,a.下雪的；雪白的
23/51,strict,英［stnkt］美［stnkt］,,a.严格的；严厉的
24/51,serious,英［sinrios］美「sirios］,,a.严肃的;认真的
25/51,international,英［into'n纥fh叫,,n.国际a.国际的;国际关系的
26/51,wild,英［waild］美［waild],,a.野性的：荒凉的；野蛮的
27/51,medical,英「medikl],,a.医学的；医疗的
28/51,Indian,英「indion],,a.印度的；印第安人的n.印度人
29/51,British,英「bnM美「bntiJl,,a.英国的n.英国人;英国；英语
30/51,handsome,英「hsensnm],,a.英俊的；帅气的；漂亮的
31/51,dark,英［da:k］美［dark],,n.黑暗a.黑暗的
32/51,brave,英［breiv］美［brev］,,a.勇敢的；大胆的
33/51,humorous,英「用irmons],,a.幽默的；滑稽的
34/51,friendly,英「什endli],,a.友好的：亲密的
35/51,worth,英［w3：0］美［w3r0],,值得的a.有……的价值；
36/51,sick,英［Slk］美［Slk],,a.生病的；恶心的；厌恶的
37/51,valuable,英［Slk］美「vseljuobH],,a.有价值的；贵重的
38/51,polite,英［po'Et］美［po'lait］,,a.有礼貌的;客气的
39/51,funny,英［Kni］美ni],,a.有趣的；搞笑的
40/51,useful,英「ju：sfl］美「jusfbl］,,a.有用的；有益的
41/51,another,英5nA8(r)],,a.另一个的pron.另一个
42/51,stupid,英「stju:pid］美「stupid],,a.愚蠢的；笨的
43/51,careful,英「kedl］美「kerfl］,,a.仔细的；小心的
44/51,online,英［Dn'lain],,a.在线的，联网的ad.在线地
45/51,awfiil,英［3fl］美［出1],,a.糟糕的；可怕的
46/51,true,英［tru：］美［tru],,a.真的：真正的；确切的
47/51,real,英「ri:叫美「riril］,,a.真实的;实际的
48/51,whole,英［houl］美［houl],,a.整个的；完全的n.整个事物
49/51,tidy,英「taidi］美「taidi],,a.整齐的；整洁的v.使整洁
50/51,correct,英［kn'rekt]美［ko'irkt],,a.正确的，恰当的
51/51,straight,英［streit］美［stret],,v.改正a.直的；正直的ad.坦率地
