seq,word,symbol,tense,paraphrase
01/39,situation,^［.sitfueijh］,,n.形势；情况
02/39,interest,^［.sitfu'efbn］,,n.兴趣；利息
03/39,rest,英「intrnst美［intnst］,,n.休息；剩下的部分v.休息
04/39,need,英［ni:d］美［nid］,,n.需要，需求v.需要
05/39,lot,英［lm］美［3］,(a lot of 许多的),n.大量；许多
06/39,choice,英［tfois］美［tjbis］,,n.选择；抉择
07/39,term,英［t3：m］美［t3rm］,,n.学期；术语；条款
08/39,student,^［stju:dnt］,,n.学生；学员
09/39,blood,英［blAd］美［blAd］,,n.血液
10/39,tooth,英［tu:即美［tu0］,(pl. teeth),n.牙齿
11/39,toothache,美］tu“ek］,,n.牙痛
12/39,Asia,英］e［利美［上塔封,,n.亚洲
13/39,Asian,英［eijh］美［格词,,n.亚洲人a.亚洲的；亚洲人的
14/39,smoke,英［smouk］,,n.烟v.抽烟；冒烟
15/39,rock,英［rok］美［rak］,,n.石头；岩石;摇滚乐
16/39,research,美［n，s3M,,n.研究；调查
17/39,salt,英美［solt］,,n.食盐a.用盐腌渍的
18/39,speech,英曲切美即必,,n.演讲；演说
19/39,speaker,英［spkko(r)］,,n.演讲者；讲话的人
20/39,actor,美「spik》］,,n.男演员
21/39,America,英「aektn(r)］,,n.美洲；美国
22/39,American,美「aekt»］,,n.美国人a.美国的；美洲的
23/39,medicine,英［n'menkon］,,n.药；医疗，医学
24/39,key,美［n'mniknn］,,n.钥匙；答案a.关键的
25/39,leaf,英美［lif］,(pl. leaves),n.叶子；树叶
26/39,page,英［peids］美［pedj］,,n.页码
27/39,meal,英美［mil］,,n.一顿饭
28/39,bit,英［b】t］美［bit］,,n.一点；少量
29/39,pair,英［peo(r)］美［per］,,n.对；双v.配对
30/39,passage,英「paesuij］,,n.段落；通道
31/39,piece,H［'paesid3］,,n.块，片
32/39,row,英［mu］美［rou］,,n.排，行v.划船
33/39,thousand,美［Oauzond］,,n.千
34/39,mobilephone,美［'moblfbn］,,n.移动电话；手机
35/39,shame,英［'mnubailfoun］,,n.羞愧，羞耻V.使丢脸
36/39,artist,英美「artist］,,n.艺术家
37/39,meaning,央］rI•mi:mr)iJ,,n.意思，意义
38/39,concert,美「minii］］,,n.音乐会
39/39,musician,英口叫ju'zijh,,n.音乐家
