seq,word,symbol,tense,paraphrase
01/51,better,英[加匕⑹美[比⑸],,a.较好的ad.更好地
02/51,same,英[seim]美[sem],,n.同样a.同样的;相同的
03/51,festival,英[fbstivl]美[ffes匕vol],,n.节日a.节日的
04/51,nervous,英[n3：vos]美[n3rv0s],,a.神经的；紧张不安的
05/51,used,英[ju:st]美[just],,a.旧的；二手的
06/51,huge,英[hju:d3]美[hjud3],,a.巨大的；极大的
07/51,possible,英[pDsobl]美[pasobl],,a.可能的；合理的
08/51,terrible,英[terobl]美[tebH],,a.可怕的：糟糕的
09/51,thirsty,英[加的美[03rsti],,a.口渴的;渴求的
10/51,empty,英[empti]美[Ympti],,a没.人空的的，空着的;
11/51,spare,英[speo(r)]美[sper],,a.空闲的；多余的v.宽恕；腾出
12/51,quick,英[kwik]美[kwik],,a.快的；快速的；敏捷的
13/51,rapid,英[侬pid]美[侬pid],,a.迅速的；飞速的
14/51,wide,英[waid]美[waid],,宽阔的；广泛的
15/51,hard,英[ha:d]美[hard],,a.困难的；硬的ad.努力地
16/51,neither,英[询6钝叨美[由时,,两者都不；也不
17/51,smart,英[sma:t]美[smart],,a.聪敏的；灵巧的
18/51,exciting,英[ik'saiti。]美[ik'saitiq],,a.令人兴奋的;令人激动的
19/51,popular,英[pDpjoh(r)]美[papjob)],(pop),a，流行的；受欢迎的;大众的
20/51,deaf,英[def]美[加f],,聋的；不愿听的(t。)
21/51,full,英阿]美[fbl],,a.满的；充满的ad.完全地
22/51,daily,英[deili]美[deli],,a.每日的；日常的n.日报
23/51,lovely,英[」Avli]美[lAvli],,a.美好的；可爱的
24/51,delicious,英[diXQs]美[di'hjbs],,a.美味的；可口的
25/51,bright,英[brait]美[brait],,明亮的：闪光的;聪明的
26/51,southern,英[SAdon]美[SAdom],,南部的；南方的
27/51,south,英[sa网美[sau。],,n.南方a.南方的ad.在南方
28/51,able,英[则美1eb阳,(be able to do),a.能够的
29/51,European,英[jsm'pion]美[jom'pion],,a.欧洲的，欧洲人的n.欧洲人
30/51,fat,英侬t]美[fiet],,胖的n.脂肪
31/51,pretty,英[pnti]美[pnti],,a.漂亮的：可爱的ad.相当地
32/51,cute,英[kju:t]美[kjut],,漂亮的；娇小可爱的
33/51,poor,英[po：(r)]美[pur],,a.贫穷的；可怜的；差的
34/51,common,英[kDmon]美[kamnn],,a.普遍的；普通的;公共的
35/51,strange,英[stremdj]美[strend^],,奇怪的；陌生的
36/51,proper,英[proper)]美[prap9(r)],,a.正确的；恰当的;像样的
37/51,front,英美[prap9(r)],,n.前面a.前面的;正面的
38/51,clear,英[kho(r)]美[khr],,清晰的；清楚的;明确的
39/51,absent,英[aebsont]美[eebsont],,缺席的；缺少的v.缺席
40/51,sure,英的。(。]美Lfor],,确信ad.的确
41/51,everyday,英[evridei]美[evrfde],,日常的；普通的
42/51,soft,英[SD旬美[soft],,a.软的；柔和的
43/51,weak,英[wkk]美[wik],,a.虚弱的；不牢固的;软弱的
44/51,silly,英[飞间美[sili],,a.傻的；愚蠢的;可笑的
45/51,social,英[0。川美[飞0。川,,a.社会的；社交的
46/51,deep,英[di:p]美[dip],,a.深的：严重的n.深处
47/51,blind,英[blamd]美[blamd],,a.瞎的；盲目的
48/51,comfortable,英[kAmftobl]美[kAmfb匕bol],,舒服的；安逸的
49/51,double,英[dAbl]美[dAb叫,,a.双的；两倍的
50/51,asleep,英。sli:p]美©slip],,a.睡着的：ad.熟睡地
51/51,private,英[praivot]美[praivit],,私人的；私有的
