seq,word,symbol,tense,paraphrase
01/51,fill,英[书]美[僚I],,v.装满；使充满
02/51,feed,英[]美[fid],(fed，fed),v.喂养；吃东西
03/51,invite,英[口英vait]美[1美vVa.i],,邀请；招待
04/51,mean,英[]美[min],(meant，meant),v.意思是；用意n.平均数
05/51,grow,英[grou]美[groo],(grew，grown),v.发展；生长；种植
06/51,test,英[test]美[test],,v.&n.测试；试验
07/51,follow,英[fblnu]美[fblou],,v.&v.跟随；遵循
08/51,join,英[d“m]美[d—m],,v.&v.加入；参加
09/51,divide,英[di'vaid]美[di'vaid],,v.&n.分开:分配
00/51,control,英[kon'trool]美[k^ntroul],,v.&n.控制；支配
11/51,agree,英[o'gri:]美[©gri],,v.同意，赞同
12/51,include,英[】n'klu:d]美[in'kkid],,v.包含；包括
13/51,protect,英[pro'tekt]美[prn'tEkt],,v.保护；保卫
14/51,compare,英[kompeo(r)]美[knm'per],,v.比较；对照
15/51,avoid,英[©void]美[⑶void],,v.避开；预防
16/51,express,英[ik'spres]美[ik'spirs],,v.表达n.快车;特快专递
17/51,suppose,英[so'pooz]美[so'pooz],,v.猜想；假定
18/51,weigh,英[wei]美[wei],,v.称•的重量；权衡
19/51,hate,英[heit]美[het],,v.仇恨;厌恶n.憎恨
20/51,attend,英[5tend]美[©tend],,v.出席，参加
21/51,touch,英[心切]美[以切],,v.触摸；触动
22/51,communicate,英[[ka'mjuinikeit]美[karnjuni(ket],,v.通讯；传达；交流
23/51,create,英[kri'eit]美[kri'et],,v.创造，创作
24/51,break,英[breik]美[brek],(broke，broken),v.打破n.破裂；中间休息
25/51,order,英[3心(川]美[ordMrYI,,v.定购；点菜n.顺序
26/51,discover,英[drskAvo(r)]美[diskAV*],,v.发现，发觉
27/51,pronounce,英[pro'naons]美[pro'naons],,v.发音；做出判断
28/51,develop,英[di'vebp]美[di'vd叩],,v.发展；开发
29/51,translate,英[trams'Ieit]美[traens'let],,v.翻译；解释
30/51,share,英[Lfs(r)]美[Lfer],,v.分享，分担
31/51,catch,英[k田切]美[k到1],(caught，caught),v.赶上；接住
32/51,encourage,英[[in'kAnds]美[ink3nd3],,v.鼓励；激励
33/51,cheer,英[g(r)]美[皿],,v.欢呼；为……喝彩
34/51,review,英[n'vju:]美[n'vju],,v.回顾；复习n.评论
35/51,check,英[Uek]美[于永],,v.检查n.支票
36/51,suggest,英[so'dsest]美[sog'd3£st],,v.建议；提议
37/51,explain,英[ik'splem]美[ik'splen],,v.解释，说明
38/51,enter,英[en匕(r)]美[WnB],,v.进入；参加
39/51,pass,英[pa:s]美[pass],,v.经过；通过
40/51,warn,英[wo:n]美[w3ml,,.警告；通知
41/51,save,英[seiv]美[sev],,v.救助；节省
42/51,consider,英[knn'sidn(r)]美[knn'sidnr],,v.考虑，认为
43/51,connect,英[ko'nekt]美[ko'nekt],,v.连接，联结
44/51,remain,英[ri'mem]美[ri'men],,v.留下；保持
45/51,afford,英[0fb:d]美[©fbrd],,v.买得起；提供
46/51,satisfy,英[saetisfhi]美[ssetis，fhi],,v.满足；满意
47/51,describe,英[di'skraib]美[@skm叨,,v.描写；叙述
48/51,spell,英[spel]美[spd],(spelled，spelled/spelt，spelt),v.拼写；拼读
49/51,force,英[fb:s]美[fbrs],,v.强迫n.武力
50/51,achieve,英[]美[©网黑;靠j],,实现:
51/51,cancel,英[kaensl]美['ksens9l],,v.取消；抵消
