seq,word,symbol,tense,paraphrase
01/51,interview,英[驾皿匕吗]美[intorvju],,n.&v.采访，会见
02/51,hit,英[hit]美[hit],(hit，hit),n.&v.碰撞；打击；击中
03/51,copy,英[kDpi]美[kapi],,n.复制品v.模仿；复制
04/51,kiss,英[kis]美[kis],,n.&v.吻；接吻
05/51,waste,英[weist]美[west],,n.废物v.浪费
06/51,fire,英[面。⑹]美[面仃],,n.火v.开火；燃烧;解雇
07/51,mark,英[ma:k]美[mark],,n.标记v.做记号;标明
08/51,taste,英[teist]美[test],,n.味道v.品尝
09/51,offer,英[D0(r)]美[。必(切],,v.提供；提议n.录取通知书
00/51,lock,英[iDk]美[klk],,n.锁V.锁上
11/51,cause,英[ko:z]美[koz],,n.原因V.导致；造成
12/51,repair,英[rfpen(r)]美[ri'per],,n.&v.修理；修补
13/51,store,英回o:(r)]美[st”，stor],,n.商店v.储存
14/51,regret,英[n'gret]美[ngret],,n.&v.遗憾；后悔:痛惜
15/51,praise,英[preiz]美[preiz],,n.&v.赞扬；称赞
16/51,cough,英[kDf]美[kof],,n.&v.咳嗽
17/51,dream,英[dri:m]美[drim],(dreamt，dreamt),n.&v.梦想；做梦
18/51,will,英[wil]美[wil],,v.aux.将会；愿意
19/51,shall,英LTM]美[0I],,v.aux.将要;会
20/51,may,英[mei]美[me],,v.aux.可以；也许
21/51,might,英[ma11]美[ma11],,v.aux.可能;也许
22/51,would,英[wod]美[wud],,v.aux.愿意；将
23/51,should,英Lfod]美[|bd],,v.aux.应该
24/51,could,英[kod]美[kud],,v.aux.能够，可能
25/51,according,英[0‘ko:diQto]美[Rkord叫坳],,na.根据
26/51,most,英[moust]美[moost],,a.&ad.最多n.大部分
27/51,more,英[mo:(r)]美[mor],,a.&ad.较多的(地)；更n.更多量
28/51,necessary,英[nesosori]美[nesoseri],,a.必需的；必要的
29/51,impossible,英[im'pnsobl]美[im'pQsobl],,a.不可能的：做不到的
30/51,local,英[bukl]美[loukl],,a.地方的;当地的;局部的
31/51,mad,英[msed]美[masd],,a.发疯的；生气的
32/51,fit,英[fit]美[fit],,a.合适的v.适合；安装
33/51,lively,英[larvli]美[laivli],,a.活泼的；充满生气的
34/51,lazy,英[leizi]美[lezi],,a.懒惰的；慢吞吞的
35/51,modem,英雪吗n]美[madom],,a.现代的；时尚的
36/51,magic,英[n证由水]美[maed3ik],,n.魔术有魔力的
37/51,lucky,英[口Aki]美[[Aki],,a.幸运的的;侥幸的;吉祥的
38/51,important,英[imgtnt]美[irrfportnt],,a.重要的，重大的
39/51,main,英[mein]美[men],,a.主要的
40/51,low,英[b。]美[lo。],,a.&ad.低的(地)；矮的(地)
41/51,worse,英[w3：s]美[w3rs],,a.&ad.更坏的;更差的
42/51,worst,英[\V3：St]美[W3rst],,a.&ad.最坏的:最差的
43/51,second,英[sekond]美[sekond],,n.秒a.第二的
44/51,quiet,英[kwaiot]美[kwaiit],,a.安静的；平静的
45/51,safe,英[seif]美[sef],,a.安全的n.保险柜
46/51,expensive,英[ve*iikk；s]美[sppcc一nnssiivv；],,a.昂贵的；花钱多的
47/51,Australian,英[D，streilion]美[Ufa'streljon],,a.澳洲的，澳大利亚人的n.澳大利亚人
48/51,northern,英[no:6on]美[nordom],,a.北方的，北部的
49/51,north,英[no:0]美[norO],,n.北方a.北的：朝北的
50/51,certain,英[S3：tn]美[S3rtn],,a.毫无某疑些问的；肯定的pron.某些
51/51,cheap,英[]美[tjip],,a，便宜的；廉价的
