seq,word,symbol,tense,paraphrase
01/51,produce,英[pn'dju:s]美[pro'dus],,v.生产；制造
02/51,surprise,英[so'praiz]美[sor'praiz],,v.使惊奇n.吃惊
03/51,trouble,英[tTAbl]美[trAbol],,v.使苦恼n.烦恼;困难
04/51,raise,英[reiz]美[rez],,v.提起；举起；升高
05/51,collect,英[kWekt]美[kokkt],,收集；收藏
06/51,discuss,英[di'skAs]美[di'skAs],,v.讨论；论述
07/51,provide,英[pro'vaid]美[prn'vaid],,提供，供给
08/51,advise,英[od'vaiz]美[sed'vaiz],,v.劝告，提建议
09/51,steal,英[]美[stil],(stole，stolen),v.偷;窃取
00/51,guess,英[ges]美[g],,v.推测；猜测
11/51,hold,英[hould]美[hould],(held，hcld),v.拿住;保存；同意
12/51,tie,英[tai]美[tai],,.系；扎n.领带
13/51,trust,英[tTASt]美[tTASt],,v.相信；信任
14/51,imagine,英[imaedsm]美[imaed3in],,v.想象，设想
15/51,enjoy,英[in”。]美[，n'dgi],,v.欣赏：喜欢
16/51,fix,英[侨ks]美[6ks],,v.修理；安装
17/51,require,英[ri'kwai0(r)]美[n'kwair],,v.需求；要求
18/51,choose,英[tfu:z]美[tfuz],(chose，chosen),v.选择；挑选
19/51,learn,英[匕:川]美[bm],(learnt，learnt),v.学习；认识到
20/51,question,英[kwestfbn]美[kwestlbn],,v.询问n.问题
21/51,continue,英[knn'tmju:]美[knn'tinju],,v.继续，延续
22/51,print,英[pnnt]美[print],,v.印刷；出版
23/51,expect,英[ik'spekt]美[ikspekt],,预料；期待，希望
24/51,allow,英[lau]美[o'lau],,v.允许；认可
25/51,add,英[任d]美[任d],,v.增加；做加法
26/51,serve,英[s3：v]美[s3rv],,.服务；任职
27/51,carry,英[依可]美[k&ri],,v.扛；运送；输送
28/51,repeat,英[门'pi:t]美[门'Vp.it],,重复；重做
29/51,prepare,英[pn'ps(r)]美[pn'per],,v.准备；筹备
30/51,report,英[rfpbt]美[n'port],,n.&v.报道；报告
31/51,score,英[sko:(r)]美[skor，skor],,v.得分n.分数
32/51,shout,英[faut]美[faut],,n.&v.喊叫；大声说
33/51,plan,英[pl&n]美[p屈n],,n.&v.计划;打算
34/51,knock,英[nDk]美[nak],,n.&v.敲；打
35/51,cost,英[kDSt]美[kost],(cost，cost),n.价钱;v.花费
36/51,mind,英[mamd]美[maind],,n.&v.思想；介意
37/51,win,英[win]美[win],(won，won),n.&v，获胜；
38/51,search,英[S3叨]美[S3可],,n.&v.搜索，搜寻
39/51,push,英[pM]美[中叨,,n.&v.推；按
40/51,smile,英[small]美[small],,n.&v.微笑；笑容
41/51,hope,英[houp]美[hoop],,n.&v.希望：期望
42/51,shape,英[小甲]美[Lfep],,n.形状v，使成型
43/51,block,英[bh)k]美[blak],,n.块；街区v.阻塞
44/51,notice,英[noutis]美['nootis],,n.通告；注意v.注意到
45/51,laugh,英[]美[屈f],,n.&v.笑；嘲笑
46/51,doubt,英[daot]美[daut],,v.&n.怀疑
47/51,influence,英[influnns]美[influons],,n.&v.影响;感化
48/51,promise,英[promis]美[pramis],,n.&v.承诺；许诺
49/51,stay,英[stei]美[ste],,n.&v・停留；保持
50/51,change,英[Rmd]]美[tfendj],,n.零钱v.改变
51/51,cross,英[kros]美[kros],,n.十字架v.交叉
