seq,word,symbol,tense,paraphrase
01/51,pick,英[P】k]美[pik],,v.拾起；挑选
02/51,dry,英[drai]美[drai],,v.使....变干a.干的；干燥的
03/51,separate,英[seprot]美[sepnreit],,v.使分开a.分开的
04/51,seem,英[si:m]美[sim],,v.似乎；好像
05/51,receive,英[ri'si:v]美[n'siv],,v.收到；得到
06/51,count,英[kaunt]美[kaunt],,v.计数，认为n.计算
07/51,brush,英[brAj]美[biAf],,v.刷；擦n.刷子
08/51,die,英[dai]美[dai],,v.死亡；消失
09/51,lie,英[3]美[口ai],(lay，lain),v.躺;平放;彳立于
00/51,survey,英[S3：vei]美[S3rvei],,v.&n.调查;测量
11/51,throw,英[出皿]美[Orou],(threw，thrown),v.投；掷；扔
12/51,dig,英[dig]美[dig],(dug，dug),v.挖洞；挖掘
13/51,forget,英[fb'get]美[囹•'get],(forgot，forgotten),v.忘记；忽略
14/51,smell,英[smel]美[smd],(smelt，smelt),v.闻至I」；发出气味n.气味
15/51,pollute,英[pWu可]美[po'hit],,v.污染，玷污
16/51,wish,英[wij]美[wi/,,v.希望n.愿望
17/51,believe,英[]美[b门iv],,v.相信，认为
18/51,ring,英[闻]美[上叫],(rang，rung),v.铃响；按铃n.戒指
19/51,wake,英[weik]美[wek],(woke，woken),醒来;叫醒
20/51,hang,英[haeq]美[haeij],(hung，hung),v.悬挂；把吊起
21/51,spread,英[spred]美[spird],(spread，spread),v.传播；伸展；展开
22/51,move,英[mu:v]美[muv],,v.移动;搬家；感动
23/51,cover,英[kAvo(r)]美[kAv»],,v.包括；覆盖n.封
24/51,point,英[point]美[point],,v.指向n.要点；得分
25/51,treat,英[]美[trit],,v.对待；治疗n.请客
26/51,nod,英[nDd]美[nad],,v.点头
27/51,huiTy,英[hATi]美[43可,,v.赶快；匆忙
28/51,freeze,英[fri:z]美[friz],(froze，frozen),v.结冰；冻结；凝茴
29/51,become,英[bi'kAm]美[bikAm],(became，become),v.变为，成为
30/51,succeed,英[sok'si:d]美[sok'sid],,v咸功
31/51,accept,英[oksept]美[aek'swpt],,v.承认v.接受
32/51,rush,英[[Aj]美[rAj],,v.冲;奔跑
33/51,appear,英[o'pi0(r)]美[。pir],,v.出现，显现
34/51,arrive,英[0'raiv]美[0，raiv],,v.到达，抵达
35/51,happen,英[h&pnn]美[hsepon],,v.发生;碰巧
36/51,refuse,英[rf(ju:z]美[rfquz],,v.拒绝，抵制
37/51,skate,英[skeit]美[sket],,v.溜冰；滑冰
38/51,fall,英[gl]美[网],(fell，fhllen),v.落下n.瀑布;秋天
39/51,reason,英[ri:zn]美[rizon],,v.推论n.原因，理性
40/51,rise,英[raiz]美[raiz],(rose，risen),v.上升;起立
41/51,sound,英[saond]美[saond],,v.听起来；发出声音n.声音
42/51,beat,英[b词]美[bit],,v.敲打；打败
43/51,depend,英[di'pend]美[di'pend],,v.依靠；取决于
44/51,stick,英[stik]美[stik],(stuck，stuck),v.粘住；坚持n.木棒
45/51,match,英[m戌tj]美[msetj],,v.&n.使相配；比赛
46/51,invent,英[m1vent]美[in，vent],,v.发明;创造
47/51,lay,英[口ei]美[㈣],(laid，laid),v.躺下；产卵；放;
48/51,introduce,英[jnti5dju:s]美[dus],,v.介绍，引进
49/51,lend,英[lend]美[口end],(lent，lent),v.借出；把……借给
50/51,hurt,英[h3：t]美[h3rt],(hurt，hurt),v.伤害；疼痛
51/51,lose,英[kcz]美[luz],(lost，lost),v.失去，使迷路
