seq,word,symbol,tense,paraphrase
01/49,Internet,英「intonet],,n.互联网，因特网
02/49,instrument,英「nistnmont],,n.乐器；器具，仪器
03/49,journey,英[巾3；亩],,n.旅行；行程；历程
04/49,instruction,美「instr9mont],,n.使用说明；指导；命令
05/49,hill,英[hd]美[hd],,n.小山；斜坡
06/49,joke,英［d^ok］美［dsook］,,n.笑话；玩笑
07/49,least,英口i:st]美口ist],,n.最少；最小
08/49,standard,英「staendod],,n.标准a.标准的
09/49,once,美「st.ndord],,n.&ad.一次；从前conj.一旦
10/49,T-shirt,英美RiJ3rt],,mT恤衫
11/49,X-ray,英「eksrei］美「£ksje］,,n.X射线，X光
12/49,hobby,英「hDbi］美「hQbi］,,n.爱好，嗜好
13/49,silence,英「sailons],,n.安静；寂静；沉默
14/49,safety,英「seiQ美「se初,,n.安全；保险；保安
15/49,Olympics,英[ouLmpiks],,n.奥利匹克运动会，奥运会
16/49,Australia,英［D，streig］美。strel.,,n.澳洲；澳大利亚
17/49,board,英[bo:d]美[bd],,n.公告栏；平板;
18/49,office,英「Dfis］美［。珀］,,董事会n.办公室
19/49,baseball,英「beisbo:l］,,n.棒球
20/49,pound,英[paond]美[paond],,n.磅；英镑
21/49,newspaper,英「nju:zpeipo(r)],,n.报纸；报社
22/49,background,英「bgkgraond],,n.背景；底色
23/49,player,英「pleio(r)]美[plee>],,n.运动员；演奏者；玩家
24/49,note,英[nout]美[nout],,D.笔记；便条V.注意
25/49,notebook,英「noctbck],,n.笔记本
26/49,form,英gm]美[form],,n.表格；形式
27/49,surface,英「S3:㈣美「S3rfis],,n.表面；地面，水面；外表
28/49,ice,英忸闾美［ais］,,n.冰v.冰冻
29/49,biscuit,英「biskit］美「biskit］,,n.饼干；软饼
30/49,pancake,英「paenkeik],,n.薄煎饼；烙饼
31/49,cookie,英「kuki］美［kuki］,,n.小甜饼；曲奇饼
32/49,patient,英「peijht],,n.病人a.耐心的
33/49,glass,英[gki:s]美[gkes],,n.玻璃；眼镜
34/49,museum,英[nMu'ziom],,n.博物馆；博物院
35/49,Britain,英「bEn］美「bntn］,,n.不列颠，英国
36/49,part,英[pa；t]美[part],,n.部分a.部分的v.分离
37/49,wealth,英［wcl。］美［wdO］,,n.财富；富有；财产
38/49,menu,英「meqju:］,,n.菜单；（电脑上的）选项单
39/49,tour,英口8（川美［tor］,,n.旅行；观光；巡演
40/49,silk,英[silk]美®Ik],,n.蚕丝；丝织品
41/49,strawberry,英「stwbnri],,n.草莓
42/49,fork,英[fb:k]美[fbrk],,n.叉子
43/49,cup,英[kAp]美[kAp],,n.杯子；奖杯
44/49,difference,^['difrans],,n.差别；差数
45/49,product,美「difbrons],,n.产品；产物
46/49,station,英「prodAkt],,n.车站；驻地；电台
47/49,success,美「pradAkt],,n.成功，胜利
48/49,member,英「steijh],,n.成员；会员
49/49,pilot,英「paibt］美「paibt］,,n.飞行员；领航员
