seq,word,symbol,tense,paraphrase
01/51,mix,英[miks]美[miks],,v.混淆；混合
02/51,litter,英[⑪似朝]美[口盼],,v.乱丢；乱扔废弃物n.垃圾
03/51,kick,英[kik]美[kik],,v.&n.踢
04/51,increase,英[in'kri:s]美[in'kris],,v.&n.增加，增长、;
05/51,shut,英[LfAt]美[At],(shut，shut),v.&n.关闭;停业
06/51,hide,英[haid]美[haid],(hid，hidden),v.把...藏起来；隐藏
07/51,keep,英[ki:p]美[kip],(kept，kept),v.保持;保存
08/51,must,英[most]美[mASt],,v.必须；必定是
09/51,punish,英[pAn川]美[pAmj],,v.惩罚
00/51,telephone,英[tehfbun]美[^F'telifoonl],,v.打电话n.电话
11/51,phone,英[fbon]美[fbon],(=telephone),v.打电话n.电出
12/51,fight,英[旧t]美[旧t],(fought，fbught),v.&n.打架；争斗
13/51,reach,英[力利]美[],,v.到达；伸手够到
14/51,understand,英[LAIKI'Snd]美[Anchr'stand],(understood，understood),v.懂得，理解；明白
15/51,shake,英[Lfcik]美[fck],(shook，shaken),v.动摇；震动
16/51,spend,英[spend][spend],(spent，spent),v.度过；花费
17/51,wonder,英[WAndn(r)][美WAIK!6],,v.对...疑惑，惊奇;想知道
18/51,shine,英[fain]美[fhin],(shone，shone),v.发光；照耀
19/51,relax,英[n'laeks]美[n'laeks],,v.放松；使轻松
20/51,pay,英[pei]美[pe],(paid，paid),v.支付；偿还n.薪水
21/51,show,英[LT。。]美[Lf。。],(showed，shown),v.&n.显示；说明；演出
22/51,support,英[ss'pHt]美[so'port],,v.支持；供养
23/51,care,英[ks(r)]美[ker],,v.关心；照顾
24/51,manage,英[memd3]美[masnid'j,,v.管理；设法做到
25/51,return,英[n't3：n]美[n'tarn],,v.归还；返回
26/51,act,英[Okt]美[任kt],,v.行动，扮演n.行为
27/51,wound,英[wu:nd]美[wund],,v.受伤n.伤口
28/51,remember,英[n'membo(r)]美[n'm£mb»l,,v.记得；想起
29/51,drive,英[draw]美[drarv],,v.驾驶；开车
30/51,build,英[bild]美[bild],(built，built),v.建筑;建造
31/51,teach,英[国：切]美[也切],(taught，taught),v.教;教授
32/51,marry,英[m比ri]美[m比ri],,v.嫁;结婚
33/51,finish,英[前山]美[加山],,v.完成；结束
34/51,solve,英[SDN]美[salv],,v.解决
35/51,borrow,英[bDrou]美[baroo],,v.借用；借
36/51,lift,英[h知]美[1由],,v.举起；提升
37/51,decide,英[di'said]美[di'said],,v.决定：下决心
38/51,start,英[]美[start],,v.开始；出发
39/51,pull,英[也。1]美[PM],,v.拉，拖n.拉力
40/51,leave,英[H：v]美[liv],(left，le仕),v.离开;留下
41/51,lead,英[]美[口id],(led，led),v.领导；带领
42/51,sell,英[sei]美[sd],(sold，sold),v.卖
43/51,climb,英[klaim]美[klaim],,v.爬，攀登
44/51,send,英[send]美[ssd],(sent，sent),v.发送；派遣；寄信
45/51,ride,英[raid]美[raid],(rode，ridden),v.骑;乘车n.乘坐
46/51,cut,英[1st]美[kAt],(cut，cut),v.切，剪
47/51,celebrate,英[sehbreit]美[S£b，bret],,v.庆祝；过节
48/51,burn,英[b3：n]美[b3m],(-ed，-ed或burnt，burnt),v.燃烧n.烧伤
49/51,kill,英[kil]美[kil],,v.杀死;使终止
50/51,fail,英[®1]美[囹],,v.失败；不及格
51/51,realise,英[]美[(AinErealize)],,v.实现,
