seq,word,symbol,tense,paraphrase
01/51,priority,英(prai'Dmti］,,n.优先；优先考虑;当务之急
02/51,pioneer,美［prai'oroti］,,n.先锋；开拓者v.开辟
03/51,fibre,英「也ibo(r)］,(fiber),n.纤维；纤维组织
04/51,string,英［strq］美［stnq］,,n.细绳；字符串v.悬挂
05/51,bacon,英「beikon］美「bekon］,,n.培根；熏肉
06/51,microscope,英「maikmkoup］,,n.显微镜
07/51,cash,英比切美比切,,n.现金v.兑现；支付现款
08/51,reality,英［rr&bti］,,n.现实；真实；事实
09/51,phenomenon,英［fb'nDminon］,,n.现象；非凡的人
10/51,clue,英［klu:］美［klu］,,n.线索，暗示
11/51,trap,英［t侬p］美［trap］,,n.圈套，陷阱v.设陷阱捕捉
12/51,interaction,H［mtQra3kfb,,n.相互作用；互动；交互
13/51,sausage,英「SDSids］美「sosidyl,,n.香肠；腊肠
14/51,cigarette,英Lsigo'ret］美［sigoret］,,n.香烟；纸烟
15/51,case,英［keis］美［kes］,,n.案例；情况；案件
16/51,rubber,英「rAbo（r）］,,n.橡皮；橡胶；橡胶制品
17/51,consumption,英［konSAmpn］,,n.消费；消耗
18/51,brochure,英［bm响r)］,,n.手册
19/51,stream,英美［strim］,,n.小河；溪流v.流出
20/51,pub,英［pAb］美［pAb］,,n.小酒馆；酒吧
21/51,path,英［PQ；。］美［p判,,n.小路；路线
22/51,wheat,英［wi:t］美［hwit］,,n.小麦
23/51,novel,英［nDvl］美［navi］,,n.小说a.新奇的
24/51,novelist,英「nDvohst］,,n.小说家
25/51,campus,美「navohst］,,n.校园；校区
26/51,harmony,英「kaempos］,,n.和谐；融洽；和声
27/51,psychology,美「k比mpos］,,n.心理（学）；心理状态
28/51,mood,英［mu:d］美［mud］,,n.心情；语气；情绪
29/51,bride,英［braid］美［braid］,,n.新娘（bridegroom新郎）
30/51,coverage,英「kAvnnds］,,n.新闻报道；覆盖范围
31/51,salary,英［'s旬ori］美［'s田bri］,,n.薪水；工资
32/51,envelope,英「envobup］,,n.信封；封套
33/51,signal,英［signol］美「signol］,,n.信号；暗号V.发信号
34/51,belief,英美［b门if］,,n.信念；信任；信仰
35/51,confidence,英「kDnfidnns］,,n.信心；信任；自信
36/51,faith,英巾叨美［色即,,n.信仰；信任；真诚
37/51,image,英「阿弱美,,n.（脑海里的）形象;影像v.想像
38/51,type,英［taip］美［taip］,,n.类型；样式v.打字
39/51,gender,英「dsendMr)］,,n.性别
40/51,sex,英［seks］美［s£ks］,,n.性；性别
41/51,character,英「keerok匕(r)］,,n.性格；角色；字符
42/51,breast,英［brest］美［birst］,,n.乳房，胸部
43/51,chest,英@st］美［优st］,,n.胸膛；衣柜；箱子
44/51,fiction,英「fikjn］美［fgn］,,n.虚构；小说
45/51,license,英口aisns］美「laisons］,,n.许可证；执照
46/51,election,英口'lelgi］美口'IdRnn］,,n.选举；当选
47/51,option,英「Dpjn］美「apjn］,,n.选择；选项；期权
48/51,boot,英［bu:t］美［but］,,n.靴子v.（启动）计算机
49/51,fee,英［丘］美侨］,,n.费用；报酬；服务费
50/51,institute,英美「institut］,,n.学院；机构；v.创立
51/51,trial,英「traiH］,,n.审判；实验；审讯a.实验的
