seq,word,symbol,tense,paraphrase
01/50,afterward,英［dftowod］,,ad.以后;后来
02/50,afterwards,英［dftowod］,,ad.以后;后来
03/50,somehow,英「SAmhau］,,ad.用某种方法；不知怎么地
04/50,therefore,英「加品；(「)］,,ad.因此；所以
05/50,forever,英［必r'evo(r)］,,ad.永远；总是
06/50,dueto,英［dju:］美［du］,,ad.由于;应归于
07/50,elsewhere,英Lels'weo(r)］,,ad.在别处;到别处
08/50,downtown,^［(daon'taon］,,ad.在市区ad.市中心的
09/50,downstairs,美［.daun'sterz］,,ad.在楼下；往楼下a.楼下的
10/50,aside,英©said］美［o'said］,,ad.在旁边；沿着边prep.在..旁边
11/50,alongside,英［o」Dij'said］,,ad.在旁边；沿着边prep.与..并肩
12/50,ahead,英0hed］美©hai］,,ad.在前面；向前；提前a.前面的
13/50,literally,英「htoroli］美「litomli］,,ad.毫不夸张地；逐字地;照字面意义
14/50,sincerely,英［sin'siHi］美［sin'sirli］,,ad.真诚的；真挚的
15/50,eventually,^［fventfuali］,,ad.终于；最后
16/50,gradually,美「grgdgoh］,,ad.逐渐地；渐渐地
17/50,ultimately,美「AI匕mitli］,,ad.最终；最后
18/50,moreover,H［mor'oovar］,,ad.而且；另外；此外
19/50,nevertheless,美［nev0r6»les］,,ad.&conj.然而；不过
20/50,throughout,英［0ru:'aut］美付ru'aut］,,prep.遍及；贯穿ad.到处
21/50,despite,英［dfspait］美［di'spait］,,prep.尽管；不管
22/50,plus,英［plAS］美［plAS］,,prep.力口上a.正的；附加的n.加号
23/50,per,英［po(r)］美［p»］,,prep.每，每（一个）
24/50,beyond,英［tn'jDnd］美［bi'jand］,,prep.远于；超出ad.在更远处
25/50,within,英美,,prep.在....之内ad.在内部
26/50,onto,英［Dnto］美［antu］,,prep.到..之上;移向（某处）
27/50,beneath,英［bi'ni:®］美［bi'nie］,,prep.在...下边ad.在下方
28/50,somewhat,英「SAmWDt］,,pron.&ad.有点；稍微；颇有几分
29/50,yourself,英美［jor'self］,,pron.［反身代词］你自己;你亲自
30/50,goodbye,英［god'bai］美Lgodbai］,,(bye)int.再见n.说再见
31/50,Mrs,英「misiz］美［misiz］,,abbr.（已婚）太太；夫人
32/50,PE,英［p/i；］美［pEi；］,(physical education),abbr.体育课;体能训练
33/50,Ms,英［miz］美「miz］,,abbr.（不明婚否）女士
34/50,Mr,英［'misto(r)］美［mistor］,,abbr.先生
35/50,BC,英［bi:'sk［美［bi:'si:］,,(BeforeChrist)公元前
36/50,a.m.,英Lei'em］美［ei'em］,,上午;午前
37/50,p.m.,英Lpi；'em］美Lpi:、em］,,下午，午后
38/50,tip,英［tip］美［tip］,,n.尖端；小费；小窍门
39/50,lecture,英「lekg(r)］美［bkg］,,n.&v.演讲;讲课
40/50,bounce,英［baons］美［baons］,,n.弹力v.弹跳
41/50,cancer,'ksenso(r)］kaensa-］,,n.癌症
42/50,arrangement,英©remd3mont］,,n.安排；布置；整理
43/50,security,美［orend^mont］,,n.安全；证券；保安
44/50,setting,英「set皿美［鸵刖］,,n.设置；环境；背景
45/50,ballet,英「beelei］美［b田le］,,n.芭蕾舞；芭蕾舞剧
46/50,percentage,英［po'sentids］,,n.百分率；百分比
47/50,percent,英［po:'sent］美［p/swnt］,,n.百分数；百分之
48/50,spot,英［spDt］美［spat］,,n.斑点；小疙瘩v.发现
49/50,version,英「V3；jn］美「v3r3川,,n.版本；译本；说法
50/50,conflict,英「kDnfhkt］,,n.&v.冲突；争论；斗争
