seq,word,symbol,tense,paraphrase
01/52,drama,英美「dram。］,,n.戏剧；剧本
02/52,distance,英［'distans］美「dist^ns］,,n.距离；路程；远程v.疏远
03/52,hurricane,英「hAHkon］美「Innkon］,,n.飓风
04/52,venue,M［venju:］H［vEnju］,,n.聚会地点；会场；场合
05/52,jazz,英［d3&z］美［d3aez］,,n.爵士乐；爵士舞
06/52,rank,英［侬亦］美［侬ijk］,,n.等级；排名v.分等级；排列
07/52,county,英「kaunti］美「kaunti］,,n.郡；县；区县
08/52,cafe,英［kaeffei］美［kae'fbi］,,n.咖啡馆；小餐馆
09/52,calorie,英「kaebri］美「k田bri］,,n.卡路里（热量单位）
10/52,switch,英［swM美［swM,,n.开关v.转换；切换
11/52,exam,英［ig'zaem］,(examination),n.考试；检查；测验
12/52,toast,英［匕ust］美［toust］,,n.烤面包；敬酒v.向……敬酒；烘烤
13/52,barbecue,^［ba:bikju:］,,n.&v.烧烤
14/52,gramme,英［graem］美［graem］,(gram),n.克（重量单位）
15/52,leisure,英「。。⑻美「际刈,,n.空闲；悠闲
16/52,Confucius,英［konqujbs］,,n.孔子
17/52,dinosaur,英「dain0so:（r）］,,n.恐龙
18/52,threat,美［kongqjbs］,,n.威胁、，恐吓；凶兆
19/52,accent,英［aeksent］美「赏ks£nt］,,n.口音；重音；腔调
20/52,snack,英［snaek］美［snaek］,,n.小吃；零食
21/52,mineral,英「mmorol］美［mmml］,,n.矿物;矿石a.矿物的
22/52,insect,英［'insekt］美「insckt］,,n.昆虫
23/52,expansion,英［ik'sperjh］,,n.扩张；膨胀；详述
24/52,garbage,英［段:也知美「garbid^］,,n.垃圾
25/52,labour,英口eibo(r)］美［leba］,(labor),n.劳动；劳工
26/52,thunder,英「0Ando(r)］美［18And»］,,n.雷声v.打雷；大喊
27/52,radium,英「reidiom］美［rediom］,,n.镭；镭元素
28/52,centimetre,英「sentimi:匕(「)］,,n.厘米
29/52,departure,英［di'pa；UMr)］,,n.离开；起程
30/52,fence,美［di'paryb(r)］,,n.篱笆v.用篱笆围住；击剑
31/52,theory,英「例。可美「。回,,n.理论；学说；见解
32/52,council,英「kaunsl］美「kaonsol］,,n.会议；委员会；理事会
33/52,power,英「pag(r)］美［paua］,,n.力量；功率;权力；电力
34/52,strength,英回回即美回到即,,n.力量；实力
35/52,profit,英「profit］美「prafit］,,n.利润；收益v.得利；有利于
36/52,behalf,英［bi'hcuf］美［bi'haef］,,n.代表（某人）；为了（某人）
37/52,routine,英［ru:'ti:n［美［rutin］,,n.常规；例行a.常规的；例行的
38/52,instance,英「mstons］美［'mstons］,,n.例子；事仞J；'情况
39/52,association,美Qsousi'eijh］,,n.协会；联盟；联合
40/52,practice,英「pr比ktis］美「pr田ktis］,,n.练习；实践
41/52,chain,英［tjem］美［tfen］,,n.链条；连锁v.用链条锁住
42/52,neighbour,英］neib2(r)］美「neb》］,(neighbor),n.邻居；邻国
43/52,neighbourhood,英「neibohod］,,n.邻近；附近；邻里关系
44/52,soul,英［soul］美［soul］,,n.灵魂；精神
45/52,facility,英［fb'sibti］美［fb'sibti］,,n.设施；场所；天赋
46/52,leadership,英「Ikdojip］美［licb于p］,,n.领导；领导力
47/52,territory,英［'tentri］美［'terotori］,,n.领土；版图；领域
48/52,domain,英［d。'mein］,,n.领域；范围；域名
49/52,skateboard,美［doo'mein］,,n.滑板v.用滑板滑行
50/52,fashion,英「同诃美［■/曲］,,n.时尚；流行；方式
51/52,dragon,英「dr磔on］美［dnegon］,,n.龙
52/52,cage,英［keidZ美［kedj］,,n.笼子；牢房v.把……关入牢笼
