seq,word,symbol,tense,paraphrase
01/50,shelf,英［felt］美戊用,,n.架子；书架；搁板
02/50,nut,英[nAt]美[血],,n.坚果；螺母；难对付的人或问题
03/50,resolution,英[rezo'lujh],,n.决议；坚定；分辨率
04/50,prison,H[(rcz91u|bn],,n.监狱；牢笼；监禁
05/50,inspection,英「pnzn]美[pnzon],,n.视察；检查；审查
06/50,relief,^[m'spekfh],,n.缓解；减轻；救济品
07/50,construction,英美[rflif],,n.建造；建筑物；结构
08/50,architect,英「cukitekt],,n.建筑师；设计师;架构师
09/50,gym,美[kon'stTAlUmi,,n.健身房；体育馆
10/50,arrow,英[田rou]美[yrou],,n.箭头；箭状物
11/50,bonus,英［1。51番］美［100皿$］,,n.奖金；红利；补贴
12/50,scholarship,英「skDbJip],,n.奖学金；学术成就
13/50,medal,英「medl]美「mwdl],,n.奖章；勋章v.获奖
14/50,capsule,英「kaepsju:l],,n.胶囊；小容器；太空舱
15/50,angle,英['飒gl]美['网gal],,n.角，角度；立场
16/50,professor,美[pro'&sa,,n.教授
17/50,church,英侬叨美回3M,,n.教堂；教会a.礼拜的
18/50,educator,英「ed3ukeit0(r)],,n.教育家；教师
19/50,phase,英[鱼⑵美[fbz],,n.阶段；时期
20/50,receptionist,美央[stt]],,n.接待员；前台
21/50,joint,英[dgmt]美[diomt],,a.联合的；共同的n.关节；节点
22/50,classic,英「klaesik］美「klaesik］,,a.经典的n.杰作；名著
23/50,structure,英「stTAkQ(r)],,n.结构；建筑物v.系统组织
24/50,consequence,英「kDnsikwons],,n.结果；后果
25/50,outcome,英「autkAm],,n.结果；成果
26/50,effect,英[rfbkt]美/定kt],,n.效果；作用v.使发生
27/50,bond,英[bDnd]美[band],,n.债券；纽带；联系
28/50,marriage,英「msend3],,n.结婚；婚姻
29/50,conclusion,英[knn'klujn],,n.结论；总结；推论
30/50,solution,H['maend3],,n.解决办法；解答；溶解
31/50,liberation,美[kon'kluson],,n.解放；释放
32/50,intervention,英[s»hi:Jh],,n.介入；干预；调节
33/50,presentation,英[prezn'teijh],,n.展示；陈述;讲座；颁发
34/50,metal,英[metl]美[metl],,n.金属；金属制品
35/50,plate,英[pleit]美[plet],,n.盘子；碟子
36/50,emergency,英[i'm3：d30nsi],,n.紧急情况；急诊；应急
37/50,tournament,美[i'm3rd3°nsi],,n.锦标赛；联赛
38/50,access,美「t0momont],,n.访问；准入；存取v.获取（计算机文件）
39/50,entry,英「entri]美[Wntri],,n.进入；入口；登录
40/50,administration,^[od(mini'strewn],,n.管理；行政；行政机关
41/50,alarm,英©ki:m]美Glorm],,n.警报；惊恐v.使恐慌
42/50,whale,英[weil]美[hwel],,n.鲸，鲸鱼
43/50,scene,英[si:n]美[sin],,n.场景；情景；景色
44/50,prospect,英「prospekt],,n.前景；前途；展望
45/50,warning,英叫］美「womiD］,,n.警告；告诫a.警告的
46/50,mirror,英「mim(r)]美,,n.镜子v.反映
47/50,alcohol,英「aelkolrol],,n.酒精；乙醇
48/50,ambulance,英[岳mbjobns],,n.救护车；急救车
49/50,saving,美「sembjobns],,n.节约；储蓄；挽救
50/50,resident,英「rezidont],,n.居民；常住者a.居住的
