seq,word,symbol,tense,paraphrase
01/50,decline,英［di'klain］美［di'klain］,,v.&n.下降：衰落；拒绝
02/50,chat,英回训美国诩,,v.&n.闲谈：聊天
03/50,envy,英［envi］美「envi］,,v.&n.羡慕；忌妒
04/50,advocate,英］sedvokeit］,,v.提倡；主张n.提倡者
05/50,bite,英［bait］美［bait］,,v.咬，叮n.咬伤
06/50,claim,英［kleim］美［klem］,,v.&n.要求；声称；索赔
07/50,rescue,英「reskju:］美「irskju］,,v.&n.拯救;援救
08/50,forecast,英「fb:kci:st］美「forkaest］,,v.&n.预测：预报
09/50,desire,英［di'zao(r)］美［di'zair］,,v.渴望;要求n.欲望
10/50,recycle,tri:*saikl］,,v.再循环；重复利用n.再生
11/50,debate,英［di'beil］美［drbet］,,v.&n.争论；辩论
12/50,protest,英［pro。'test］,,v.&n.反对；抗议（n）
13/50,grasp,英［grasp］美［graesp］,,v.&n.抓住；掌握；领会
14/50,wrestle,英［resl］美［'irsH］,,v.&n.摔跤；格斗；努力处理
15/50,register,美［nrd31s⑸,,v.&n.登记；注册；挂号
16/50,stmggle,英［stTAgl］美「strAgol］,,v.&n.斗争，拼搏;努力
17/50,employ,英［im'pbi］美［im'pbi］,,v.&n.雇佣;使用
18/50,hire,英「haio(r)］美［hair］,,v.&n.租用；雇佣
19/50,border,英［如也⑻,,v.与……接壤n.边界
20/50,decrease,英［di'kri:s］美［di'kris］,,v.&n.减少；降低
21/50,contest,英［kon'test］］美［kon食st］,,v.&n.比赛：竞赛
22/50,lack,英［屈k］美［屈k］,,v.&n.缺乏；不足
23/50,harm,英［ha:m］美［harm］,,v.&n.伤害;损害;危害
24/50,input,英［'input］美「inpot］,,v.&n.输入
25/50,escape,英［i'skeip］美［o'skep］,,v.&n.逃走；逃脱：避开
26/50,frost,英［frost］美［fh)sl］,,v.&n.霜冻；（给蛋糕）撒糖霜
27/50,demand,英［di'mcEnd］,,v.&n.需要；请求
28/50,encounter,美但n’kaunta］,,v.&n.遭遇，遇到；邂逅
29/50,battle,英「baetl］美［baetl］,,v.&n.战争；斗争・；比赛
30/50,comment,英「kDmcnt］美「kament］,,v.&n.意见，评论，注释
31/50,volunteer,英［vDl3n'tio(r)］,,v.自愿n.志愿者a.志愿的
32/50,respect,英［n'spekt］美［n'spekt］,,v.&n.尊敬;尊重
33/50,strike,英［straik］美［straik］,,v.打击n.罢工
34/50,boost,英［bust］美［bust］,,v.&n.促进；增强;使……兴旺
35/50,defeat,英美［dift］,,v.&n.击败，战胜
36/50,shock,英Ck］美Lfak］,,v.（使）震惊n.令人震惊的事
37/50,ski,英［ski:］美［ski］,,v.滑雪n.雪橇
38/50,hike,英［haik］美［haik］,,v.&n.徒步旅行；远足
39/50,benefit,英［benifit［美］b£nafit］,,v.有益于；受益n.利益
40/50,aim,英［eim］美［em］,,v.以...为目的:瞄准n.目的
41/50,reward,英『i'wo:d］美［n'word］,,v.奖励n.回报，报酬
42/50,guarantee,英Lgaemn'ti:］,,v.&n.保证；担保
43/50,handle,英「hsendl］美「hamdl］,,v.处理n.手柄；把手
44/50,graduate,英「gredjuot］,,v.大学毕业n.大学毕业生a.（攻读）研究生的
45/50,arrest,英Grest］美［o'rest］,,v.&n.逮捕；阻止
46/50,sponsor,英［'spDnso(r)］,,v.赞助；资助II.赞助者
47/50,judge,英［d3Ad3］美［d3Ad3］,,v.判断；审判n.法官；裁判员
48/50,sail,英［sell］美［sei］,,v.&n.航行；起航
49/50,root,英［ru:t］美［rut］,,v.生根n.根;根本
50/50,conduct,英［kon'dAkt］,,v.进行：实施：指挥n.行为
