seq,word,symbol,tense,paraphrase
01/51,survive,,,v.生存；幸存；幸免于
02/51,revise,央［Hnrv，aiz］美1［辛口vaiz1］,,v.&n.修订；校正（考前）复习
03/51,permit,英［di'kleo(r)］,,v.允许；许可n.许可证
04/51,relate,leit］美口,,v.与...相联系；与...有关
05/51,declare,美［di'kler］,,v.宣布；断言；声明
06/51,suspend,英［sospend］,,v.悬挂；暂停；使停职
07/51,select,英［si'lekt］美［si'kkt］,,v.选择;精选a.精选的
08/51,seek,英［si:k］美［sik］,,v.寻找；谋求
09/51,inquire,，叱wa】。］,,v.询问：打听；问讯
10/51,depress,英pr.es］,,v.使沮丧；(经济)不景气；降低
11/51,press,央［pres,,v.按；压n.新闻界；出版社
12/51,extend,英［ik'stend］,,v.延长；扩充
13/51,swing,英［SWIIJ］美［swi。］,,v.摇摆；转弯n.秋千
14/51,rely,英美［nlai］,,v.信任；依赖
15/51,remove,美［n'muv］,,v.移动；清除；脱衣服
16/51,imply,英［im'plai］美［im'plai］,,v.暗示；暗指
17/51,quote,英［kwout］美［kwout］,,v.&n.引用；引述
18/51,cite,英［sait］美［sait,,v.引用；引证；举例
19/51,impress,央-［y-irm.pres］,,v.给...留下印象；使钦佩
20/51,deserve,ft［di'z3rv］,,v.应得；应受；值得
21/51,hesitate,英［heziteit］美［'hezitei,,v.犹豫；含糊
22/51,fry,英［frai］美［丘ai］,,v.油煎；油炸
23/51,differ,英［d必（r）］美［dfM,,v.不同于；有意见分歧
24/51,prevent,英［pn'vent］美［p,,v.阻止；预防
25/51,predict,英［pndkt］美［pndkt,,v.预言；预测；预告
26/51,forgive,［fbr'giv］,,v.原谅；饶恕
27/51,transport,英［traen'sp。:。,,v.&n.运输，运送
28/51,consist,英［konsist］美［kon'sisv,,v.由...组成；存在于
29/51,approve,英［o'pru:v］美［o'pruv］,,v.批准，认可；赞成
30/51,blame,英［bleim］,,v.责备；归咎于n.责任；责备
31/51,reveal,英［bleim］,,v.揭示；透漏；展示
32/51,occupy,英［Dkjupai］,,v.占用；占领；使忙于
33/51,overcome,英［fbold］,,v.克服；战胜
34/51,fold,美［fduld］,,v.折叠n.折痕
35/51,announce,英［o'nauns］,,v.正式宣布；通告
36/51,prove,英［pru:v］美［pruv］,,v.证明；证实；检验
37/51,justify,英［djAstifhi］,,v.证明合法；使两端对齐
38/51,dominate,英「dDiruneit］,,v.支配；统治；占优势
39/51,indicate,英［mdikeit］,,v.表明；暗示；指出
40/51,cure,英［kjg(r)］美［kjur］,,v.&n.治疗；治愈
41/51,greet,英［gri:t］美美rit］,,V.欢迎，迎接；问候
42/51,choke,英［g困美加uk］,,V.窒息；噎住
43/51,relay,美［rilei］,,v.转发；转播n.接力赛
44/51,interrupt,英［boil］,,v.打断；中断；阻碍
45/51,boil,美［bod］,,v.&n.煮沸；沸腾
46/51,bless,英［si:z］,,v.祝福；保佑
47/51,seize,美［siz］,,v.抓住；夺取；逮捕
48/51,earn,英［3：n］美［3m］,,v.赚得；获得
49/51,decorate,英［dekoreit］,,v.装饰；布置；装修
50/51,load,英［laod］美［loud］,,v.使...负担；加载n.负担
51/51,pursue,英［pa'sju:］美［por'su］,,v.追求；贯彻；从事
