seq,word,symbol,tense,paraphrase
01/51,settle,英［setl］美「s的,,v.安顿；定居；解决
02/51,commit,英［ko'mit］美［ko'mit］,,v.犯罪；委托；保证
03/51,regard,英［ri'gcud］美［Hgord］,,v.看作：考虑n.问候
04/51,contain,英［kon'teni］美［knn'ten］,,v.包含；容纳；包括
05/51,preserve,英［pn'z3：v］美［pn'z3rv］,,v.保护：维持；保存
06/51,complain,英［knm'plein］,,v.抱怨；申诉
07/51,erupt,英［YrApt］美［l「Apt］,,v.爆发；喷出；长牙
08/51,explode,英［ik'spbod］,,v.爆炸；爆发；急剧增长
09/51,recite,英［ri'salt］美［□'saltv］,,v.背诵;朗诵
10/51,sow,英即可美［sou］,,V.播种：散布
11/51,disappear,英Lchso'pin(r)］,,V.失踪：消失
12/51,realise,英［tiolaiz］美［Tirlaivz.］,(realize),v.意识到；明白；实现
13/51,make,英［meik］美［mek］,,v.制作；做；引起
14/51,attract,英@traekt］美［otraekvt.］,,v.吸引；诱惑；引人注意
15/51,download,英［daon'bud］,,v.下载n.下载
16/51,emerge,英［i'nadj］美［i'm3rd3］,,v.出现，浮现；暴露
17/51,intend,英［intend］美［in'tend］,,v.企图；想要；打算
18/51,consume,英［knn'sju:m］,,v.消费，消耗；耗尽
19/51,digest,英［dai'dsest］,,v.消化；吸收n.文摘
20/51,affect,英。ffekt］美［o'ffekt］,,v.影响；感染；感动
21/51,anticipate,［aen'tisipeit］,,v.预期，期望；预见
22/51,sustain,英［so'stem］美［so'sten］,,v.维持；支撑；遭受
23/51,have,英［hav］美［h犹v］,(has),aux.v.已经，曾经v.有
24/51,be,英［bi］美［bi］,(am，arc，is),aux.v.&v.是；在；有
25/51,can,英［ken］美［ksen］,,aux.v.能：可以n.罐头v.把……装罐
26/51,supply,英［so'plai］美［s*plai］,,v.&n.供给;供应；补足
27/51,grab,英［graeb］美［graeb］,,v.&n.抓住;夺得
28/51,display,英［di'splei］美［di'sple］,,v.展览：展览n.显示
29/51,hunt,英［hAnt］美［hAnt］,,v.&n.打猎；搜索;寻找
30/51,delay,英国门ei］美［di'le］,,v.&n.耽搁；延迟
31/51,collapse,英［ko'keps］美［k»l卸s］,,v.&n.倒塌；崩溃；暴跌
32/51,reform,英［门'fb:m［美［n'form］,,v.&n.改革；改造a.改革的
33/51,attack,英b'taek］美［o'taek］,,v.&n.攻击;袭击
34/51,estimate,英「estimot］,,v.&n.估计；估价；评估
35/51,broadcast,英「bn):dka:st］,,v.&n.广播;播放
36/51,scream,英［skri:m］美［skrim］,,v.&n.尖叫；惊叫
37/51,exchange,^［iks't|emd3］,,v.&n.交换；（货币）兑换；交流
38/51,contact,英「kDn匿kt］,,v.&n.接触；联系：交往
39/51,import,英［mTpo:t］美［import］,,v.&n.进口；输入
40/51,bow,英［ba。］美［bau］,,v.鞠躬：低头n.弓形
41/51,drill,英［dnl］美［dnl］,,v.&n.钻孔；训练
42/51,murder,英「m3：dn(r)］,,v.&n.谋杀；凶杀
43/51,crash,美「m3rdo(r)］,,v.&n.碰撞；坠落；失事
44/51,dive,英［daiv］美［daiv］,,v.&n.潜水；跳水；俯冲
45/51,request,英［n'kwest］美［n'kwwst］,,v.&n.请求；要求
46/51,hug,英［hAg］美［hAg］,,v.&n.拥抱；抱紧
47/51,design,英［di'zam］美［dizain］,,v.&n.设计；构思
48/51,export,英［ik'spxt］美［ikyport］,,v.&n.出口:输出
49/51,damage,英「daemidj］,,v.&n.损害；毁坏
50/51,comfort,美「daemid3］,,v.&n.（使）舒适；安慰
51/51,cease,英［sis］美［sis］,,v.&n.停止;终止
