seq,word,symbol,tense,paraphrase
01/51,element,英「chmont］,,n.元素：要素；成分
02/51,principle,美［Wbmont］,,n.原理：原则：法则
03/51,stuff,英［stAf］美［stAf］,,n.材料：东西v.填塞
04/51,log,英口Dg］美［b:g］,,n.记录；日志V.记入日志；伐木
05/51,column,英［kubm］美［kahrn］,,n.圆柱；专栏；纵行
06/51,aid,英［eid］美［ed］,,n.&v.援助；救助
07/51,source,英［so:s］美［sors］,,n.源泉；来源；出处
08/51,appointment,英b'pointimnt］,,n.约会；任命：（任命的）职务
09/51,motion,英「m。响美［mo响,,n.运动；移动V.做动作示意
10/51,movement,美［'muvmnnt］,,n.运动；移动；迁移
11/51,athlete,英「演间美［在0Jit］,,n.运动员；选手
12/51,canal,英［ko'nsel］美［ko'nael,,n.运河；水道
13/51,operation,英Op。reijh］,,n.操作；手术；运营
14/51,weed,英［wi:d］美［wid］,,n.杂草v.除草
15/51,journal,英［由3皿］美［gml］,,n.杂志；期刊；日志
16/51,disaster,英［di'za:st0(r)］,,n.灾难；灾祸
17/51,responsibility,美［nspanso'bibti］,,n.责任；义务；职责
18/51,barrier,英［'basrio(r)］美「txer,,n.障碍；关卡；栅栏
19/51,summary,英「SAimri］美「SAiwri］,,n.摘要；总结a.概括的
20/51,debt,英［det］美口的,,n.债务；欠款
21/51,clay,英［kle】］美［kle］,,n.粘土，泥土
22/51,exhibition,英Leksibijh］,,n.展览会；展览
23/51,occupation,美LEkso'biJbnJ,,n.职业；占领：占用
24/51,strategy,英［'st侬匕d^i］,,n.战略；策略
25/51,campaign,Dkju'peijn］,,n.运动；战役V.发起（或参加）活动
26/51,chapter,美「straetodji］,,n.章；回；篇
27/51,section,^［'sekfn］^［sekfsn］,,n.章节；部分；截面
28/51,length,英［胸0］美［厕0］,,n.长度；篇幅
29/51,gallery,英「gadori］美「gaebri］,,n.长廊：画廊；美术馆
30/51,entertainment,英Lcntotcinmont］,,n.娱乐；消遣；款待
31/51,discount,美Leniortemmonf］,,n.折扣v.打折扣；忽视
32/51,philosophy,英［fblosafi］美［fb'l,,n.哲学
33/51,needle,英［':dl］美［nidi］,,n.针：指针
34/51,clinic,英「khnik］美「klmik］,,n.诊所；门诊部
35/51,dessert,英［di，Z3可美［cb'zsrt,,n.餐后甜点；甜品
36/51,integrity,英［m'tegr就口,,n.完整性；正直；诚实；
37/51,proof,英［pru:f］美［pruf］,,n.证据；证明a.防……的
38/51,certificate,英［so't市k的,,n.证书；执照；文凭
39/51,policy,英［pnbsi］美「pabsi］,,n.政策；方针
40/51,politics,英［pnbtiks］,,n.政治；政治学
41/51,fabric,英［在bnk］美［faebnk］,,n.面料：结构；建筑物结构
42/51,tissue,英「tijk］美［七口］,,n.组织;纸巾
43/51,niece,英［ni:s］美［nis］,,n.侄女;外甥女
44/51,nephew,3^［nefju:］M［n£fju］,,n.侄子：外甥
45/51,profession,英［pra'fyh］,,n.职业；专业：行业
46/51,clerk,英［kh:k］美［kbrk］,,n.职员；办事员；店员
47/51,guideline,英［gaidlain］,,n.指南；准则；参考
48/51,nail,^［'gaid.lam］,,n.指甲；钉子V.将……钉牢
49/51,uniform,juns.fbnn］,,n.制服a.统一的；相同的
50/51,quality,英［neil］美［nel］,,n.质量；品质；素质
51/51,wisdom,美「wizchm］,,n.智慧；知识；学问
