seq,word,symbol,tense,paraphrase
01/51,racial,英「回川,,a.人种的;种族的
02/51,subjective,美「闾刈,,a.主观的;主语的
03/51,objective,美[sobdsektiv],,a.客观的n.目的，目标
04/51,major,英[ob'djektiv],,a.重大的；主要的n.专业；主修科目
05/51,chief,英斯可美回if],,a.首要的；首席的n.首领
06/51,patent,英「paetnt]美「paetnt],,a.专利的n.专利v.获得专利
07/51,splendid,英「splendid]美「splmdid],,a.壮丽的；辉煌的；极好的
08/51,automatic,英[Qto'm«tik],,a.自动的；机械的；无意识的
09/51,autonomous,英[o:'tDnomos],,a.自治的
10/51,sufficient,英[so'm口美[sofifbnt],,a.足够的;充分的
11/51,initial,英[I'M]美『mJ汕,,a.最初的；初始的n.首字母
12/51,original,英。门由口川],,a.原始的;最初的n.原件
13/51,folk,美5ndgnnl],,a.民间的；民族的n.人们
14/51,outgoing,英[必困美[ibuk],,a.外向的；向外的
15/51,male,英[me叫美「mel],,a.男性的；雄性的n.男人
16/51,female,Ht'kamjonist],,a.女性的；雌性的n.女人
17/51,communist,^[kornjonist],,a.共产主义的；n.共产党员
18/51,surrounding,英[ssraunchy],,a.周围的；附近的
19/51,average,英[&vond3],,a.平均的；普通的n.平均数
20/51,current,英「kA「ont]美「k3nnt],,a.当前的;流通的n.(河、电)流
21/51,detective,英[di'tektiv],,a.侦探的n.侦探
22/51,apparently,英Opsernntli],,ad.表面上；显然地
23/51,further,英[aS(r)],,ad.&a.更远的（地）v.促进；增进
24/51,aboard,英。bo:d]美0b3rd],,ad.&prep.在（火车、飞机、轮船）上
25/51,anyhow,英「cniha。]美[Rnihao],,ad.总之；无论如何；不论怎样
26/51,sometimes,^[sAintaimz],,ad.有时;时而
27/51,barely,英[beZi]美「berli],,ad.仅仅；几乎没有
28/51,hence,英[hens]美[hens],,ad.因此;所以；从此
29/51,apart,英。pa；t]美。part],,ad.相隔；分散地a.分离的
30/51,extremely,美[ik'strimh],,ad.极其；非常
31/51,mostly,英「moustli],,ad.几乎•全部地；主要地;大部分
32/51,merely,英「mioli]美['midi],,ad.仅仅;只不过
33/51,precisely,英[pn'saisH],,ad.精确地；正好；恰恰
34/51,absolutely,美「aebsolu:tli],,ad.绝对地；完全地；肯定地
35/51,immediately,英[i'mi:diotli],,ad.立即；直接地conj.一...就
36/51,otherwise,美「Adnrwaiz],,ad.否则;要不然;除此以外
37/51,obviously,英「Dbviosli],,ad.明显地;显然地
38/51,frequently,英[E:kwontli],,ad.频繁地；时常
39/51,indeed,英[in'di:d[美[in'did],,ad.确实；真正地
40/51,nowhere,英[nnuwen(r)],,ad.任何地方都不;没有地方
41/51,thus,英[GAS]美[Ms],,ad.如此;因此；从而
42/51,slightly,英「skutli]美「skutli],,ad.稍微；略微
43/51,actually,英[在ktfsli],,ad.实际上；事实上
44/51,altogether,^[jEktfuali],,ad.全部地；总共;总而言之
45/51,entirely,英［in'taiali］,,ad.完整地;彻底地
46/51,nowadays,•^[naoodeiz],,ad如今;现在
47/51,rather,^[naus.dez]美［侬Onr］,,ad.相当；宁愿；不如说
48/51,forward,英[fb:wnd]美「fbrword],,ad.向前a.向前的v.转发
49/51,fortunately,英「firgnotli],,ad.幸运地；幸亏
50/51,definitely,英[defgli],,ad.肯定地；明确地
