seq,word,symbol,tense,paraphrase
01/51,narrow,英「n及KXJ］美［narou］,,a.狭窄的；狭隘的
02/51,previous,英[pri:vios]美「privias],,a.以前的；早先的;ad.在...以前
03/51,delicate,英「dehk的美「ckhkit］,,a.精美的；微妙的;娇弱的
04/51,vivid,英「vivid]美[vivid],,a.生动的;逼真的;鲜艳的
05/51,salty,英「S3：叨美「solti],,a.含盐的：咸味的
06/51,contemporary,英[k0ntemprnri],,a.当代的；同时代的
07/51,realistic,英[HShstik],,a.现实的；实事求是的;逼真的
08/51,rural,英美[Tor。],,a.乡下的；农村的;田园的
09/51,contrary,^[kontrari],,a.相反的；对立的n.相反；反面
10/51,backward,美「kantreri],,a.向后的；后退的;落后的ad.向后
11/51,academic,英「bgkwod],,a.学院的；学术的
12/51,severe,英［siVo(r)］美［siVr］,,a.严重的；严厉的；激烈的
13/51,distant,英［dstont］美「distent］,,a.远的；久远的；疏远的
14/51,remote,英m'meot］美［rimout］,,a.遥远的；偏僻的n.遥控
15/51,former,英「fb:m?(r)],,a.以前的；前者的n.前者
16/51,responsible,英[n'spDnsobl],,a.负责的；有责任的；可靠的
17/51,permanent,英[p3：monom],,a.永久的；持久的
18/51,superior,英[su:'piorio(r)],,a.上级的；优秀的n.上级；长者
19/51,prior,英「praio(r)]美[prai/],,a.优先的ad.在前地
20/51,elegant,英「ehgont］美［Wgont］,,a.优雅的；端庄的
21/51,ambitious,英[eem'b】J3s],,a.有抱负的；有野心的
22/51,capable,英[keipobl]美「kepobol],,a.有能力的;胜任的
23/51,creative,英［krfeitiv］美［krfetiv］,,a.创造性的;创新的
24/51,relevant,英「relovont],,a.相关的；切题的
25/51,regular,英「regjob(r)],,a.&ad.定期的(地)；有规律的(地)
26/51,historic,美「r£qjol上],,a.历史性的；有历史意义的
27/51,gifted,英「giftid]美「giftad],,a.有天赋的；有才华的
28/51,foggy,英[fbgi]美[fbgi],,a.有雾的；模糊的
29/51,limited,英「hmitid]美[limitid],,a.有限的;被限制的
30/51,efficient,英Xfljhl]美口句,,a.有效率的；有能力的
31/51,significant,英[sig'nifikont],,a.有意义的；重大的：重要的
32/51,influential,美[sig'niflkont],,a.有影响的；有势力的
33/51,guilty,英[glti]美「gilti],,a.有罪的：内疚的
34/51,primitive,英[pnmntiv],,a.原始的；远古的
35/51,lunar,Ht.mfluenjbl],,a.月球的；农历的
36/51,temporary,英[temprori],,a.暂时的；临时的
37/51,precious,英「prejbs]美[pr小s],,a.珍贵的；宝贵的
38/51,genuine,英「dsenjuin],,a.真实的；真正的:真诚的
39/51,neat,英[ni:t]美[nit],,a.整洁的；整齐的;灵巧的
40/51,normal,英「n。:ml]美[nonnl],,a.正常的；一般的n.常态
41/51,accurate,英「aekjo喇美「aekjont］,,a.准确的;精准的
42/51,formal,英「美[fbnnl],,a.官方的；正式的;正规的
43/51,straightforward,英[Streit'fb:wod],,a.简单的；坦率的ad.直截了当地
44/51,political,英[po'htikl]美g'litikol],,a.政治的;政党的
45/51,aware,英［o'ws(r)］美［o'wer］,,a.意识到的；知道的
46/51,worthy,英「W3：6i]美「W316i],,a.值得的;有价值的
47/51,remarkable,英[n'mcrkobl],,a.卓越的；非凡的;举世瞩目的
48/51,worthwhile,美[口markobl],,a.值得做的；合算的
49/51,professional,英[pro'fbjonl],,a.职业的：专门的n.专家
50/51,botanical,英[bo'taemkl],,a.植物学的，植物的
51/51,crucial,英「kru:川美「kruj训,,a.至关重要的；决定性的
