seq,word,symbol,tense,paraphrase
01/51,expand,英［ik'spamd］,,v.膨胀；扩大；展开
02/51,criticise,英「kntisaiz］,(criticize),v.批评；批判
03/51,destroy,英［di'stroi］美［d,,v.破坏；摧毁
04/51,owe,英。3美［ou］,,v.欠；归功于
05/51,pray,英［prei］美［pre］,,v.请求；祈祷
06/51,distinguish,英［tend］美［tend］,,v.区别；辨别；使...有特色
07/51,tend,英［tend］美［tend］,,v.趋向于；往往是；照顾
08/51,fetch,英［命巾美僚切,,v.取来；接来n.取得
09/51,ban,英［baen］美［baen］,,v.取缔n.禁止；禁令
10/51,go,英［gou］美［gou］,,v.走；变得n.围棋
11/51,ensure,英［inJuMr)］美［injor］,,V.确保；担保
12/51,disturb,英［di'st3；b］美［dfstarb］,,V.扰乱；妨碍；使不安
13/51,recognise,英「rekognaiz］,(recognize),V.认出；承认；认可
14/51,negotiate,英［ni'goqfieil］,,v.商订;谈判
15/51,concern,英［kan's3；n］,,V.涉及;关系到n.关心
16/51,stretch,英［stretD美［strey］,,V.伸展n.拉长
17/51,upset,英［Ap'set］美［Ap'S£t］,,V.使心烦a.心烦的；难过的
18/51,expose,英［ik'spouz］,,v.揭发；显示；曝光
19/51,facilitate,美［fb'sihtel］,,使容易；使便利
20/51,addict,英［fb'sihteit］,,v.沉溺于；使上瘾n.上瘾者
21/51,submit,英0吩’1加口美3金’!?11曰,,v.提交；服从
22/51,confirm,［kannrmj,,n.确认；确定；证实
23/51,freeze,英［fri:z］美［friz］,,v.结冰；凝固
24/51,enable,neibl］美［Onebal］,,v.使能够；使成为可能
25/51,highlight,英［hailait］美［T,,v.强调；使显著n.重要部分
26/51,convince,英［hailait］美［T,,v.说服；使信服；使确信
27/51,release,英美［nlis］,,v.释放；发布
28/51,withdraw,英［wi6'dro:］美［wid'dro］,,v.退出；撤销；取钱
29/51,recover,英［n'kAV9(r)］,,v.恢复；重新获得
30/51,suffer,英［SAW*)］美［SAM,,v.遭受；忍受；经历
31/51,belong,英白门西］美［bi'b。］,,v.属于；附属于
32/51,persuade,美sweid］,,v.劝说；使相信
33/51,charge,英［血由］美［grdj］,,v.充电；控告n.费用
34/51,enhance,央［nmaind］,,v.提高；增强
35/51,remind,英Lfeiv］美乐v］,,v.使想起
36/51,shave,英Lfeiv］美乐v］,,v.刮胡子n.刮脸
37/51,shift,英in到美加川,,v.移动；转变n.移位
38/51,investigate,英［【n'vestigeit］,,v.调查；研究
39/51,correspond,美［m'v£sti.get］,,v.相符合；相似于；通信
40/51,cast,英［ka:st］美［kaest］,,v.铸造；投掷n.阵容
41/51,postpone,英［pa，spoun］,,v.推迟；延期
42/51,recommend,英［reko'mend］,,v.推荐；劝告；建议
43/51,infer,英［m'色:(r)］美［in'M,,v.推论；推断
44/51,retire,英［n'taia(r)］美［n'tair］,,V.退休；退却:就寝
45/51,drag,英［draeg］美［draeg］,,v.拖拽n.拖:拖累
46/51,maintain,英［mein'tein］,,v.保持:坚持;保养；
47/51,attach,美［men'ten］,,v.使...依附；贴上
48/51,sink,英［siqk］美回冰］,,v.下沉；下落n.水槽
49/51,restrict,英［n'stnkt］美［n'stnkt］,,v.限制；约束
50/51,leak,英口泳］美［lik］,,v.&n泄漏；透漏；n.漏洞
