seq,word,symbol,tense,paraphrase
01/52,mankind,英［m&n'kaind］,,n.人类
02/52,directory,H［'maen(kaind］,,n.电话本；目录
03/52,crowd,英［do'rektori］,,n.人群v.聚集；拥挤
04/52,mercy,英「m3；si］美「n】3rsi］,,n.仁慈；怜悯；宽恕
05/52,recognition,英［jekog'nijh］,,n.认出；识别；承认
06/52,volume,英「vnlju:m］美「valjom］,,n.容积；音量
07/52,content,英［'kDntent］美「kantent］,,n.内容；目录a.满足的
08/52,capacity,英［ko'paesoti］,,n.容量；能力；生产力
09/52,Confucianism,美［ko'p田siti］,,n.儒家；儒学；儒家思想
10/52,cream,英［kri:m］美［krim］,,n.奶油；面霜
11/52,entrance,英「entrons］,,n.入口；进入
12/52,software,英「SDftweMr)］,,n.软件
13/52,plug,英［plAg］美［plAg］,,n.塞子；插头v.塞住
14/52,loss,英［IDS］美口网,,n.损失；丢失；损耗
15/52,desert,英［'dezot］美［'dezort］,,n.沙漠；不毛之地v.抛弃
16/52,shark,英g；k］美［park］,,n.鲨鱼
17/52,peak,英［pi；k］美［pik］,,n.山峰；最高点a.高峰的
18/52,valley,英「vaeli］美「v&li］,,n.山谷；流域
19/52,goat,英［gout］美［gout］,,n.山羊
20/52,fan,英用n］美侬n］,,n.扇子；粉丝v.煽动
21/52,injury,英「md3ori］美「mdpri］,,n.伤害；损害；受伤处
22/52,minority,英［mai'nDroti］,,n.少数；少数人；少数民族
23/52,luxury,英门Akjbri］美［bkjbri］,,n.奢侈；奢侈品
24/52,tongue,英［tA。］美［tAU］,,n.舌头；言语v.舔
25/52,equipment,英［Ikwipmont］,,n.设备；装备；器材
26/52,photographer,美［fb'tagnfb(r)］,,n.摄影师；摄影家
27/52,applicant,英「即Iikont］,,n.申请人；请求者
28/52,identity,英［ai'dentoti］,,n.身份；特征；一致
29/52,depth,英［depG］美［#p0］,,n.深度；深厚；深刻
30/52,ecology,英［i'kDbd3i］,,n.生态；生态学
31/52,being,英［bi:nj］美［binj］,,n.存在；生物；生命
32/52,biology,英［baiDlod^i］,,n.生物；生物学
33/52,province,英「provins］美「pravins］,,n.省，省份；领域
34/52,failure,英「同心⑴］美［诧山阳,,n.失败；不及格；故障
35/52,poetry,英「pouotri］美「postri］,,n.诗歌；诗集
36/52,poet,英［post］美「post］,,n.诗人
37/52,decade,英「dekeid］美「d£ked］,,n.十；十年
38/52,era,英口。冏美［in］,,n.时代；年代；纪元
39/52,schedule,英「Jbdju:l］美「sked-il］,,n.时间表；计划表v.安排
40/52,experiment,英［ik'spe门mont］,,n.实验；试验v.尝试
41/52,lab,英阿b］美［laeb］,(laboratory),n.实验室；研究室
42/52,grocery,英「gnusori］,,n.食品杂货店
43/52,canteen,英［kaen'tim］美［kan'tin］,,n.食堂；餐厅
44/52,appetite,英「不pitait］美「aepijait］,,n.食欲；胃口；嗜好
45/52,mission,英［mijh］美［mijbn］,,n.使命；任务
46/52,soldier,英［0城3。(。］,,n.战士；士兵；军人
47/52,suburb,英「SAb3；b］美「SAb3rb］,,n.郊区；市郊
48/52,incident,英「msidont］,,n.事件；插曲
49/52,event,英［ivent］美［i'v£nt］,,n.事件；大事；项目；活动
50/52,affair,英©色钝切美Offer］,,n.事务；私事；私通
51/52,enterprise,英「entopraiz］,,n.企业；事业；创业
52/52,career,英［ko'no(r)］美［ko'nr］,,n.职业；生涯；事业
