seq,word,symbol,tense,paraphrase
01/50,opera,英「Dpro］美「ape］,,n.歌剧；歌剧院
02/50,wage,英［\ve1d3］美［\ved3］,,n.工资；周薪
03/50,institution,美Linsti'ty/h］,,n.机构；制度；协会
04/50,citizen,英「sitizn］美［sitizon］,,n.公民；市民;居民
05/50,company,英「kAmponi］,,n.公司；陪伴
06/50,document,美「kAmponi］,,n.文件；文档v.记录
07/50,AD,英［eidi:］美［.eidi:］,,abbr.公元(AnnoDomini)
08/50,justice,英「d3AStis］美「diAStis］,,n.正义；公平；审判
09/50,function,英「fAijkJh］美［、园涧爪弟；,,n.功能；（数）函数v.运转
10/50,arch,英口:5美口也,,n.拱形；拱门v.拱起
11/50,republic,英［n'pAbhk］,,n.共和国；共和制
12/50,contribution,美［rfpAbhk］,,n.贡献；捐赠；出资
13/50,constitution,英LkDntn'bju:Jh］,,n.宪法；体制；章程
14/50,grain,英［grain］美［gren］,,n.粮食；谷物；颗粒
15/50,bone,英［boon］美［boon］,,n.骨头，骨骼
16/50,tale,英口创美［tel］,,n.故事；传说；童话
17/50,anxiety,英［g'zaioti］,,n.焦虑，担心；渴望
18/50,official,美［田ij'zaioti］,,n.官员a.官方的，正式的
19/50,tube,英［tju:b］美［tub］,,n.管道；地铁；电视
20/50,pipe,英［paip］美［paip］,,n.管子；烟斗；笛子
21/50,champion,英「tampion］,,n.冠军；捍卫者
22/50,pot,美「旅mpion］,,n.锅;罐;壶
23/50,tank,英［阻）k］美皿亦］,,n.罐；坦克
24/50,honour,英「Dno（r）］,(honor),n.光荣；荣誉v.感到荣幸；表扬
25/50,ray,英［回美［re］,,n.光线；射线
26/50,extent,英［ik'stent］,(ad),n.程度;范围；广度
27/50,advertisement,英［0d'v3；tism0nt］,,n.广告，宣传
28/50,orbit,美L比dvor'taizmont］,,n.轨道；眼眶v.沿轨道绕行
29/50,trick,英［tnk］美［tnk］,,n.诡计；圈套v.欺骗
30/50,nationality,英［na邛3'neebti］,,n.国籍；民族
31/50,frontier,英「fiAng(r)］美［fi^nhr］,,n.边境;国境；前沿
32/50,core,英［人:⑻美［kor］,,n.核心；中心；果核
33/50,process,英「pnoses］美［prases］,,n.过程；工序v.加工
34/50,fault,英git］美网t］,,n.过失；缺点
35/50,shore,英Q；(r)］美Lf］,,n.岸，海岸
36/50,navy,英「neivi］美［nevi］,,n.海军；卫星导航系统
37/50,dolphin,英「dD历n］美「dalfm］,,n.海豚
38/50,bay,英［be】］美［be］,,n.海湾；港湾
39/50,channel,英「gnl］美［®n叫,,n.频道；海峡
40/50,ocean,英「。。同美「。。同,,n.海洋
41/50,sweat,英［swet］美［sw。］,,n.汗v.出汗
42/50,drought,英［draot］美［draot］,,n.干旱；旱灾
43/50,behaviour,英［bi'heivjo(r)］,,n.行为；性能
44/50,airline,英「eolain］美「eHain］,,n.航空公司；航线a.航线的
45/50,millimetre,英［'millmi:匕］,(millimeter),n.毫米
46/50,favour,英「fbivo（r）,(fovor),n.支持；宠爱v.赞成；有利于
47/50,chorus,英「ko:ns］美［'kons］,,n.合唱队v.合唱
48/50,contract,英「kDntrakt］,,n.合同；契约v.订合同
49/50,partner,美「kantrykt］,,n.合伙人；伙伴；情侣
50/50,jaw,英因比］美囹可,,n.下巴；下颌；颗
