seq,word,symbol,tense,paraphrase
01/50,wire,英「wain(r)］美［wair］,,D.金属丝；电线；电报v.接通
02/50,sculpture,英「skAlpt何r)］,,n.雕刻；雕塑
03/50,definition,^［definijn］defo'nijbn］,,n.定义；释义；清晰度
04/50,motive,英「moutiv］美「mootiv］,,n.动机；原因a.发动的
05/50,insight,英［'insait］美「insalt］,,n.洞察力；见识
06/50,cave,英［keiv］美［kev］,,n.洞穴
07/50,poison,英「poizn］美「poizon］,,n.毒药（物）.毒害；污染
08/50,sock,英［sDk］美［suk］,,n.短袜，袜子
09/50,phrase,英［fbeiz］美［f?ez］,,n.短语；习语
10/50,paragraph,英「p田rogra:f］,,n.段落；小新闻；短评
11/50,contrast,英「kDnUast］,,n.对比；反差v.对比；对照
12/50,opponent,英©pgonont,,n.对手，竞争者；反对者
13/50,alternative,英［o:l't3：notiv］,,n.替代品；另类a.供选择的；替代的
14/50,motor,英「mout0(r)］,,n.发动机；汽车
15/50,engine,英［end3m］美「£nd3m］,,n.发动机；引擎
16/50,finding,英「fhindim美［面ndnj］,,n.发现；调查结果
17/50,court,英［k刈美［kort］,,n.法院，法庭；球场
18/50,reaction,英［ri'&kjn］美［ri'akjbn］,,n.反应；反作用;化学反应
19/50,range,英［remds］美『endj］,,n.范围v.（在一定范围）变动;包括
20/50,means,英［mi:nz］美［minz］,,n.方法；手段
21/50,manner,英「m田no（r）］美［m田n»］,,n.方式；举止；规矩
22/50,mode,英［mood］美［mood］,,n.方式；式样
23/50,defence,英［di企ns］美［di'ffens］,(defense),n.防御，防卫；辩护
24/50,estate,英［Isteit］美U'stet］,,n.房地产；财产
25/50,apartment,英［o'pcEtmont］,,n.（美）公寓；房间
26/50,room,英［ru:m］美［rum］,,n.房间；空间；余地
27/50,flight,英［fla可美［flait］,,n.航班；飞行
28/50,soap,英［soop］美［soup］,,n.肥皂
29/50,lung,英［1A川美［仄加,,n.肺，肺脏
30/50,distribution,英Ldistn'bjujn］n］,,n.分布；分发；分配
31/50,division,英［div^n］美［di'vi3ml,,n.分割;部门;(数)除法
32/50,boundary,英「baondri］,,n.分界线；范围；边界
33/50,anger,英［加g。）］美「电g»］,,n.愤怒v.激怒；发怒
34/50,style,英［stall］美［stall］,,n.风格；样式
35/50,landscape,英「kendskeip］,,n.风景；景色；景观
36/50,madam,英「msedom］美「msedom］,,n.夫人；太太
37/50,costume,英「kDstju:m］美［kastum］,,n.服饰；戏服
38/50,symbol,英「simbl］美「simbol］,,n.符号；标志；象征
39/50,radiation,英Lreidi'eijh］,,n.辐射；发光；放射物
40/50,welfare,welfes(r)］H［'welfer］,,n.福利；幸福
41/50,concept,英「kDnsept］美「kansept］,,n.概念；观念；理念
42/50,rugby,英「「Agbi］美「rAgbi］,,n.英式橄榄球
43/50,cheese,英美［tfiz］,,n.干酪；奶酪
44/50,steel,英美［stil］,,n.钢；钢铁
45/50,piano,英［pi'aen。。］美［pi'aeno。］,,n.钢琴
46/50,port,英［po：t］美［pt］,,n.港口
47/50,golf,英［gulf］美［galf］,,n.高尔夫球
48/50,lamb,英［kem］美［kem］,,n.羔羊；羔羊肉
49/50,account,英©kaunt］美©kaunt］,,n.账户；账目v.解释
50/50,panic,英「pymk］美「paemk］,,n.恐慌，惊恐a.恐慌的
