seq,word,symbol,tense,paraphrase
01/50,pond,英［pDnd］美［pand］,,n.池塘；池子
02/50,duration,英［dju'reijn］美［du'reijh］,,n.持续；持续时间；期间
03/50,possession,英［po'zejh］美［poZQn］,,n.持有；所有权；财产
04/50,dimension,^［dai'menfh］,,n.维度；体积；方面
05/50,equator,英［i'kweito(r)］,,n.赤道
06/50,impact,央曲［「imp史kt］,,v.对...有影响；n.影响撞击
07/50,drawer,英［dro:(r)］美［drg］,,n.抽屉
08/50,exit,英「eksit］美「egzit］,,n.出口；通道
09/50,chef,英LTefJ美［f£f］,,n.厨师长；厨师
10/50,cupboard,英［kAbod］美［kAbord］,,n.橱柜；碗柜
11/50,reserve,英［汀Z3:,,n.储备；自然保护区v.预订；保留
12/50,infection,英［in'fbkjn］美［in'ffekjbn］,,n.传染；感染
13/50,tradition,英［trodjn］美［tndjbn］,,n.传统；惯例
14/50,curtain,英「k3：tn］美［k3rtn］,,n.窗帘；幕布V.遮蔽
15/50,innovation,英Lmo'veijh］,,n.创新；革新
16/50,vocabulary,英［vo'kaebjolori］,,n.词汇；词汇表；词汇量
17/50,charity,英「Uynti］美「tfanti］,,n.慈善；仁慈；施舍
18/50,disk,英［disk］美［disk］,(disc),n.磁盘；光盘；唱片
19/50,jungle,英［d3Mg1］美［由A忡1］,,n.丛林；危险地带；一团*
20/50,cottage,英「kDtids］美「katidy］,,n.村舍；小屋；平房
21/50,file,英［31］美陶1］,,n.文件；档案v.把……归档
22/50,error,英「en(r)］美「£间,,n.错误；过失
23/50,majority,英［mo'danti］,,n.大多数；成年
24/50,mass,英［m湖美［mass］,,n.团（堆）；大量；群众
25/50,continent,英「kDntmont］,,n.大陆；洲
26/50,atmosphere,英「2etmosfh(r)］,,n.大气层；气氛；氛围
27/50,master,英「ma:st0(r)］,,n.硕士；大师v.精通
28/50,lap,英口磔］美口即］,,n.膝部；一圈V.重叠
29/50,representative,Ji~＞自r［re•pnz.e.nt1otiv］,,n.代表a.典型的;有代表性的
30/50,agency,英「eid^nsi］美「ed30nsi］,,n.代理；代理商；中介
31/50,loan,英［bun］美［loon］,,n.贷款；租借v.借出
32/50,treatment,美「tritmont］,,n.治疗；待遇；处理
33/50,kangaroo,英］kaeqgo'ru:］,,n.袋鼠
34/50,protein,英「proutim］美「prootin］,,n.蛋白，蛋白质
35/50,client,英「klaiont］美「klaont］,,n.客户;顾客；委托人
36/50,missile,英［misail］美［misl］,,n.导弹；发射物
37/50,virtue,英「V3：tfu：］美「V3rtfu］,,n.善；美德；德行
38/50,lamp,英口下mp］美口下mp］,,n.灯；灯泡；灯具
39/50,lantern,英［ken匕n］美「laen匕m］,,n.灯笼；提灯
40/50,click,英［khk］美［khk］,,n.滴答声v.点击;发出滴答声
41/50,resistance,英［n'zistons］,,n.抵抗；抵制;阻力；电阻
42/50,region,英「ri:d3on］美「rid3Qn］,,n.地区；范围;部位
43/50,district,英［dstnkt］美［distnkt］,,n.地区;行政区
44/50,zone,英［zoun］美［zoun］,,n.地带；区域v.分区
45/50,carpet,英「ka:pit］美「karpit］,,n.地毯；毛毯v.铺地毯
46/50,subway,英「SAbwei］美「SAbwe］,,n.地铁；赛百味
47/50,electricity,英［ijek'tnsoti］,,n.电力，电流；电学
48/50,battery,英「bgtri］美［bsetori］,,n.电池；蓄电池；炮台
49/50,initiative,英［i'nijbtiv］美［i'mjbtiv］,,n.主动（性/权）；法案a.主动的
50/50,rainbow,英「reinboo］美［reinbou］,,n.彩虹
