seq,word,symbol,tense,paraphrase
01/51,slide,英［slaid］美［slaid］,,v.滑动n.滑坡；幻灯片
02/51,restore,英［n*:(「)］,,v.恢复；归还；修复
03/51,respond,美［ri'stoy'stor］,,v.答复；回答；响应
04/51,recall,英［r「k3；l］美［ri'kol］,,v.&n.回忆；召回
05/51,ruin,英［ru:m］美［rum］,,v.毁灭；破产n.废墟
06/51,obtain,英［ob'tein］美［nb'tein］,,v.获得；得到
07/51,acquire,英［n'kwai3(r)］,,v.获得；学到；并购
08/51,gain,英［gem］美［gen］,,v.获得；受益n.收益
09/51,concentrate,央［konsiitreit］,,v.集中；专心；浓缩n.浓缩
10/51,calculate,英「kailkjuleit］,,v.计算；预测
11/51,strengthen,英「streqen］,,v.加强；巩固；改善
12/51,pretend,英［pn'tend］美［pn'tnid］,,v.假装；借口；装扮
13/51,examine,英［ig'zsemin］,,v.检查；审查；考试
14/51,ease,英［i；z］美［iz］,,v.&n.减轻；缓和；放松
15/51,reduce,英T「dju:s］美美'dus］,,v.减少；降低；简化
16/51,establish,英心就blij］,,v.建立；创办
17/51,identify,美pstaeb叨,,v.识别；确定；表明身份
18/51,deliver,英［di'hvo(r)］美［di'hva］,,v.交付；发表；递送
19/51,conclude,英［kon'klu:d］,,v.推断；决定；作结论
20/51,proceed,英［prn'si:d］美［prn'sid］,,v.继续进行；前进；开始
21/51,prohibit,英［prohibit］,,v.禁止；阻止
22/51,refresh,英［rffi•叨美［n'fi•叨,,v.更新；使恢复；刷新
23/51,chew,英「ibstreit］美「ib.,,v.咀嚼；深思
24/51,illustrate,英「ibstreit］美「ib.,,v.说明；举例说明；加插图
25/51,behave,英［bi'heiv］H［bi'hev］,,v.举止；表现；做出反应
26/51,reject,英［ri'djekt］美［ri'd/kt］,,v.拒绝；丢弃n.次品
27/51,qualify,英「kwDhfhi］,,v.具有资格；使合格
28/51,gather,英「gaeda(r)］美「gas6》］,,v.聚集；积聚；收集
29/51,involve,英［in'vnlv］美［in'valv］,,v.使卷入；涉及；参与
30/51,resolve,英［门'ZDIv］美［门'zed,,v.解决；下决心；分解
31/51,determine,英［di't3；min］,,v.下决心；确定；判定
32/51,explore,美［di'13rmin］,,v.勘探；探测；探索
33/51,roast,英［must］美［roust］,,v.烤；炙；烘
34/51,approach,英b'pm5n美b'proutn,,v.接近n.方法；途径
35/51,threaten,英「Oretn］美［Onln］,,v.恐吓；城胁
36/51,weep,英［wi:p］美［wip］,,v.流泪n.哭泣
37/51,pack,英［paek］美［pack］,,v.捆扎；塞满n.包裹
38/51,quit,英［kwit］美［kwit］,,v.离开；放弃；辞职
39/51,oughtto,英［刈美国,,v.应该，应当
40/51,link,英口咏］美口咏］,,v.连接；联合n.环节
41/51,combine,英［kom'bam］,,v.联合；结合
42/51,flow,美［kom'bain］,,v.流；流动n.流量
43/51,demonstrate,英［fbu］美［flou］,,v.证明；演示；论证
44/51,bury,^［demanstreit］,,v.埋葬；埋藏
45/51,wander,^［demanstreit］,,v.徘徊；闲逛；漫步
46/51,jog,美「ckmon.stret］,,v.慢跑
47/51,dismiss,英［dis'mis］美［dis'mis］,,v.解散；解雇；开除
48/51,represent,英Lrepn'zent］,,v.代表；表示
49/51,polish,英［'PD叩美［'pahJl,,v.磨光；润色n.抛光剂
50/51,clap,英［kkep］美［kl即］,,v.&n.鼓掌；拍手
51/51,accompany,英［kkep］美［kl即］,,v.陪伴；伴随；伴奏
