seq,word,symbol,tense,paraphrase
01/51,rent,英［rent］美［nmt］,,v.租赁n.租金
02/51,compose,英［kom'pooz］,,v.组成；创作
03/51,appeal,英［o'pi；l］美Gpil］,,v.&n.呼吁；申诉
04/51,compete,英［kom'pi:t］美［knm'pit］,,v.比赛；竞争；对抗
05/51,argue,英「Q；gju:］美「Qrgju］,,v.辩论;争论
06/51,sneeze,英［sni:z］美［sniz］,,v.打喷嚏n.喷嚏
07/51,subscribe,英［sob'skraib］,,v.订阅；捐助
08/51,bark,英［ba:k］美［bark］,,v.狗叫n.狗吠声
09/51,insist,英［insist］美［insist］,,v.坚持；要求
10/51,skip,英［skip］美［skip］,,v.略过；跳过n.跳跃
11/51,apply,英［n'plai］美O'plai］,,v.申请；应用；适用
12/51,ache,英©k［美［ek］,,v.&n.疼痛
13/51,apologise,英@pDbd^aiz］,(apologize),v.道歉
14/51,abuse,英。bju:s］美［o'bjuz］,,v.&n.滥用；虐待；辱骂
15/51,comprise,英［k0mpraiz］,,v.包括；由……组成
16/51,surround,英［so'raond］,,V.包围；环绕a.环绕立体声的
17/51,adopt,英@dopt］美。dapt］,,v.采用；选定；收养
18/51,generate,^［djenoreit］,,V.造成；产生；创造
19/51,acknowledge,美［也吵㈣,,V.承认；感谢
20/51,motivate,美［oknahd^］,,V.促动；激励；使有动机
21/51,urge,英［3；d3］美［3曲］,,V.激励；催促n.强烈欲望
22/51,attain,英［o'tein］美［n'ten］,,V.达到;实现；获得
23/51,bother,英「bD6o(r)］美］bQ6c(r)］,,v.打扰；麻烦n.烦恼
24/51,abandon,英0b邑ndon］,,V.抛弃；放弃
25/51,analyse,英「sennlaiz］,(analyze),V.分析.；分解
26/51,transform,英［lrjEns'fb:m］,,V.转换；转变；彻底改变
27/51,vary,英「veori］美［veri］,,V.变化；改变；使多样化
28/51,advertise,英「axivotaiz］,,v.做广告；通告
29/51,inspire,英［inspai。”)］,,v.鼓舞，激励；激起（情感）
30/51,applaud,英b'pb；d］美［o'pkxl］,,v.鼓掌欢迎；夸赞
31/51,assume,英@sju:m］美［n'sum］,,V.假定；承担；假装
32/51,found,英［fhund］美［白und］,,v.建立;创立
33/51,interpret,5^［m't3；pnt］,,v.解释；说明；口译
34/51,accuse,英［okju:z］美@kjuz］,,v.控告；指责；指控
35/51,assign,英［o'sain］美［o'sain］,,V.分配；分派
36/51,assess,英b'ses］美5sM,,V.评定；估价
37/51,attempt,英。tempt］美0'tempt］,,V.&n.试图；尝试
38/51,admire,英［od'maio(r)］,,v.钦佩；称赞；羡慕
39/51,replace,英［n'pleis］美［ri'plesv］,,v.取代；替换；接替
40/51,tolerate,英［'tobreit］美［'tabrve.,,v.容忍；忍受；经受（困难)
41/51,delete,英美［di'lit］,,V.删除
42/51,bleed,英［bli:d］美［blid］,,V.流血；榨取（钱财）
43/51,astonish,英©stonijl美b&omj］,,v.使惊讶，使吃惊
44/51,annoy,英0noi］美b'noi］,,V.使恼怒；骚扰；打搅
45/51,adapt,英卜'deept］美［od^ept］,,V.适应；改编
46/51,award,英Gwo:d］美［nword］,,V.授予;奖励n.奖品
47/51,donate,英［do。'neit］,,v.捐赠;赠予
48/51,adjust,英|>d3ASt］美0d“st］,,V.调节;（使）适应;校准
49/51,appreciate,英Gprkjieit］,,V.感激;欣赏，赏识
50/51,amuse,英［oMu:z］美［n'rnjuz］,,v.娱乐；消遣；逗乐
51/51,absorb,英［nb'so:b］美［ob'sorvb.］,,v.吸收；吸引;使全神贯注
