seq,word,symbol,tense,paraphrase
01/49,centre,英「sento(r)］,(center),n.中心v.集中;以…为中心
02/49,category,英「k田匕gori］,,n.种类:范畴
03/49,sort,英［so:t］美［sort］,,n.种类;排序V.分类:整理
04/49,variety,英［vo'raioti］,,n.变化;多样：品种
05/49,seed,英［si刈美［sid］,,n.种子;起源v.播种
06/49,gravity,英「graevoti］,,n.重力:引力：重心
07/49,pork,英［po:k］美［pork］,,n.猪肉
08/49,host,英［houst］美［houst］,,n.主人;节目主持人V.主办
09/49,chairman,^［yeoman］chairwoman,,n.主席;会长；董事长
10/49,housing,英「haoziij］美［'hauzig］,,n.住房;外壳
11/49,accommodation,^［a.kDiTio'dciJh］,,n.住宿:食宿：和解
12/49,pole,英gd］美［pool］,,n.极点:电极
13/49,congratulation,英［kong侬tfu'lcij'n］,,n.祝贺:贺辞
14/49,specialist,英「sp叫list,,n.专家;专科医生
15/49,expert,英「eksp3：t］,,n.专家:内行a.内行的
16/49,consultation,英「kDnsl'te巾1］,,n.商讨;咨询会：会诊
17/49,brick,英［bnk］美［bnk］,,n.砖：砖块
18/49,dignity,英「dignoti］美［dgn凯i］,,n.尊严；尊贵
19/49,device,英［di'vais］美［do'vais］,,n.设备；装置；手段
20/49,tension,英「tenjh］美［&mn］,,n.紧张；张力V.拉紧
21/49,pose,英［pouz］美［pouz］,,n.姿势v.造成；摆姿势
22/49,qualification,英LkwDhfi'kciJn］,,n.资格，资格赛；条件；合格证
23/49,fund,英［fXnd］美［fXnd］,,n.基金（会），专款v.提供资助
24/49,resource,英「rso:s］美［「rsnrs］,,n.资源;财力
25/49,flavour,英［fleivo］美［flew］,(flavor),n.滋味;风味；风情
26/49,cycle,英「saikl］美［saikol］,,n.循环:周期v.骑自行车
27/49,liberty,英「hboti］美「hborti］,,n.自由；许可
28/49,freedom,英「仔i:dom］美「Gicbm］,,n.自由：自主
29/49,buffet,英「bo㈣美［bo'fbi］,,n.自助餐
30/49,cafeteria,英［k任必'tiori。］,,n.自助餐厅；食堂
31/49,sum,英［sAm］美［sAm］,,n.总数；总合v.总结：概括
32/49,amount,英［o'maunl］美归'maontnv］,,n.数量;金额v.共计;等于
33/49,ankle,英「则kl］美［刻koi］,,n.足踝;踝关节
34/49,soccer,英「sDko(r)］美］sQko(r)］,,n.足球
35/49,jam,英［d^sem］美［d3&m］,,n.果酱;拥挤；困境v.阻塞
36/49,component,央［kompoonont］,,n.组成部分；成分a.组成的
37/49,organisation,美［k0mpounsnt］,(organization),n.组织；团体；机构
38/49,ancestor,^［.oigonai'zeijh］,,n.祖宗；祖先
39/49,diamond,英「daiomond］,,n.钻石；菱形
40/49,maximum,英「mseksimom］,,n.最大值a.最大的
41/49,deadline,英「dedlam］,,n.最后期限：截止期限
42/49,minimum,英「minimnm］,,n.最小值a.最小的
43/49,crime,英［kraim］美［kraim］,,n.罪行；犯罪
44/49,composition,［.knmps'zijh］,,n.成分；作文；组成：作曲
45/49,crop,英［krop］美［krap］,,n.庄稼；收成v.种庄稼;收成
46/49,author,英「。:0。（叨美「加］,,n.作者；作家
47/49,poster,英［'85匕（叨,,n.海报；公告
48/49,billion,英「biljon］美［bljon］,,num.&n.1亿a.十亿的
49/49,million,英「miljon］美［miljon］,,num.&n.百万a.百万的
