seq,word,symbol,tense,paraphrase
01/52,space,英[speis],,n.空间；太空；空格键
02/52,pocket,英['pɒkit],,n.口袋a.袖珍的
03/52,chopsticks,英['tʃɒpstiks],,n.筷子（chopstick的名词复数）
04/52,difficulty,英['difikәlti],,n.困难；麻烦
05/52,rubbish,英['rʌbiʃ],,n.垃圾；废物（美trash）
06/52,candle,英['kændl],,n.蜡烛
07/52,basket,英['bɑ:skit],,n.篮子，框子
08/52,boss,英[bɒs],,n.老板，上司
09/52,fun,英[fʌn],,乐趣；娱乐活动
10/52,pear,英[pєә],,n.梨子，梨树
11/52,present,英['preznt],,n.礼物；赠品
12/52,history,英['histәri],,n.历史；发展过程
13/52,example,英[ig'zæmpl],,n.例子；榜样
14/52,pity,英['piti],,n.怜悯，同情；可惜
15/52,UK,英[ju: 'kei],,n.英国
16/52,practice,英['præktis],,n.练习；实践
17/52,neighbour,英['neibә],(AmEneighbor),n.邻居；邻国
18/52,bell,英[bel],,n.铃铛；钟声
19/52,leader,英['li:dә],,n.领导人；领先者
20/52,land,英[lænd],,n.陆地；土地v.登岸
21/52,video,英['vidiәu],,n.录像；视频
22/52,London,英['lʌndәn],,n・伦敦
23/52,wheel,英[hwi:l],,n.轮子；机轮
24/52,hotel,英[hәu'tel],,n.旅馆，宾馆
25/52,trip,英[trip],,旅行；旅程
26/52,tourist,英['tuәrist],,n.旅行者；游客
27/52,yard,英[jɑ:d],,n.码；场所；院子
28/52,ant,英[ænt],,n.蚂蚁
29/52,sale,英[seil],,n.售卖；出售
30/52,cartoon,英[kɑ:'tu:n],,n.漫画；动画片
31/52,trade,英[treid],,n.交易，贸易v.进行交换
32/52,hat,英[hæt],,n.（带沿的）帽子
33/52,nothing,英['nʌθiŋ],,n.没有东西；什么都没有ad.一点也不
34/52,rose,英[rәuz],,n.玫瑰花；玫瑰红
35/52,coal,英[kәul],,n.煤；煤块
36/52,dollar,英['dɒlә],,n.美元
37/52,gate,英[geit],,大门；登机口
38/52,metre,英['mi:tә],(AmEmeter),n.米
39/52,secret,英['si:krit],,n.秘密a.秘密的
40/52,secretary,英['sekrәtәri],,n.秘书；大臣
41/52,postcard,英['pәustkɑ:d],,n.明信片
42/52,model,英['mɒdәl],,n.模型；范例；模特儿
43/52,stranger,英['streindʒә],,n.陌生人；异乡人
44/52,hen,英[hen],,n.母鸡
45/52,wood,英[wud],,n.木头；树木
46/52,purpose,英['pә:pәs],,n.目的；意图
47/52,brain,英[brein],,n.大脑；头脑
48/52,ability,英[ә'biliti],,n.能力；才能
49/52,grade,英[greid],,n.年级；成绩；等级
50/52,age,英[eidʒ],,n.年龄；时代
51/52,lemon,英['lemәn],,n.柠檬；柠檬黄
52/52,beef,英[bi:f],,n.牛肉
