seq,word,symbol,tense,paraphrase
01/51,oil,英[ɒil],,n.油；燃料
02/51,paint,英[peint],,n.&v.绘画；油漆
03/51,swimming,英['swimiŋ],,n.游泳
04/51,friendship,英[ˈfrendʃɪp],,n.友谊、友情
05/51,adventage,英[ədˈvɑːntɪdʒ],,n.好处、优势、有利于
06/51,fishman,英[ˈfɪʃˌmæn],,n.渔夫、渔民
07/51,grammar,英[ˈɡræmə(r)],,n.语法;文法;
08/51,language,英[ˈlæŋɡwɪdʒ],,n.语言;语言文字;言语;说话;
09/51,bathroom,英[ˈbɑːθruːm],,n.浴室;盥洗室;洗手间;卫生间;
10/51,pardon,英[ˈpɑːdn],,n.原谅;宽恕;v.	原谅;
11/51,circle,英[ˈsɜːkl],,n.圆;圆圈;v.圈出;圈起;
12/51,cloud,英[klaʊd],,n.云;云朵;
13/51,Luck,英[lʌk],,n.好运;运气;v.靠运气，走运;凑巧碰上;
14/51,magazine,英[ˌmæɡəˈziːn],,n.杂志;期刊;
15/51,gift,英[ɡɪft],,n.礼物;赠品;天赋;天才;v.白送;白给;
16/51,war,英[wɔː(r)],,n.战争;斗争;v.进行战斗;作战;
17/51,giraffe,英[dʒəˈrɑːf],,n.长颈鹿
18/51,elder,英[ˈeldə(r)],,n.长者;长辈;年纪较大者;
19/51,husband,英[ˈhʌzbənd],,n.丈夫;v.	节俭使用;
20/51,US,英[j'u'es],,n.美国
21/51,bill,英[bɪl],,n.账单;v.给(某人)开账单
22/51,photograph,英[ˈfəʊtəɡrɑːf],,n.照片;相片;v.拍照;照相
23/51,camera,英[ˈkæmərə],,n.照相机;摄影机
24/51,truth,英[truːθ],,n.真相;实情;事实;
25/51,shower,英[ˈʃaʊə(r)],,n.淋浴器;淋浴间;淋浴;阵雨;v.(洗)淋浴;洒落;
26/51,government,英[ˈɡʌvənmənt],,n.政府;内阁;
27/51,knowledge,英[ˈnɒlɪdʒ],,n.知识;学问;
28/51,paper,英[ˈpeɪpə(r)],,n.纸;纸张;v.贴壁纸;
29/51,guide,英[ɡaɪd],,n.指南;手册;导游;向导;v.给某人领路(或导游);指引;指导
30/51,middle,英[ˈmɪdl],,n.中间;中部;中央;adj.中间的;中央的;居中的;正中的;
31/51,noon,英[nuːn],,n.正午;中午;
32/51,center,英[ˈsentə(r)],,n.篮球中锋，中场手;中心，v.集中，把……聚集在;
33/51,end,英[ənd;ænd],,n.conj.终点、结束;
34/51,weight,英[weɪt],,n.重量;v.在…上加重量;使负重;
35/51,weekend,英[ˌwiːkˈend],,n.星期六和星期日;周末;v.过周末;度周末;
36/51,bamboo,英[ˌbæmˈbuː],,n.竹;竹子;
37/51,director,英[dəˈrektə(r)],,n.董事;理事;经理;导演;
38/51,attention,英[əˈtenʃn],,n.注意;专心;注意力;兴趣;int.	注意;立正;
39/51,set,英[set],,v.放;置;使处于;以…为…设置背景;n.一套，一副
40/51,condition,英[kənˈdɪʃn],,n.状态;状况;
41/51,state,英[steɪt],,n.状态;状况;国家;州;邦;adj.国家提供(或控制)的;州的;邦的;v.陈述;说明;声明;规定;公布;
42/51,purple,英[ˈpɜːpl],,n.adj.紫色的;华丽的文辞;雕琢的章句;n.	紫色;紫（红）衣，紫袍;帝位，皇权;皇族;vi.	使成紫色变紫;
43/51,pride,英[praɪd],,n.自豪;骄傲;自尊心;自尊;尊严;v.使得意，以...自豪;
44/51,nature,英[ˈneɪtʃə(r)],,n.自然界;大自然;
45/51,dictionary,英[ˈdɪkʃənri],,n.词典;字典;
46/51,president,英[ˈprezɪdənt],,n.总统;国家主席;会长，院长，主席;银行行长;总经理;董事长;总裁;
47/51,hall,英[hɔːl],,n.门厅;正门过道;(大楼内的)走廊;礼堂;大厅;
48/51,group,英[ɡruːp],,n.组;群;批;类;簇;集团;(尤指流行音乐的)演奏组，乐团，乐队;v.(使)成群，成组，聚集;
49/51,grandparent,英[ˈɡrænpeərənt],,n.祖父;祖母;外祖父;外祖母;
50/51,writer,英[ˈraɪtə(r)],,n.作家;作者;著者;
51/51,seat,英[siːt],,n.	座位，有…座位的;有…座的;v.向…提供座位;(使)就座;坐;
