seq,word,symbol,tense,paraphrase
01/52,Africa,英['æfrikә],,n.非洲
02/52,cent,英［sent],,n.分；美分
03/52,chalk,英[tʃɒ:k],,n.粉笔
04/52,wind,英[wind],,n.风；风声，线索
05/52,storm,英[stɒ:m],,n.风暴；（感情）爆发
06/52,risk,英[risk],,n.风险；冒险
07/52,couple,英['kʌpl],,n.夫妇；一对；一些
08/52,service,英['sә:vis],,n.服务；招待
09/52,sense,英[sens],,n.感觉；感官；意识
10/52,feeling,英['fi:liŋ],,n.感情；感觉
11/52,height,英[hait],,n.身高，高度
12/52,pleasure,英['pleʒә],,n.高兴，快乐
13/52,factory,英['fæktәri],,n.工厂，制造厂
14/52,engineer,英[.endʒi'niә],,n.工程师v.设计
15/52,tool,英[tu:l],,n.工具；器具
16/52,industry,英['indәstri],,n.工业；产业
17/52,job,英[dʒɒb],,n.工作；职业
18/52,officer,英['ɒfisә],,n.警察；官员；公务员
19/52,palace,英['pælis],,n.宫殿；王宫
20/52,corn,英[kɒ:n],,n.谷物；玉米
21/52,hometown,英[hәum'taun],,n.故乡，家乡
22/52,customer,英['kʌstәmә],,n.顾客，客户
23/52,relationship,英[ri'leiʃәnʃip],,n.关系；关联
24/52,square,英[skwєә],,n.广场a.平方的
25/52,rule,英[ru:l],,n.规则v.统治
26/52,country,英['kʌntri],,n.国家；农村，乡村
27/52,king,英[kiŋ],,国王；之王
28/52,coast,英[kәust],,n.岸，海岸；滑坡
29/52,beach,英[bi:tʃ],,m海滨，海滩
30/52,sea,英[si:],,n.海洋；大海
31/52,fear,英[fiә],,n.害怕；担忧v.畏惧
32/52,hamburger,英['hæmbә:gә],,n.汉堡包
33/52,action,英['ækʃәn],,n.行动；行为；活跃
34/52,planet,英['plænit],,行星；（the）地球
35/52,peace,英[pi:s],,n.和平；和睦；安宁
36/52,carrot,英['kærәt],,n.胡萝卜
37/52,passport,英['pæspɒ:t],,n.护照；通行证
38/52,garden,英['gɑ:dn],,n.花园；果园
39/52,chemistry,英['kemistri],,n.化学；化学反应
40/52,environment,英[in'vairәnmәnt],,n.环境；外界；周围状况
41/52,queen,英['kwi:n],,n.皇后，女王
42/52,reply,英[ri'plai],,n.答；答复
43/52,mention,英['menʃәn],,n.&v.提及；说及
44/52,meeting,英['mi:tiŋ],,n.会议；集会
45/52,mess,英[mes],,n.凌乱；困境
46/52,activity,英[æk'tiviti],,n.活动；行动；活力
47/52,winner,英['winә],,n.获胜者；赢家
48/52,airport,英['єәpɒ:t],,n.机场；航空站
49/52,chance,英[tʃæns. tʃɑ:ns],,n.机会；可能性
50/52,machine,英[mә'ʃi:n],,n.机器；计算机；车辆
51/52,robot,英['rәubәt],,n.机器人
52/52,wing,英[wiŋ],,n.机翼；翅膀
