seq,word,symbol,tense,paraphrase
01/49,Internet,英['intәnet],,n.互联网，因特网
02/49,instrument,英['instrumәnt],,n.乐器；器具，仪器
03/49,journey,英['dʒә:ni],,n.旅行；行程；历程
04/49,instruction,英[in'strʌkʃәn],,n.使用说明；指导；命令
05/49,hill,英[hil],,n.小山；斜坡
06/49,joke,英[dʒәuk],,n.笑话；玩笑
07/49,least,英[li:st],,n.最少；最小
08/49,standard,英['stændәd],,n.标准a.标准的
09/49,once,英[wʌns],,n.&ad.一次；从前conj.一旦
10/49,T-shirt,[T-ʃә:t],,mT恤衫
11/49,X-ray,英[eksreii],,n.X射线，X光
12/49,hobby,英['hɒbi],,n.爱好，嗜好
13/49,silence,英['sailәns],,n.安静；寂静；沉默
14/49,safety,英['seifti],,n.安全；保险；保安
15/49,Olympics,英[әu'limpiks],,n.奥利匹克运动会，奥运会
16/49,Australia,英[ɒ'streiljә],,n.澳洲；澳大利亚
17/49,board,英[bɒ:d],,n.公告栏；平板；
18/49,office,英['ɒfis],,董事会n.办公室
19/49,baseball,英['beisbɒ:l],,n.棒球
20/49,pound,英[paund],,n.磅；英镑
21/49,newspaper,英['nju:z.peipә],,n.报纸；报社
22/49,background,英['bækgraund],,n.背景；底色
23/49,player,英['pleiә],,n.运动员；演奏者；玩家
24/49,note,英[nәut],,D.笔记；便条V.注意
25/49,notebook,英['nәutbuk],,n.笔记本
26/49,form,英[fɒ:m],,n.表格；形式
27/49,surface,英['sә:fis],,n.表面；地面，水面；外表
28/49,ice,英[ais],,n.冰v.冰冻
29/49,biscuit,英['biskit],,n.饼干；软饼
30/49,pancake,英['pænkeik],,n.薄煎饼；烙饼
31/49,cookie,英['kuki],,n.小甜饼；曲奇饼
32/49,patient,英['peiʃәnt],,n.病人a.耐心的
33/49,glass,英[glɑ:s],,n.玻璃；眼镜
34/49,museum,英[mju:'ziәm],,n.博物馆；博物院
35/49,Britain,英['britәn],,n.不列颠，英国
36/49,part,英[pɑ:t],,n.部分a.部分的v.分离
37/49,wealth,英[welθ],,n.财富；富有；财产
38/49,menu,英['menju:],,n.菜单；（电脑上的）选项单
39/49,tour,英[tuә],,n.旅行；观光；巡演
40/49,silk,英[silk],,n.蚕丝；丝织品
41/49,strawberry,英['strɒ:bәri],,n.草莓
42/49,fork,英[fɒ:k],,n.叉子
43/49,cup,英[kʌp],,n.杯子；奖杯
44/49,difference,英['difәrәns],,n.差别；差数
45/49,product,英['prɒdʌkt],,n.产品；产物
46/49,station,英['steiʃәn],,n.车站；驻地；电台
47/49,success,英[sәk'ses],,n.成功，胜利
48/49,member,英['membә],,n.成员；会员
49/49,pilot,英['pailәt],,n.飞行员；领航员
