seq,word,symbol,tense,paraphrase
01/51,direct,英[di'rekt],,a.&ad.直接的（地）v.管理，指导
02/51,central,英['sentrәl],,a.中心的；中央的
03/51,famous,英['feimәs],,a.著名的，知名的
04/51,ready,英['redi],,a.准备好的；乐意的
05/51,excellent,英['ekslәnt],,a.优秀的；极好的；卓越的
06/51,proud,英[praud],,a.自豪的；骄傲的
07/51,own,英[әun],,a.自己的v.拥有
08/51,natural,英['nætʃәrәl],,a.自然的；天生的
09/51,free,英[fri:],,a.自由的；免费的
10/51,total,英['tәutl],,a.总数的n.合计v.合计为
11/51,sweet,英[swi:t],,n.甜食a.甜的；可爱的
12/51,best,英[best],,a.最好的ad.最好地
13/51,last,英[lɑ:st],,a.&ad.最后的（地）n.最后V.持续
14/51,just,英[dʒʌst],,ad.刚才；仅仅a.公正的
15/51,nearly,英['niәli],,ad.几乎；差不多
16/51,less,英[les],,ad.较少的；更少的
17/51,maybe,英['meibi:],,ad.大概；也许；可能
18/51,however,英[hau'evә],,ad.然而；无论如何conj.不管怎样
19/51,finally,英['fainәli],,ad.最终；最后
20/51,tonight,英[tә'nait],,ad.&n.今晚，今夜
21/51,o'clock,英［əˈklɔk］,,ad....点钟
22/51,soon,英[su:n],,ad.不久；一会儿
23/51,out,英[ajt],,ad.往外；室外
24/51,since,英[sins],,prep.离开
25/51,around,英[ә'raund],,ad.自从...conj.从...以来prep.从...ad.大约；在周围prep.绕
26/51,instead,英[in'sted],,ad.相反；代替£
27/51,everywhere,英['evrihwєә],,ad.到处，处处
28/51,abroad,英[ә'brɒ:d],,ad.国外n.海外
29/51,aloud,英[ә'laud],,ad.高声；大声
30/51,past,英［pɑ:st],,ad.过去的n.过去prep.经过
31/51,yet,英[jet],,ad.还，仍然
32/51,probably,英['prɒbәbli],,ad.大概；也许；很可能
33/51,seldom,英['seldәm],,ad.很少；极少
34/51,later,英['leitә],,ad.后来，随后adj.后来的
35/51,almost,英['ɒ:lmәust],,ad.几乎，差不多
36/51,hardly,英['hɑ:dli],,ad.几乎不，简直不
37/51,exactly,英[i^'zæktli],,ad.精确地；确切地
38/51,never,英['nevә],,ad.决不，从来没有
39/51,perhaps,英[pә'hæps],,ad，可能，也许
40/51,away,英[ә'wei],,ad.离开，离去；在远处
41/51,twice,英[twais],,ad.两次；两倍
42/51,such,英[sʌtʃ],,pron.这样（那样）a.这样的；如此的
43/51,else,英[els],,ad.其他a.别的
44/51,anywhere,英['enihwєә],,ad.任何地方，无论何处
45/51,still,英[stil],,ad.仍然，还
46/51,so,英[sәu],,ad.像这样；如此conj.因此pron.这样
47/51,even,英['i:vәn],,ad.甚至；更力口
48/51,usually,英['ju:ʒuәli],,ad.通常；平常
49/51,as,英[æz］,,ad.同样地prep.作为conj.像...一样
50/51,quite,英[kwait],,ad.非常，十分；相当
51/51,anyway,英['eniwei],,ad.无论如何，不管怎样
