seq,word,symbol,tense,paraphrase
01/51,interview,英['intәvju:],,n.&v.采访，会见
02/51,hit,英[hit],(hit，hit),n.&v.碰撞；打击；击中
03/51,copy,英['kɒpi],,n.复制品v.模仿；复制
04/51,kiss,英[kis],,n.&v.吻；接吻
05/51,waste,英[weist],,n.废物v.浪费
06/51,fire,英['faiә],,n.火v.开火；燃烧；解雇
07/51,mark,英[mɑ:k],,n.标记v.做记号；标明
08/51,taste,英[teist],,n.味道v.品尝
09/51,offer,英['ɒfә],,v.提供；提议n.录取通知书
00/51,lock,英[lɒk],,n.锁V.锁上
11/51,cause,英[kɒ:z],,n.原因V.导致；造成
12/51,repair,英[ri'pєә],,n.&v.修理；修补
13/51,store,英[stɒ:],,n.商店v.储存
14/51,regret,英[ri'gret],,n.&v.遗憾；后悔:痛惜
15/51,praise,英[preiz],,n.&v.赞扬；称赞
16/51,cough,英[kɒf],,n.&v.咳嗽
17/51,dream,英[dri:m],(dreamt，dreamt),n.&v.梦想；做梦
18/51,will,英[wil],,v.aux.将会；愿意
19/51,shall,英[ʃæl],,v.aux.将要；会
20/51,may,英[mei],,v.aux.可以；也许
21/51,might,英[mait],,v.aux.可能；也许
22/51,would,英[wud],,v.aux.愿意；将
23/51,should,英[ʃud],,v.aux.应该
24/51,could,英[kud],,v.aux.能够，可能
25/51,according,英[ә'kɒ:diŋ],,na.根据
26/51,most,英[mәust],,a.&ad.最多n.大部分
27/51,more,英[mɒ:],,a.&ad.较多的(地)；更n.更多量
28/51,necessary,英['nesisәri],,a.必需的；必要的
29/51,impossible,英[im'pɒsәbl],,a.不可能的；做不到的
30/51,local,英['lәukәl],,a.地方的；当地的；局部的
31/51,mad,英[mæd],,a.发疯的；生气的
32/51,fit,英[fit],,a.合适的v.适合；安装
33/51,lively,英['laivli],,a.活泼的；充满生气的
34/51,lazy,英['leizi],,a.懒惰的；慢吞吞的
35/51,modem,英['mәudem],,a.现代的；时尚的
36/51,magic,英['mædʒik],,n.魔术有魔力的
37/51,lucky,英['lʌki],,a.幸运的的；侥幸的；吉祥的
38/51,important,英[im'pɒ:tәnt],,a.重要的，重大的
39/51,main,英[mein],,a.主要的
40/51,low,英[lәu],,a.&ad.低的(地)；矮的(地)
41/51,worse,英[wә:s],,a.&ad.更坏的；更差的
42/51,worst,英[wә:st],,a.&ad.最坏的:最差的
43/51,second,英['sekәnd],,n.秒a.第二的
44/51,quiet,英['kwaiәt],,a.安静的；平静的
45/51,safe,英[seif],,a.安全的n.保险柜
46/51,expensive,英[ik'spensiv],,a.昂贵的；花钱多的
47/51,Australian,英[ɒ'streiljәn],,a.澳洲的，澳大利亚人的n.澳大利亚人
48/51,northern,英['nɒ:ðәn],,a.北方的，北部的
49/51,north,英[nɒ:θ],,n.北方a.北的；朝北的
50/51,certain,英['sә:tәn],,a.毫无某疑些问的；肯定的pron.某些
51/51,cheap,英[tʃi:p],,a，便宜的；廉价的
