seq,word,symbol,tense,paraphrase
01/53,guitar,英[gi'tɑ:],,n.吉他
02/53,illness,英['ilnis],,n.疾病；生病
03/53,record,英[ri'kɒ:d],,n.档案；记录；唱片
04/53,skill,英['skil],,n.技能；技巧
05/53,technology,英[tek'nɒlәdʒi],,n.技术；工艺
06/53,Canada,英['kænәdә],,n.加拿大
07/53,homework,英['hәumwә:k],,n.家庭作业；功课
08/53,housework,英['hauswә:k],,n.家务劳动；家务活
09/53,vacation,英[vei'keiʃәn],,n.假期；休假
10/53,price,英[prais],,n.价格；价钱
11/53,value,英['vælju:],,n.价值；益处
12/53,shoulder,英['ʃәuldә],,n.肩膀；肩部
13/53,scissors,英['sizәz],,n.剪刀
14/53,suggestion,英[sә'dʒestʃәn],,n.建议；意见；暗示
15/53,building,英['bildiŋ],,n.建筑物；楼房
16/53,health,英['helθ],,n.健康；健全；卫生
17/53,keyboard,英['ki:bɒ:d],,n.键盘；电子琴
18/53,future,美['fju:tʃә］,,n.将来；未来
19/53,prize,英[praiz],,n.奖赏；奖品
20/53,traffic,英['træfik],,n.交通；流量
21/53,deal,英[di:l],,n.交易v.分配
22/53,glue,英[glu:],,n.胶水v.粘合
23/53,corner,英['kɒ:nә],,n.角；角落
24/53,role,英[rәul],,n.作用；角色
25/53,dumpling,英['dʌmpliŋ],,n.饺子；汤
26/53,step,英[step-],,n.脚步；台阶v.跨步
27/53,coach,英[kәutʃ],,n.教练；家庭教师；经济舱
28/53,classroom,英['klɑ:sru:m],,n.教室；课堂
29/53,education,英[.edju'keiʃәn],,n.教育；培养
30/53,result,英[ri'zʌlt],,n.结果；成绩；答案V.结果
31/53,excuse,英[ik'skju:z],,n.借口；辩解；v.原谅
32/53,gold,英[gәuld],,n.金子；金色a.金的
33/53,treasure,英['treʒә],,n.金银财宝；财富
34/53,progress,英['prәugres],,n.进步v.进展；进行
35/53,dining,英['dainiŋ],,n.进餐；进食
36/53,manager,英['mænidʒә],,n.经理；管理者
37/53,experience,英[ik'spiәriәns],,n.经验；经历v.经历
38/53,spirit,英['spirit],,n.精神，心灵；气质
39/53,neck,英[nek],,n.颈部，脖子
40/53,policeman,英[pә'li:smәn],,n.警察；巡警
41/53,policewoman,英[pә'li:swumәn],,n.警察；巡警
42/53,guard,英[gɑ:d],,n.警卫；保卫，保镖
43/53,competition,英[.kɒmpi'tiʃәn],,n.竞争；比赛，竞赛
44/53,sentence,英['sentәns],,n.句子；判决v.判决
45/53,club,英[klʌb],,n.俱乐部；会所
46/53,decision,英[di'siʒәn],,n.决定；决心
47/53,army,英['ɑ:mi],,n.军队；部队
48/53,coffee,英['kɒfi],,n.咖啡；咖啡色
49/53,truck,英[trʌk],,n.卡车v.用货车运
50/53,exam,英[ig'zæm],(examination),n.考试；测验
51/53,scientist,英['saiәntist],,n.科学家
52/53,guest,英[gest],,n.客人；嘉宾
53/53,course,英[kɒ:s],,n.课程；过程；航线
