seq,word,symbol,tense,paraphrase
01/51,produce,英[prә'dju:s],,v.生产；制造
02/51,surprise,英[sә'praiz],,v.使惊奇n.吃惊
03/51,trouble,英['trʌbl],,v.使苦恼n.烦恼；困难
04/51,raise,英[reiz],,v.提起；举起；升高
05/51,collect,英[kә'lekt],,收集；收藏
06/51,discuss,英[dis'kʌs],,v.讨论；论述
07/51,provide,英[prә'vaid],,提供，供给
08/51,advise,英[әd'vaiz],,v.劝告，提建议
09/51,steal,英[sti:l],(stole，stolen),v.偷；窃取
00/51,guess,英[ges],,v.推测；猜测
11/51,hold,英[hәuld],(held，hcld),v.拿住；保存；同意
12/51,tie,英[tai],,.系；扎n.领带
13/51,trust,英[trʌst],,v.相信；信任
14/51,imagine,英[i'mædʒin],,v.想象，设想
15/51,enjoy,英[in'dʒɒi],,v.欣赏；喜欢
16/51,fix,英[fiks],,v.修理；安装
17/51,require,英[ri'kwaiә],,v.需求；要求
18/51,choose,英[tʃu:z],(chose，chosen),v.选择；挑选
19/51,learn,英[lә:n],(learnt，learnt),v.学习；认识到
20/51,question,英['kwestʃәn],,v.询问n.问题
21/51,continue,英[kәn'tinju:],,v.继续，延续
22/51,print,英[print],,v.印刷；出版
23/51,expect,英[iks'pekt],,预料；期待，希望
24/51,allow,英[ә'lau],,v.允许；认可
25/51,add,英[æd],,v.增加；做加法
26/51,serve,英[sә:v],,.服务；任职
27/51,carry,英['kæri],,v.扛；运送；输送
28/51,repeat,英[ri'pi:t],,重复；重做
29/51,prepare,英[pri'pєә],,v.准备；筹备
30/51,report,英[ri'pɒ:t],,n.&v.报道；报告
31/51,score,英[skɒ:],,v.得分n.分数
32/51,shout,英[ʃaut],,n.&v.喊叫；大声说
33/51,plan,英[plæn],,n.&v.计划；打算
34/51,knock,英[nɒk],,n.&v.敲；打
35/51,cost,英[kɒst],(cost，cost),n.价钱；v.花费
36/51,mind,英[maɪnd],,n.&v.思想；介意
37/51,win,英[win],(won，won),n.&v，获胜；
38/51,search,英[sә:tʃ],,n.&v.搜索，搜寻
39/51,push,英[puʃ],,n.&v.推；按
40/51,smile,英[smail],,n.&v.微笑；笑容
41/51,hope,英[hәup],,n.&v.希望；期望
42/51,shape,英[ʃeip],,n.形状v，使成型
43/51,block,英[blɒk],,n.块；街区v.阻塞
44/51,notice,英['nәutis],,n.通告；注意v.注意到
45/51,laugh,英[lɑ:f],,n.&v.笑；嘲笑
46/51,doubt,英[daut],,v.&n.怀疑
47/51,influence,英['influәns],,n.&v.影响；感化
48/51,promise,英['prɒmis],,n.&v.承诺；许诺
49/51,stay,英[stei],,n.&v・停留；保持
50/51,change,英[tʃeindʒ],,n.零钱v.改变
51/51,cross,英[krɔs;krɔ:s],,n.十字架v.交叉
