seq,word,symbol,tense,paraphrase
01/53,anyone,英['eniwʌn],,pron.任何人，无论谁
02/53,anybody,英['enibɒdi],,pron.任何人，无论谁
03/53,themselves,英[ðәm'selvz],,pron.他（她；它）们自己
04/53,himself,英[him'self],,pron.他自己，他本人
05/53,itself,英[it'self],,pron.它自己
06/53,hers,英[hә:z],,pron.她的
07/53,herself,英[hә:'self],,pron.她自己，她本人
08/53,ours,英['auәz],,pron.我们的（所有物）
09/53,yours,英[juәz],,pron.你（们）的（所有物）
10/53,mine,英[main],,pron•我的（所有物）n.矿井
11/53,ourselves,英[.auә'selvz],,pron.我们自己
12/53,myself,英[mai'self],,pron.我自己
13/53,none,英[nʌn],,pron.一个都没有，没人
14/53,first,英[fә:st],,num.第一ad.第一次；最先n.起初
15/53,hundred,英['hʌndrәd],,num.&n.一百
16/53,eight,英[eit],,num.&n.八
17/53,eighty,英['eiti],,num.&n.八十
18/53,eighth,英[eitθ],,num.&n.第八
19/53,twentieth,英['twentiiθ],,num.&n.第二十
20/53,ninth,英[nainθ],,num.&n.第九
21/53,sixth,英[siksθ],,num.&n.第六
22/53,seventh,英['sevnθ],,num.&n.第七
23/53,third,英[θә:d],,num.&n.第三
24/53,tenth,英[tenθ],,num.&n.第一卜
25/53,twelfth,英[twelfθ],,num.&n.第十二
26/53,fourth,英[fɒ:θ],,num.&n.第四
27/53,fifth,英[fifθ],,num.&n.第五
28/53,two,英[tu:],,num.&n，二
29/53,twenty,英['twenti],,num.&n.二十
30/53,nine,英[nain],,num.&n.九
31/53,ninety,英['nainti],,num.&n.九十
32/53,six,英[siks],,num.&n・六
33/53,sixty,英['siksti],,num.&n.六一
34/53,seven,英['sevn],,num.&n•七
35/53,seventy,英['sevnti],,num.&n.七十
36/53,three,英[θri:],,num.&n.三
37/53,thirty,英['θә:ti],,num.&n.三十
38/53,ten,英[ten],,num.&n.十
39/53,eighteen,英['ei'ti:n],,num.&n.十八
40/53,twelve,英[twelv],,num.&n.十二
41/53,nineteen,英[.nain'ti:n],,num.&n.十九
42/53,sixteen,英['siks'ti:n],,num.&n.十六
43/53,seventeen,英[sevn'ti:n],,num.&n，一~匕
44/53,thirteen,英['θә:'ti:n],,num.&n.十三
45/53,fourteen,英['fɒ:'ti:n],,num.&n.十四
46/53,fifteen,英['fif'ti:n],,num.&n.十五
47/53,eleven,英[i'levn],,num.&n.十一
48/53,four,英[fɒ:],,num.&n.U!
49/53,forty,英['fɒ:ti],,num.&n.四十
50/53,five,英[faiv],,num.&n.五
51/53,fifty,英['fifti],,num.&n.五十
52/53,one,英[wʌn],,num.&pron.&n.一，一个
53/53,zero,英['ziәrәu],,n.&num.零；零度
