id,level,subject,mchoice,ans,eword,title,opa,opb,opc,opd,desc,options,sql,members
qitm:s05000,senior,en,N,D,rent,rent,v.钦佩，称赞，羡慕,v.订阅，捐助,v.辩论，争论,v.租赁n.租金,英[rent] ,"[{""k"":""A"", ""v"":""v.钦佩，称赞，羡慕""},{""k"":""B"",""v"":""v.订阅，捐助""},{""k"":""C"",""v"":""v.辩论，争论""},{""k"":""D"",""v"":""v.租赁n.租金""}]","('qitm:s05000','senior','en','N','D','rent','rent','英[rent] ','[{""k"":""A"", ""v"":""v.钦佩，称赞，羡慕""},{""k"":""B"",""v"":""v.订阅，捐助""},{""k"":""C"",""v"":""v.辩论，争论""},{""k"":""D"",""v"":""v.租赁n.租金""}]'),","('qitm:s05000','MEMBER','quiz:j18','{}'),"
qitm:s05001,senior,en,N,A,compose,compose,v.组成，创作,v.控告，指责，指控,V.激励，催促n.强烈欲望,V.转换，转变，彻底改变,英[kәm''pәuz] ,"[{""k"":""A"", ""v"":""v.组成，创作""},{""k"":""B"",""v"":""v.控告，指责，指控""},{""k"":""C"",""v"":""V.激励，催促n.强烈欲望""},{""k"":""D"",""v"":""V.转换，转变，彻底改变""}]","('qitm:s05001','senior','en','N','A','compose','compose','英[kәm''pәuz] ','[{""k"":""A"", ""v"":""v.组成，创作""},{""k"":""B"",""v"":""v.控告，指责，指控""},{""k"":""C"",""v"":""V.激励，催促n.强烈欲望""},{""k"":""D"",""v"":""V.转换，转变，彻底改变""}]'),","('qitm:s05001','MEMBER','quiz:j18','{}'),"
qitm:s05002,senior,en,N,B,appeal,appeal,v.打喷嚏n.喷嚏,v.&n.呼吁，申诉,v.&n.疼痛,v.吸收，吸引，使全神贯注,英[ә''pi:l] ,"[{""k"":""A"", ""v"":""v.打喷嚏n.喷嚏""},{""k"":""B"",""v"":""v.&n.呼吁，申诉""},{""k"":""C"",""v"":""v.&n.疼痛""},{""k"":""D"",""v"":""v.吸收，吸引，使全神贯注""}]","('qitm:s05002','senior','en','N','B','appeal','appeal','英[ә''pi:l] ','[{""k"":""A"", ""v"":""v.打喷嚏n.喷嚏""},{""k"":""B"",""v"":""v.&n.呼吁，申诉""},{""k"":""C"",""v"":""v.&n.疼痛""},{""k"":""D"",""v"":""v.吸收，吸引，使全神贯注""}]'),","('qitm:s05002','MEMBER','quiz:j18','{}'),"
qitm:s05003,senior,en,N,B,compete,compete,V.分配，分派,v.比赛，竞争，对抗,V.达到，实现，获得,v.组成，创作,英[kәm''pi:t] ,"[{""k"":""A"", ""v"":""V.分配，分派""},{""k"":""B"",""v"":""v.比赛，竞争，对抗""},{""k"":""C"",""v"":""V.达到，实现，获得""},{""k"":""D"",""v"":""v.组成，创作""}]","('qitm:s05003','senior','en','N','B','compete','compete','英[kәm''pi:t] ','[{""k"":""A"", ""v"":""V.分配，分派""},{""k"":""B"",""v"":""v.比赛，竞争，对抗""},{""k"":""C"",""v"":""V.达到，实现，获得""},{""k"":""D"",""v"":""v.组成，创作""}]'),","('qitm:s05003','MEMBER','quiz:j18','{}'),"
qitm:s05004,senior,en,N,D,argue,argue,V.感激，欣赏，赏识,V.调节，（使）适应，校准,v.狗叫n.狗吠声,v.辩论，争论,英[''ɑ:gju] ,"[{""k"":""A"", ""v"":""V.感激，欣赏，赏识""},{""k"":""B"",""v"":""V.调节，（使）适应，校准""},{""k"":""C"",""v"":""v.狗叫n.狗吠声""},{""k"":""D"",""v"":""v.辩论，争论""}]","('qitm:s05004','senior','en','N','D','argue','argue','英[''ɑ:gju] ','[{""k"":""A"", ""v"":""V.感激，欣赏，赏识""},{""k"":""B"",""v"":""V.调节，（使）适应，校准""},{""k"":""C"",""v"":""v.狗叫n.狗吠声""},{""k"":""D"",""v"":""v.辩论，争论""}]'),","('qitm:s05004','MEMBER','quiz:j18','{}'),"
qitm:s05005,senior,en,N,D,sneeze,sneeze,v.比赛，竞争，对抗,V.激励，催促n.强烈欲望,V.授予，奖励n.奖品,v.打喷嚏n.喷嚏,英[sni:z] ,"[{""k"":""A"", ""v"":""v.比赛，竞争，对抗""},{""k"":""B"",""v"":""V.激励，催促n.强烈欲望""},{""k"":""C"",""v"":""V.授予，奖励n.奖品""},{""k"":""D"",""v"":""v.打喷嚏n.喷嚏""}]","('qitm:s05005','senior','en','N','D','sneeze','sneeze','英[sni:z] ','[{""k"":""A"", ""v"":""v.比赛，竞争，对抗""},{""k"":""B"",""v"":""V.激励，催促n.强烈欲望""},{""k"":""C"",""v"":""V.授予，奖励n.奖品""},{""k"":""D"",""v"":""v.打喷嚏n.喷嚏""}]'),","('qitm:s05005','MEMBER','quiz:j18','{}'),"
qitm:s05006,senior,en,N,D,subscribe,subscribe,v.使惊讶，使吃惊,v.打喷嚏n.喷嚏,V.授予，奖励n.奖品,v.订阅，捐助,英[sәb''skraib] ,"[{""k"":""A"", ""v"":""v.使惊讶，使吃惊""},{""k"":""B"",""v"":""v.打喷嚏n.喷嚏""},{""k"":""C"",""v"":""V.授予，奖励n.奖品""},{""k"":""D"",""v"":""v.订阅，捐助""}]","('qitm:s05006','senior','en','N','D','subscribe','subscribe','英[sәb''skraib] ','[{""k"":""A"", ""v"":""v.使惊讶，使吃惊""},{""k"":""B"",""v"":""v.打喷嚏n.喷嚏""},{""k"":""C"",""v"":""V.授予，奖励n.奖品""},{""k"":""D"",""v"":""v.订阅，捐助""}]'),","('qitm:s05006','MEMBER','quiz:j18','{}'),"
qitm:s05007,senior,en,N,A,bark,bark,v.狗叫n.狗吠声,v.解释，说明，口译,v.坚持，要求,v.略过，跳过n.跳跃,英[bɑ:k] ,"[{""k"":""A"", ""v"":""v.狗叫n.狗吠声""},{""k"":""B"",""v"":""v.解释，说明，口译""},{""k"":""C"",""v"":""v.坚持，要求""},{""k"":""D"",""v"":""v.略过，跳过n.跳跃""}]","('qitm:s05007','senior','en','N','A','bark','bark','英[bɑ:k] ','[{""k"":""A"", ""v"":""v.狗叫n.狗吠声""},{""k"":""B"",""v"":""v.解释，说明，口译""},{""k"":""C"",""v"":""v.坚持，要求""},{""k"":""D"",""v"":""v.略过，跳过n.跳跃""}]'),","('qitm:s05007','MEMBER','quiz:j18','{}'),"
qitm:s05008,senior,en,N,B,insist,insist,v.&n.滥用，虐待，辱骂,v.坚持，要求,V.流血，榨取（钱财）,v.鼓舞，激励，激起（情感）,英[in''sist] ,"[{""k"":""A"", ""v"":""v.&n.滥用，虐待，辱骂""},{""k"":""B"",""v"":""v.坚持，要求""},{""k"":""C"",""v"":""V.流血，榨取（钱财）""},{""k"":""D"",""v"":""v.鼓舞，激励，激起（情感）""}]","('qitm:s05008','senior','en','N','B','insist','insist','英[in''sist] ','[{""k"":""A"", ""v"":""v.&n.滥用，虐待，辱骂""},{""k"":""B"",""v"":""v.坚持，要求""},{""k"":""C"",""v"":""V.流血，榨取（钱财）""},{""k"":""D"",""v"":""v.鼓舞，激励，激起（情感）""}]'),","('qitm:s05008','MEMBER','quiz:j18','{}'),"
qitm:s05009,senior,en,N,A,skip,skip,v.略过，跳过n.跳跃,v.做广告，通告,V.&n.试图，尝试,V.承认，感谢,英[skip] ,"[{""k"":""A"", ""v"":""v.略过，跳过n.跳跃""},{""k"":""B"",""v"":""v.做广告，通告""},{""k"":""C"",""v"":""V.&n.试图，尝试""},{""k"":""D"",""v"":""V.承认，感谢""}]","('qitm:s05009','senior','en','N','A','skip','skip','英[skip] ','[{""k"":""A"", ""v"":""v.略过，跳过n.跳跃""},{""k"":""B"",""v"":""v.做广告，通告""},{""k"":""C"",""v"":""V.&n.试图，尝试""},{""k"":""D"",""v"":""V.承认，感谢""}]'),","('qitm:s05009','MEMBER','quiz:j18','{}'),"
qitm:s05010,senior,en,N,D,apply,apply,v.捐赠，赠予,v.鼓掌欢迎，夸赞,v.取代，替换，接替,v.申请，应用，适用,英[ә''plai] ,"[{""k"":""A"", ""v"":""v.捐赠，赠予""},{""k"":""B"",""v"":""v.鼓掌欢迎，夸赞""},{""k"":""C"",""v"":""v.取代，替换，接替""},{""k"":""D"",""v"":""v.申请，应用，适用""}]","('qitm:s05010','senior','en','N','D','apply','apply','英[ә''plai] ','[{""k"":""A"", ""v"":""v.捐赠，赠予""},{""k"":""B"",""v"":""v.鼓掌欢迎，夸赞""},{""k"":""C"",""v"":""v.取代，替换，接替""},{""k"":""D"",""v"":""v.申请，应用，适用""}]'),","('qitm:s05010','MEMBER','quiz:j18','{}'),"
qitm:s05011,senior,en,N,D,ache,ache,v.打扰，麻烦n.烦恼,v.控告，指责，指控,V.删除,v.&n.疼痛,英[eik] ,"[{""k"":""A"", ""v"":""v.打扰，麻烦n.烦恼""},{""k"":""B"",""v"":""v.控告，指责，指控""},{""k"":""C"",""v"":""V.删除""},{""k"":""D"",""v"":""v.&n.疼痛""}]","('qitm:s05011','senior','en','N','D','ache','ache','英[eik] ','[{""k"":""A"", ""v"":""v.打扰，麻烦n.烦恼""},{""k"":""B"",""v"":""v.控告，指责，指控""},{""k"":""C"",""v"":""V.删除""},{""k"":""D"",""v"":""v.&n.疼痛""}]'),","('qitm:s05011','MEMBER','quiz:j18','{}'),"
qitm:s05012,senior,en,N,A,apologise,apologise,v.道歉,V.激励，催促n.强烈欲望,v.狗叫n.狗吠声,v.采用，选定，收养,英[ә''pɔlәdʒaiz] (apologize),"[{""k"":""A"", ""v"":""v.道歉""},{""k"":""B"",""v"":""V.激励，催促n.强烈欲望""},{""k"":""C"",""v"":""v.狗叫n.狗吠声""},{""k"":""D"",""v"":""v.采用，选定，收养""}]","('qitm:s05012','senior','en','N','A','apologise','apologise','英[ә''pɔlәdʒaiz] (apologize)','[{""k"":""A"", ""v"":""v.道歉""},{""k"":""B"",""v"":""V.激励，催促n.强烈欲望""},{""k"":""C"",""v"":""v.狗叫n.狗吠声""},{""k"":""D"",""v"":""v.采用，选定，收养""}]'),","('qitm:s05012','MEMBER','quiz:j18','{}'),"
