id,level,subject,mchoice,ans,eword,title,opa,opb,opc,opd,desc,options,sql,members
qitm:s29000,senior,en,N,A,element,element,n.元素；要素；成分,n.证据；证明a.防……的,n.质量；品质；素质,n.侄女；外甥女,英[''elimәnt] ,"[{""k"":""A"", ""v"":""n.元素；要素；成分""},{""k"":""B"",""v"":""n.证据；证明a.防……的""},{""k"":""C"",""v"":""n.质量；品质；素质""},{""k"":""D"",""v"":""n.侄女；外甥女""}]","('qitm:s29000','senior','en','N','A','element','element','英[''elimәnt] ','[{""k"":""A"", ""v"":""n.元素；要素；成分""},{""k"":""B"",""v"":""n.证据；证明a.防……的""},{""k"":""C"",""v"":""n.质量；品质；素质""},{""k"":""D"",""v"":""n.侄女；外甥女""}]'),","('qitm:s29000','MEMBER','quiz:s29','{}'),"
qitm:s29001,senior,en,N,D,principle,principle,n.障碍；关卡；栅栏,n.职员；办事员；店员,n.记录；日志V.记入日志；伐木,n.原理；原则；法则,英[''prinsipl] ,"[{""k"":""A"", ""v"":""n.障碍；关卡；栅栏""},{""k"":""B"",""v"":""n.职员；办事员；店员""},{""k"":""C"",""v"":""n.记录；日志V.记入日志；伐木""},{""k"":""D"",""v"":""n.原理；原则；法则""}]","('qitm:s29001','senior','en','N','D','principle','principle','英[''prinsipl] ','[{""k"":""A"", ""v"":""n.障碍；关卡；栅栏""},{""k"":""B"",""v"":""n.职员；办事员；店员""},{""k"":""C"",""v"":""n.记录；日志V.记入日志；伐木""},{""k"":""D"",""v"":""n.原理；原则；法则""}]'),","('qitm:s29001','MEMBER','quiz:s29','{}'),"
qitm:s29002,senior,en,N,B,stuff,stuff,n.操作；手术；运营,n.材料；东西v.填塞,n.源泉；来源；出处,n.组织；纸巾,英[stʌf] ,"[{""k"":""A"", ""v"":""n.操作；手术；运营""},{""k"":""B"",""v"":""n.材料；东西v.填塞""},{""k"":""C"",""v"":""n.源泉；来源；出处""},{""k"":""D"",""v"":""n.组织；纸巾""}]","('qitm:s29002','senior','en','N','B','stuff','stuff','英[stʌf] ','[{""k"":""A"", ""v"":""n.操作；手术；运营""},{""k"":""B"",""v"":""n.材料；东西v.填塞""},{""k"":""C"",""v"":""n.源泉；来源；出处""},{""k"":""D"",""v"":""n.组织；纸巾""}]'),","('qitm:s29002','MEMBER','quiz:s29','{}'),"
qitm:s29003,senior,en,N,C,log,log,n.折扣v.打折扣；忽视,n.战略；策略,n.记录；日志V.记入日志；伐木,n.娱乐；消遣；款待,英[lɒg] ,"[{""k"":""A"", ""v"":""n.折扣v.打折扣；忽视""},{""k"":""B"",""v"":""n.战略；策略""},{""k"":""C"",""v"":""n.记录；日志V.记入日志；伐木""},{""k"":""D"",""v"":""n.娱乐；消遣；款待""}]","('qitm:s29003','senior','en','N','C','log','log','英[lɒg] ','[{""k"":""A"", ""v"":""n.折扣v.打折扣；忽视""},{""k"":""B"",""v"":""n.战略；策略""},{""k"":""C"",""v"":""n.记录；日志V.记入日志；伐木""},{""k"":""D"",""v"":""n.娱乐；消遣；款待""}]'),","('qitm:s29003','MEMBER','quiz:s29','{}'),"
qitm:s29004,senior,en,N,C,column,column,n.指南；准则；参考,n.责任；义务；职责,n.圆柱；专栏；纵行,n.职业；占领；占用,英[''kɒlәm] ,"[{""k"":""A"", ""v"":""n.指南；准则；参考""},{""k"":""B"",""v"":""n.责任；义务；职责""},{""k"":""C"",""v"":""n.圆柱；专栏；纵行""},{""k"":""D"",""v"":""n.职业；占领；占用""}]","('qitm:s29004','senior','en','N','C','column','column','英[''kɒlәm] ','[{""k"":""A"", ""v"":""n.指南；准则；参考""},{""k"":""B"",""v"":""n.责任；义务；职责""},{""k"":""C"",""v"":""n.圆柱；专栏；纵行""},{""k"":""D"",""v"":""n.职业；占领；占用""}]'),","('qitm:s29004','MEMBER','quiz:s29','{}'),"
qitm:s29005,senior,en,N,B,aid,aid,n.杂志；期刊；日志,n.&v.援助；救助,n.质量；品质；素质,n.侄女；外甥女,英[eid] ,"[{""k"":""A"", ""v"":""n.杂志；期刊；日志""},{""k"":""B"",""v"":""n.&v.援助；救助""},{""k"":""C"",""v"":""n.质量；品质；素质""},{""k"":""D"",""v"":""n.侄女；外甥女""}]","('qitm:s29005','senior','en','N','B','aid','aid','英[eid] ','[{""k"":""A"", ""v"":""n.杂志；期刊；日志""},{""k"":""B"",""v"":""n.&v.援助；救助""},{""k"":""C"",""v"":""n.质量；品质；素质""},{""k"":""D"",""v"":""n.侄女；外甥女""}]'),","('qitm:s29005','MEMBER','quiz:s29','{}'),"
qitm:s29006,senior,en,N,D,source,source,n.职业；专业；行业,n.诊所；门诊部,n.针；指针,n.源泉；来源；出处,英[sɒ:s] ,"[{""k"":""A"", ""v"":""n.职业；专业；行业""},{""k"":""B"",""v"":""n.诊所；门诊部""},{""k"":""C"",""v"":""n.针；指针""},{""k"":""D"",""v"":""n.源泉；来源；出处""}]","('qitm:s29006','senior','en','N','D','source','source','英[sɒ:s] ','[{""k"":""A"", ""v"":""n.职业；专业；行业""},{""k"":""B"",""v"":""n.诊所；门诊部""},{""k"":""C"",""v"":""n.针；指针""},{""k"":""D"",""v"":""n.源泉；来源；出处""}]'),","('qitm:s29006','MEMBER','quiz:s29','{}'),"
qitm:s29007,senior,en,N,C,appointment,appointment,n.运动；战役V.发起（或参加）活动,n.指甲；钉子V.将……钉牢,n.约会；任命；（任命的）职务,n.杂草v.除草,英[ә''pɒintmәnt] ,"[{""k"":""A"", ""v"":""n.运动；战役V.发起（或参加）活动""},{""k"":""B"",""v"":""n.指甲；钉子V.将……钉牢""},{""k"":""C"",""v"":""n.约会；任命；（任命的）职务""},{""k"":""D"",""v"":""n.杂草v.除草""}]","('qitm:s29007','senior','en','N','C','appointment','appointment','英[ә''pɒintmәnt] ','[{""k"":""A"", ""v"":""n.运动；战役V.发起（或参加）活动""},{""k"":""B"",""v"":""n.指甲；钉子V.将……钉牢""},{""k"":""C"",""v"":""n.约会；任命；（任命的）职务""},{""k"":""D"",""v"":""n.杂草v.除草""}]'),","('qitm:s29007','MEMBER','quiz:s29','{}'),"
qitm:s29008,senior,en,N,A,motion,motion,n.运动；移动V.做动作示意,n.债务；欠款,n.针；指针,n.政策；方针,英[''mәuʃәn] ,"[{""k"":""A"", ""v"":""n.运动；移动V.做动作示意""},{""k"":""B"",""v"":""n.债务；欠款""},{""k"":""C"",""v"":""n.针；指针""},{""k"":""D"",""v"":""n.政策；方针""}]","('qitm:s29008','senior','en','N','A','motion','motion','英[''mәuʃәn] ','[{""k"":""A"", ""v"":""n.运动；移动V.做动作示意""},{""k"":""B"",""v"":""n.债务；欠款""},{""k"":""C"",""v"":""n.针；指针""},{""k"":""D"",""v"":""n.政策；方针""}]'),","('qitm:s29008','MEMBER','quiz:s29','{}'),"
qitm:s29009,senior,en,N,B,movement,movement,n.材料；东西v.填塞,n.运动；移动；迁移,n.针；指针,n.政策；方针,英[''mu:vmәnt] ,"[{""k"":""A"", ""v"":""n.材料；东西v.填塞""},{""k"":""B"",""v"":""n.运动；移动；迁移""},{""k"":""C"",""v"":""n.针；指针""},{""k"":""D"",""v"":""n.政策；方针""}]","('qitm:s29009','senior','en','N','B','movement','movement','英[''mu:vmәnt] ','[{""k"":""A"", ""v"":""n.材料；东西v.填塞""},{""k"":""B"",""v"":""n.运动；移动；迁移""},{""k"":""C"",""v"":""n.针；指针""},{""k"":""D"",""v"":""n.政策；方针""}]'),","('qitm:s29009','MEMBER','quiz:s29','{}'),"
qitm:s29010,senior,en,N,A,athlete,athlete,n.运动员；选手,n.运动；移动；迁移,n.运动；移动V.做动作示意,n.原理；原则；法则,英[''æθli:t] ,"[{""k"":""A"", ""v"":""n.运动员；选手""},{""k"":""B"",""v"":""n.运动；移动；迁移""},{""k"":""C"",""v"":""n.运动；移动V.做动作示意""},{""k"":""D"",""v"":""n.原理；原则；法则""}]","('qitm:s29010','senior','en','N','A','athlete','athlete','英[''æθli:t] ','[{""k"":""A"", ""v"":""n.运动员；选手""},{""k"":""B"",""v"":""n.运动；移动；迁移""},{""k"":""C"",""v"":""n.运动；移动V.做动作示意""},{""k"":""D"",""v"":""n.原理；原则；法则""}]'),","('qitm:s29010','MEMBER','quiz:s29','{}'),"
qitm:s29011,senior,en,N,D,canal,canal,n.诊所；门诊部,n.粘土，泥土,n.圆柱；专栏；纵行,n.运河；水道,英[kә''næl] ,"[{""k"":""A"", ""v"":""n.诊所；门诊部""},{""k"":""B"",""v"":""n.粘土，泥土""},{""k"":""C"",""v"":""n.圆柱；专栏；纵行""},{""k"":""D"",""v"":""n.运河；水道""}]","('qitm:s29011','senior','en','N','D','canal','canal','英[kә''næl] ','[{""k"":""A"", ""v"":""n.诊所；门诊部""},{""k"":""B"",""v"":""n.粘土，泥土""},{""k"":""C"",""v"":""n.圆柱；专栏；纵行""},{""k"":""D"",""v"":""n.运河；水道""}]'),","('qitm:s29011','MEMBER','quiz:s29','{}'),"
