id,level,subject,mchoice,ans,eword,title,opa,opb,opc,opd,desc,options,sql,members
qitm:s22000,senior,en,N,A,stair,stair,n.楼梯；阶梯,n.路线；航线；路径,n.目标；对象；靶子,n.泥浆v.弄脏,英[stєә] ,"[{""k"":""A"", ""v"":""n.楼梯；阶梯""},{""k"":""B"",""v"":""n.路线；航线；路径""},{""k"":""C"",""v"":""n.目标；对象；靶子""},{""k"":""D"",""v"":""n.泥浆v.弄脏""}]","('qitm:s22000','senior','en','N','A','stair','stair','英[stєә] ','[{""k"":""A"", ""v"":""n.楼梯；阶梯""},{""k"":""B"",""v"":""n.路线；航线；路径""},{""k"":""C"",""v"":""n.目标；对象；靶子""},{""k"":""D"",""v"":""n.泥浆v.弄脏""}]'),","('qitm:s22000','MEMBER','quiz:s22','{}'),"
qitm:s22001,senior,en,N,C,deer,deer,n.毛毯；毯子v.覆盖,n.目标；对象；靶子,n.鹿,n.泥浆v.弄脏,英[diә] ,"[{""k"":""A"", ""v"":""n.毛毯；毯子v.覆盖""},{""k"":""B"",""v"":""n.目标；对象；靶子""},{""k"":""C"",""v"":""n.鹿""},{""k"":""D"",""v"":""n.泥浆v.弄脏""}]","('qitm:s22001','senior','en','N','C','deer','deer','英[diә] ','[{""k"":""A"", ""v"":""n.毛毯；毯子v.覆盖""},{""k"":""B"",""v"":""n.目标；对象；靶子""},{""k"":""C"",""v"":""n.鹿""},{""k"":""D"",""v"":""n.泥浆v.弄脏""}]'),","('qitm:s22001','MEMBER','quiz:s22','{}'),"
qitm:s22002,senior,en,N,B,route,route,n.民族；国家,n.路线；航线；路径,n.毛巾；手巾,n.美；美丽；美人,英[ru:t] ,"[{""k"":""A"", ""v"":""n.民族；国家""},{""k"":""B"",""v"":""n.路线；航线；路径""},{""k"":""C"",""v"":""n.毛巾；手巾""},{""k"":""D"",""v"":""n.美；美丽；美人""}]","('qitm:s22002','senior','en','N','B','route','route','英[ru:t] ','[{""k"":""A"", ""v"":""n.民族；国家""},{""k"":""B"",""v"":""n.路线；航线；路径""},{""k"":""C"",""v"":""n.毛巾；手巾""},{""k"":""D"",""v"":""n.美；美丽；美人""}]'),","('qitm:s22002','MEMBER','quiz:s22','{}'),"
qitm:s22003,senior,en,N,A,outline,outline,n.大纲；轮廓v.概述,n.暴力，暴行；激烈,n.面颊；脸蛋,n.蜂蜜a.亲爱的,英[''autlain] ,"[{""k"":""A"", ""v"":""n.大纲；轮廓v.概述""},{""k"":""B"",""v"":""n.暴力，暴行；激烈""},{""k"":""C"",""v"":""n.面颊；脸蛋""},{""k"":""D"",""v"":""n.蜂蜜a.亲爱的""}]","('qitm:s22003','senior','en','N','A','outline','outline','英[''autlain] ','[{""k"":""A"", ""v"":""n.大纲；轮廓v.概述""},{""k"":""B"",""v"":""n.暴力，暴行；激烈""},{""k"":""C"",""v"":""n.面颊；脸蛋""},{""k"":""D"",""v"":""n.蜂蜜a.亲爱的""}]'),","('qitm:s22003','MEMBER','quiz:s22','{}'),"
qitm:s22004,senior,en,N,B,camel,camel,n.面粉,n.骆驼,n.马戏团；杂技团,n.泥浆v.弄脏,英[''kæml] ,"[{""k"":""A"", ""v"":""n.面粉""},{""k"":""B"",""v"":""n.骆驼""},{""k"":""C"",""v"":""n.马戏团；杂技团""},{""k"":""D"",""v"":""n.泥浆v.弄脏""}]","('qitm:s22004','senior','en','N','B','camel','camel','英[''kæml] ','[{""k"":""A"", ""v"":""n.面粉""},{""k"":""B"",""v"":""n.骆驼""},{""k"":""C"",""v"":""n.马戏团；杂技团""},{""k"":""D"",""v"":""n.泥浆v.弄脏""}]'),","('qitm:s22004','MEMBER','quiz:s22','{}'),"
qitm:s22005,senior,en,N,D,performance,performance,n.路线；航线；路径,n.蘑菇v.迅速生长；采蘑菇,n.农业；农耕；农学,n.表演；表现；执行,英[pә''fɒ:mәns] ,"[{""k"":""A"", ""v"":""n.路线；航线；路径""},{""k"":""B"",""v"":""n.蘑菇v.迅速生长；采蘑菇""},{""k"":""C"",""v"":""n.农业；农耕；农学""},{""k"":""D"",""v"":""n.表演；表现；执行""}]","('qitm:s22005','senior','en','N','D','performance','performance','英[pә''fɒ:mәns] ','[{""k"":""A"", ""v"":""n.路线；航线；路径""},{""k"":""B"",""v"":""n.蘑菇v.迅速生长；采蘑菇""},{""k"":""C"",""v"":""n.农业；农耕；农学""},{""k"":""D"",""v"":""n.表演；表现；执行""}]'),","('qitm:s22005','MEMBER','quiz:s22','{}'),"
qitm:s22006,senior,en,N,D,lawyer,lawyer,n.内科医生,n.目标；球门；射门,n.目击者；证人v.目击,n.律师；法学家,英[''lɒ:jә] ,"[{""k"":""A"", ""v"":""n.内科医生""},{""k"":""B"",""v"":""n.目标；球门；射门""},{""k"":""C"",""v"":""n.目击者；证人v.目击""},{""k"":""D"",""v"":""n.律师；法学家""}]","('qitm:s22006','senior','en','N','D','lawyer','lawyer','英[''lɒ:jә] ','[{""k"":""A"", ""v"":""n.内科医生""},{""k"":""B"",""v"":""n.目标；球门；射门""},{""k"":""C"",""v"":""n.目击者；证人v.目击""},{""k"":""D"",""v"":""n.律师；法学家""}]'),","('qitm:s22006','MEMBER','quiz:s22','{}'),"
qitm:s22007,senior,en,N,B,marathon,marathon,n.农业；农耕；农学,n.马拉松赛跑,n.目标；对象；靶子,n.庙宇，寺院；太阳穴,英[''mærәθәn] ,"[{""k"":""A"", ""v"":""n.农业；农耕；农学""},{""k"":""B"",""v"":""n.马拉松赛跑""},{""k"":""C"",""v"":""n.目标；对象；靶子""},{""k"":""D"",""v"":""n.庙宇，寺院；太阳穴""}]","('qitm:s22007','senior','en','N','B','marathon','marathon','英[''mærәθәn] ','[{""k"":""A"", ""v"":""n.农业；农耕；农学""},{""k"":""B"",""v"":""n.马拉松赛跑""},{""k"":""C"",""v"":""n.目标；对象；靶子""},{""k"":""D"",""v"":""n.庙宇，寺院；太阳穴""}]'),","('qitm:s22007','MEMBER','quiz:s22','{}'),"
qitm:s22008,senior,en,N,C,circus,circus,n.耐心；忍耐,n.马拉松赛跑,n.马戏团；杂技团,n.名誉；名声；声望,英[''sә:kәs] ,"[{""k"":""A"", ""v"":""n.耐心；忍耐""},{""k"":""B"",""v"":""n.马拉松赛跑""},{""k"":""C"",""v"":""n.马戏团；杂技团""},{""k"":""D"",""v"":""n.名誉；名声；声望""}]","('qitm:s22008','senior','en','N','C','circus','circus','英[''sә:kәs] ','[{""k"":""A"", ""v"":""n.耐心；忍耐""},{""k"":""B"",""v"":""n.马拉松赛跑""},{""k"":""C"",""v"":""n.马戏团；杂技团""},{""k"":""D"",""v"":""n.名誉；名声；声望""}]'),","('qitm:s22008','MEMBER','quiz:s22','{}'),"
qitm:s22009,senior,en,N,D,satisfaction,satisfaction,n.蜂蜜a.亲爱的,n.耐心；忍耐,n.马戏团；杂技团,n.满足；满意,英[.sætis''fækʃәn] ,"[{""k"":""A"", ""v"":""n.蜂蜜a.亲爱的""},{""k"":""B"",""v"":""n.耐心；忍耐""},{""k"":""C"",""v"":""n.马戏团；杂技团""},{""k"":""D"",""v"":""n.满足；满意""}]","('qitm:s22009','senior','en','N','D','satisfaction','satisfaction','英[.sætis''fækʃәn] ','[{""k"":""A"", ""v"":""n.蜂蜜a.亲爱的""},{""k"":""B"",""v"":""n.耐心；忍耐""},{""k"":""C"",""v"":""n.马戏团；杂技团""},{""k"":""D"",""v"":""n.满足；满意""}]'),","('qitm:s22009','MEMBER','quiz:s22','{}'),"
