id,level,subject,mchoice,ans,eword,title,opa,opb,opc,opd,desc,options,sql,members
qitm:j21000,junior,en,N,C,oil,oil,n.真相;实情;事实;,n.长者;长辈;年纪较大者;,n.油；燃料,n.淋浴器;淋浴间;淋浴;阵雨;v.(洗)淋浴;洒落;,英[ɒil] ,"[{""k"":""A"", ""v"":""n.真相;实情;事实;""},{""k"":""B"",""v"":""n.长者;长辈;年纪较大者;""},{""k"":""C"",""v"":""n.油；燃料""},{""k"":""D"",""v"":""n.淋浴器;淋浴间;淋浴;阵雨;v.(洗)淋浴;洒落;""}]","('qitm:j21000','junior','en','N','C','oil','oil','英[ɒil] ','[{""k"":""A"", ""v"":""n.真相;实情;事实;""},{""k"":""B"",""v"":""n.长者;长辈;年纪较大者;""},{""k"":""C"",""v"":""n.油；燃料""},{""k"":""D"",""v"":""n.淋浴器;淋浴间;淋浴;阵雨;v.(洗)淋浴;洒落;""}]'),","('qitm:j21000','MEMBER','quiz:j21','{}'),"
qitm:j21001,junior,en,N,B,paint,paint,"n.	座位，有…座位的;有…座的;v.向…提供座位;(使)就座;坐;",n.&v.绘画；油漆,n.淋浴器;淋浴间;淋浴;阵雨;v.(洗)淋浴;洒落;,n.礼物;赠品;天赋;天才;v.白送;白给;,英[peint] ,"[{""k"":""A"", ""v"":""n.	座位，有…座位的;有…座的;v.向…提供座位;(使)就座;坐;""},{""k"":""B"",""v"":""n.&v.绘画；油漆""},{""k"":""C"",""v"":""n.淋浴器;淋浴间;淋浴;阵雨;v.(洗)淋浴;洒落;""},{""k"":""D"",""v"":""n.礼物;赠品;天赋;天才;v.白送;白给;""}]","('qitm:j21001','junior','en','N','B','paint','paint','英[peint] ','[{""k"":""A"", ""v"":""n.	座位，有…座位的;有…座的;v.向…提供座位;(使)就座;坐;""},{""k"":""B"",""v"":""n.&v.绘画；油漆""},{""k"":""C"",""v"":""n.淋浴器;淋浴间;淋浴;阵雨;v.(洗)淋浴;洒落;""},{""k"":""D"",""v"":""n.礼物;赠品;天赋;天才;v.白送;白给;""}]'),","('qitm:j21001','MEMBER','quiz:j21','{}'),"
qitm:j21002,junior,en,N,B,swimming,swimming,n.自豪;骄傲;自尊心;自尊;尊严;v.使得意，以...自豪;,n.游泳,n.组;群;批;类;簇;集团;(尤指流行音乐的)演奏组，乐团，乐队;v.(使)成群，成组，聚集;,n.语法;文法;,英[''swimiŋ] ,"[{""k"":""A"", ""v"":""n.自豪;骄傲;自尊心;自尊;尊严;v.使得意，以...自豪;""},{""k"":""B"",""v"":""n.游泳""},{""k"":""C"",""v"":""n.组;群;批;类;簇;集团;(尤指流行音乐的)演奏组，乐团，乐队;v.(使)成群，成组，聚集;""},{""k"":""D"",""v"":""n.语法;文法;""}]","('qitm:j21002','junior','en','N','B','swimming','swimming','英[''swimiŋ] ','[{""k"":""A"", ""v"":""n.自豪;骄傲;自尊心;自尊;尊严;v.使得意，以...自豪;""},{""k"":""B"",""v"":""n.游泳""},{""k"":""C"",""v"":""n.组;群;批;类;簇;集团;(尤指流行音乐的)演奏组，乐团，乐队;v.(使)成群，成组，聚集;""},{""k"":""D"",""v"":""n.语法;文法;""}]'),","('qitm:j21002','MEMBER','quiz:j21','{}'),"
qitm:j21003,junior,en,N,A,friendship,friendship,n.友谊、友情,n.游泳,n.政府;内阁;,n.礼物;赠品;天赋;天才;v.白送;白给;,英[ˈfrendʃɪp] ,"[{""k"":""A"", ""v"":""n.友谊、友情""},{""k"":""B"",""v"":""n.游泳""},{""k"":""C"",""v"":""n.政府;内阁;""},{""k"":""D"",""v"":""n.礼物;赠品;天赋;天才;v.白送;白给;""}]","('qitm:j21003','junior','en','N','A','friendship','friendship','英[ˈfrendʃɪp] ','[{""k"":""A"", ""v"":""n.友谊、友情""},{""k"":""B"",""v"":""n.游泳""},{""k"":""C"",""v"":""n.政府;内阁;""},{""k"":""D"",""v"":""n.礼物;赠品;天赋;天才;v.白送;白给;""}]'),","('qitm:j21003','MEMBER','quiz:j21','{}'),"
qitm:j21004,junior,en,N,C,adventage,adventage,n.纸;纸张;v.贴壁纸;,"n.原谅;宽恕;v.	原谅;",n.好处、优势、有利于,"n.	座位，有…座位的;有…座的;v.向…提供座位;(使)就座;坐;",英[ədˈvɑːntɪdʒ] ,"[{""k"":""A"", ""v"":""n.纸;纸张;v.贴壁纸;""},{""k"":""B"",""v"":""n.原谅;宽恕;v.	原谅;""},{""k"":""C"",""v"":""n.好处、优势、有利于""},{""k"":""D"",""v"":""n.	座位，有…座位的;有…座的;v.向…提供座位;(使)就座;坐;""}]","('qitm:j21004','junior','en','N','C','adventage','adventage','英[ədˈvɑːntɪdʒ] ','[{""k"":""A"", ""v"":""n.纸;纸张;v.贴壁纸;""},{""k"":""B"",""v"":""n.原谅;宽恕;v.	原谅;""},{""k"":""C"",""v"":""n.好处、优势、有利于""},{""k"":""D"",""v"":""n.	座位，有…座位的;有…座的;v.向…提供座位;(使)就座;坐;""}]'),","('qitm:j21004','MEMBER','quiz:j21','{}'),"
qitm:j21005,junior,en,N,C,fishman,fishman,n.云;云朵;,n.照片;相片;v.拍照;照相,n.渔夫、渔民,n.重量;v.在…上加重量;使负重;,英[ˈfɪʃˌmæn] ,"[{""k"":""A"", ""v"":""n.云;云朵;""},{""k"":""B"",""v"":""n.照片;相片;v.拍照;照相""},{""k"":""C"",""v"":""n.渔夫、渔民""},{""k"":""D"",""v"":""n.重量;v.在…上加重量;使负重;""}]","('qitm:j21005','junior','en','N','C','fishman','fishman','英[ˈfɪʃˌmæn] ','[{""k"":""A"", ""v"":""n.云;云朵;""},{""k"":""B"",""v"":""n.照片;相片;v.拍照;照相""},{""k"":""C"",""v"":""n.渔夫、渔民""},{""k"":""D"",""v"":""n.重量;v.在…上加重量;使负重;""}]'),","('qitm:j21005','MEMBER','quiz:j21','{}'),"
qitm:j21006,junior,en,N,A,grammar,grammar,n.语法;文法;,n.词典;字典;,n.好处、优势、有利于,n.杂志;期刊;,英[ˈɡræmə(r)] ,"[{""k"":""A"", ""v"":""n.语法;文法;""},{""k"":""B"",""v"":""n.词典;字典;""},{""k"":""C"",""v"":""n.好处、优势、有利于""},{""k"":""D"",""v"":""n.杂志;期刊;""}]","('qitm:j21006','junior','en','N','A','grammar','grammar','英[ˈɡræmə(r)] ','[{""k"":""A"", ""v"":""n.语法;文法;""},{""k"":""B"",""v"":""n.词典;字典;""},{""k"":""C"",""v"":""n.好处、优势、有利于""},{""k"":""D"",""v"":""n.杂志;期刊;""}]'),","('qitm:j21006','MEMBER','quiz:j21','{}'),"
qitm:j21007,junior,en,N,C,language,language,n.作家;作者;著者;,n.门厅;正门过道;(大楼内的)走廊;礼堂;大厅;,n.语言;语言文字;言语;说话;,n.礼物;赠品;天赋;天才;v.白送;白给;,英[ˈlæŋɡwɪdʒ] ,"[{""k"":""A"", ""v"":""n.作家;作者;著者;""},{""k"":""B"",""v"":""n.门厅;正门过道;(大楼内的)走廊;礼堂;大厅;""},{""k"":""C"",""v"":""n.语言;语言文字;言语;说话;""},{""k"":""D"",""v"":""n.礼物;赠品;天赋;天才;v.白送;白给;""}]","('qitm:j21007','junior','en','N','C','language','language','英[ˈlæŋɡwɪdʒ] ','[{""k"":""A"", ""v"":""n.作家;作者;著者;""},{""k"":""B"",""v"":""n.门厅;正门过道;(大楼内的)走廊;礼堂;大厅;""},{""k"":""C"",""v"":""n.语言;语言文字;言语;说话;""},{""k"":""D"",""v"":""n.礼物;赠品;天赋;天才;v.白送;白给;""}]'),","('qitm:j21007','MEMBER','quiz:j21','{}'),"
qitm:j21008,junior,en,N,A,bathroom,bathroom,n.浴室;盥洗室;洗手间;卫生间;,n.组;群;批;类;簇;集团;(尤指流行音乐的)演奏组，乐团，乐队;v.(使)成群，成组，聚集;,n.竹;竹子;,n.总统;国家主席;会长，院长，主席;银行行长;总经理;董事长;总裁;,英[ˈbɑːθruːm] ,"[{""k"":""A"", ""v"":""n.浴室;盥洗室;洗手间;卫生间;""},{""k"":""B"",""v"":""n.组;群;批;类;簇;集团;(尤指流行音乐的)演奏组，乐团，乐队;v.(使)成群，成组，聚集;""},{""k"":""C"",""v"":""n.竹;竹子;""},{""k"":""D"",""v"":""n.总统;国家主席;会长，院长，主席;银行行长;总经理;董事长;总裁;""}]","('qitm:j21008','junior','en','N','A','bathroom','bathroom','英[ˈbɑːθruːm] ','[{""k"":""A"", ""v"":""n.浴室;盥洗室;洗手间;卫生间;""},{""k"":""B"",""v"":""n.组;群;批;类;簇;集团;(尤指流行音乐的)演奏组，乐团，乐队;v.(使)成群，成组，聚集;""},{""k"":""C"",""v"":""n.竹;竹子;""},{""k"":""D"",""v"":""n.总统;国家主席;会长，院长，主席;银行行长;总经理;董事长;总裁;""}]'),","('qitm:j21008','MEMBER','quiz:j21','{}'),"
qitm:j21009,junior,en,N,C,pardon,pardon,n.竹;竹子;,"n.adj.紫色的;华丽的文辞;雕琢的章句;n.	紫色;紫（红）衣，紫袍;帝位，皇权;皇族;vi.	使成紫色变紫;","n.原谅;宽恕;v.	原谅;",n.照片;相片;v.拍照;照相,英[ˈpɑːdn] ,"[{""k"":""A"", ""v"":""n.竹;竹子;""},{""k"":""B"",""v"":""n.adj.紫色的;华丽的文辞;雕琢的章句;n.	紫色;紫（红）衣，紫袍;帝位，皇权;皇族;vi.	使成紫色变紫;""},{""k"":""C"",""v"":""n.原谅;宽恕;v.	原谅;""},{""k"":""D"",""v"":""n.照片;相片;v.拍照;照相""}]","('qitm:j21009','junior','en','N','C','pardon','pardon','英[ˈpɑːdn] ','[{""k"":""A"", ""v"":""n.竹;竹子;""},{""k"":""B"",""v"":""n.adj.紫色的;华丽的文辞;雕琢的章句;n.	紫色;紫（红）衣，紫袍;帝位，皇权;皇族;vi.	使成紫色变紫;""},{""k"":""C"",""v"":""n.原谅;宽恕;v.	原谅;""},{""k"":""D"",""v"":""n.照片;相片;v.拍照;照相""}]'),","('qitm:j21009','MEMBER','quiz:j21','{}'),"
qitm:j21010,junior,en,N,D,circle,circle,n.董事;理事;经理;导演;,n.语言;语言文字;言语;说话;,n.自然界;大自然;,n.圆;圆圈;v.圈出;圈起;,英[ˈsɜːkl] ,"[{""k"":""A"", ""v"":""n.董事;理事;经理;导演;""},{""k"":""B"",""v"":""n.语言;语言文字;言语;说话;""},{""k"":""C"",""v"":""n.自然界;大自然;""},{""k"":""D"",""v"":""n.圆;圆圈;v.圈出;圈起;""}]","('qitm:j21010','junior','en','N','D','circle','circle','英[ˈsɜːkl] ','[{""k"":""A"", ""v"":""n.董事;理事;经理;导演;""},{""k"":""B"",""v"":""n.语言;语言文字;言语;说话;""},{""k"":""C"",""v"":""n.自然界;大自然;""},{""k"":""D"",""v"":""n.圆;圆圈;v.圈出;圈起;""}]'),","('qitm:j21010','MEMBER','quiz:j21','{}'),"
qitm:j21011,junior,en,N,B,cloud,cloud,v.放;置;使处于;以…为…设置背景;n.一套，一副,n.云;云朵;,n.账单;v.给(某人)开账单,n.好处、优势、有利于,英[klaʊd] ,"[{""k"":""A"", ""v"":""v.放;置;使处于;以…为…设置背景;n.一套，一副""},{""k"":""B"",""v"":""n.云;云朵;""},{""k"":""C"",""v"":""n.账单;v.给(某人)开账单""},{""k"":""D"",""v"":""n.好处、优势、有利于""}]","('qitm:j21011','junior','en','N','B','cloud','cloud','英[klaʊd] ','[{""k"":""A"", ""v"":""v.放;置;使处于;以…为…设置背景;n.一套，一副""},{""k"":""B"",""v"":""n.云;云朵;""},{""k"":""C"",""v"":""n.账单;v.给(某人)开账单""},{""k"":""D"",""v"":""n.好处、优势、有利于""}]'),","('qitm:j21011','MEMBER','quiz:j21','{}'),"
