id,level,subject,mchoice,ans,eword,title,opa,opb,opc,opd,desc,options,sql,members
qitm:j17000,junior,en,N,C,daughter,daughter,n.千米，公里,n.建议；忠告；劝告,n.女儿,n.气球,英[''dɒ:tә] ,"[{""k"":""A"", ""v"":""n.千米，公里""},{""k"":""B"",""v"":""n.建议；忠告；劝告""},{""k"":""C"",""v"":""n.女儿""},{""k"":""D"",""v"":""n.气球""}]","('qitm:j17000','junior','en','N','C','daughter','daughter','英[''dɒ:tә] ','[{""k"":""A"", ""v"":""n.千米，公里""},{""k"":""B"",""v"":""n.建议；忠告；劝告""},{""k"":""C"",""v"":""n.女儿""},{""k"":""D"",""v"":""n.气球""}]'),","('qitm:j17000','MEMBER','quiz:j17','{}'),"
qitm:j17001,junior,en,N,A,lady,lady,n.女士；小姐,n.女演员,n.亲属a.相对的,n.女式衬衫；宽松上衣,英[''leidi] ,"[{""k"":""A"", ""v"":""n.女士；小姐""},{""k"":""B"",""v"":""n.女演员""},{""k"":""C"",""v"":""n.亲属a.相对的""},{""k"":""D"",""v"":""n.女式衬衫；宽松上衣""}]","('qitm:j17001','junior','en','N','A','lady','lady','英[''leidi] ','[{""k"":""A"", ""v"":""n.女士；小姐""},{""k"":""B"",""v"":""n.女演员""},{""k"":""C"",""v"":""n.亲属a.相对的""},{""k"":""D"",""v"":""n.女式衬衫；宽松上衣""}]'),","('qitm:j17001','MEMBER','quiz:j17','{}'),"
qitm:j17002,junior,en,N,A,actress,actress,n.女演员,n.巧克力,n.屏幕；屏风,n.瓶子,英[''æktris] ,"[{""k"":""A"", ""v"":""n.女演员""},{""k"":""B"",""v"":""n.巧克力""},{""k"":""C"",""v"":""n.屏幕；屏风""},{""k"":""D"",""v"":""n.瓶子""}]","('qitm:j17002','junior','en','N','A','actress','actress','英[''æktris] ','[{""k"":""A"", ""v"":""n.女演员""},{""k"":""B"",""v"":""n.巧克力""},{""k"":""C"",""v"":""n.屏幕；屏风""},{""k"":""D"",""v"":""n.瓶子""}]'),","('qitm:j17002','MEMBER','quiz:j17','{}'),"
qitm:j17003,junior,en,N,D,blouse,blouse,n.瓶子,n.日历,n.风吹；吹气；打击,n.女式衬衫；宽松上衣,英[blauz] ,"[{""k"":""A"", ""v"":""n.瓶子""},{""k"":""B"",""v"":""n.日历""},{""k"":""C"",""v"":""n.风吹；吹气；打击""},{""k"":""D"",""v"":""n.女式衬衫；宽松上衣""}]","('qitm:j17003','junior','en','N','D','blouse','blouse','英[blauz] ','[{""k"":""A"", ""v"":""n.瓶子""},{""k"":""B"",""v"":""n.日历""},{""k"":""C"",""v"":""n.风吹；吹气；打击""},{""k"":""D"",""v"":""n.女式衬衫；宽松上衣""}]'),","('qitm:j17003','MEMBER','quiz:j17','{}'),"
qitm:j17004,junior,en,N,C,Europe,Europe,n.标记；痕迹v.签名,n.高山；山脉；山区,n.欧洲；欧盟,n.森林，树林,英[''juәrәp] ,"[{""k"":""A"", ""v"":""n.标记；痕迹v.签名""},{""k"":""B"",""v"":""n.高山；山脉；山区""},{""k"":""C"",""v"":""n.欧洲；欧盟""},{""k"":""D"",""v"":""n.森林，树林""}]","('qitm:j17004','junior','en','N','C','Europe','Europe','英[''juәrәp] ','[{""k"":""A"", ""v"":""n.标记；痕迹v.签名""},{""k"":""B"",""v"":""n.高山；山脉；山区""},{""k"":""C"",""v"":""n.欧洲；欧盟""},{""k"":""D"",""v"":""n.森林，树林""}]'),","('qitm:j17004','MEMBER','quiz:j17','{}'),"
qitm:j17005,junior,en,N,B,blow,blow,n.女儿,n.风吹；吹气；打击,n.平日；工作日,n.女式衬衫；宽松上衣,英[blәu] ,"[{""k"":""A"", ""v"":""n.女儿""},{""k"":""B"",""v"":""n.风吹；吹气；打击""},{""k"":""C"",""v"":""n.平日；工作日""},{""k"":""D"",""v"":""n.女式衬衫；宽松上衣""}]","('qitm:j17005','junior','en','N','B','blow','blow','英[blәu] ','[{""k"":""A"", ""v"":""n.女儿""},{""k"":""B"",""v"":""n.风吹；吹气；打击""},{""k"":""C"",""v"":""n.平日；工作日""},{""k"":""D"",""v"":""n.女式衬衫；宽松上衣""}]'),","('qitm:j17005','MEMBER','quiz:j17','{}'),"
qitm:j17006,junior,en,N,A,volleyball,volleyball,n.排球,n.三明治,n.沙子；沙地；沙滩,n.钱，金钱；货币,英[''vɒlibɒ:l] ,"[{""k"":""A"", ""v"":""n.排球""},{""k"":""B"",""v"":""n.三明治""},{""k"":""C"",""v"":""n.沙子；沙地；沙滩""},{""k"":""D"",""v"":""n.钱，金钱；货币""}]","('qitm:j17006','junior','en','N','A','volleyball','volleyball','英[''vɒlibɒ:l] ','[{""k"":""A"", ""v"":""n.排球""},{""k"":""B"",""v"":""n.三明治""},{""k"":""C"",""v"":""n.沙子；沙地；沙滩""},{""k"":""D"",""v"":""n.钱，金钱；货币""}]'),","('qitm:j17006','MEMBER','quiz:j17','{}'),"
qitm:j17007,junior,en,N,A,dish,dish,n.盘；一盘菜，一道菜,n.赛跑，竞赛；种族,n.欧洲；欧盟,n.巧克力,英[diʃ] ,"[{""k"":""A"", ""v"":""n.盘；一盘菜，一道菜""},{""k"":""B"",""v"":""n.赛跑，竞赛；种族""},{""k"":""C"",""v"":""n.欧洲；欧盟""},{""k"":""D"",""v"":""n.巧克力""}]","('qitm:j17007','junior','en','N','A','dish','dish','英[diʃ] ','[{""k"":""A"", ""v"":""n.盘；一盘菜，一道菜""},{""k"":""B"",""v"":""n.赛跑，竞赛；种族""},{""k"":""C"",""v"":""n.欧洲；欧盟""},{""k"":""D"",""v"":""n.巧克力""}]'),","('qitm:j17007','MEMBER','quiz:j17','{}'),"
qitm:j17008,junior,en,N,A,side,side,n.边；侧面v.支持,n.寝室，卧室,n.女式衬衫；宽松上衣,.日记；日记本,英[said] ,"[{""k"":""A"", ""v"":""n.边；侧面v.支持""},{""k"":""B"",""v"":""n.寝室，卧室""},{""k"":""C"",""v"":""n.女式衬衫；宽松上衣""},{""k"":""D"",""v"":"".日记；日记本""}]","('qitm:j17008','junior','en','N','A','side','side','英[said] ','[{""k"":""A"", ""v"":""n.边；侧面v.支持""},{""k"":""B"",""v"":""n.寝室，卧室""},{""k"":""C"",""v"":""n.女式衬衫；宽松上衣""},{""k"":""D"",""v"":"".日记；日记本""}]'),","('qitm:j17008','MEMBER','quiz:j17','{}'),"
qitm:j17009,junior,en,N,C,training,training,n.日本人；日语a.日本的,n.日历,n.培训，训练,n.风吹；吹气；打击,英[''treiniŋ] ,"[{""k"":""A"", ""v"":""n.日本人；日语a.日本的""},{""k"":""B"",""v"":""n.日历""},{""k"":""C"",""v"":""n.培训，训练""},{""k"":""D"",""v"":""n.风吹；吹气；打击""}]","('qitm:j17009','junior','en','N','C','training','training','英[''treiniŋ] ','[{""k"":""A"", ""v"":""n.日本人；日语a.日本的""},{""k"":""B"",""v"":""n.日历""},{""k"":""C"",""v"":""n.培训，训练""},{""k"":""D"",""v"":""n.风吹；吹气；打击""}]'),","('qitm:j17009','MEMBER','quiz:j17','{}'),"
