id,level,subject,mchoice,ans,eword,title,opa,opb,opc,opd,desc,options,sql,members
qitm:p06000,primary,en,N,B,red,red,n.那里ad.在那里,n.红色a.红色的,n.季节,n.连衣裙v.穿衣,英[red] ,"[{""k"":""A"", ""v"":""n.那里ad.在那里""},{""k"":""B"",""v"":""n.红色a.红色的""},{""k"":""C"",""v"":""n.季节""},{""k"":""D"",""v"":""n.连衣裙v.穿衣""}]","('qitm:p06000','primary','en','N','B','red','red','英[red] ','[{""k"":""A"", ""v"":""n.那里ad.在那里""},{""k"":""B"",""v"":""n.红色a.红色的""},{""k"":""C"",""v"":""n.季节""},{""k"":""D"",""v"":""n.连衣裙v.穿衣""}]'),","('qitm:p06000','MEMBER','quiz:p06','{}'),"
qitm:p06001,primary,en,N,B,monkey,monkey,n.奶牛,n.猴子,n.教师,n.假期,英[''mʌŋki] ,"[{""k"":""A"", ""v"":""n.奶牛""},{""k"":""B"",""v"":""n.猴子""},{""k"":""C"",""v"":""n.教师""},{""k"":""D"",""v"":""n.假期""}]","('qitm:p06001','primary','en','N','B','monkey','monkey','英[''mʌŋki] ','[{""k"":""A"", ""v"":""n.奶牛""},{""k"":""B"",""v"":""n.猴子""},{""k"":""C"",""v"":""n.教师""},{""k"":""D"",""v"":""n.假期""}]'),","('qitm:p06001','MEMBER','quiz:p06','{}'),"
qitm:p06002,primary,en,N,D,lake,lake,n.面条,n.名字v.命名,n.蓝色a.蓝色的,n.湖,英[leik] ,"[{""k"":""A"", ""v"":""n.面条""},{""k"":""B"",""v"":""n.名字v.命名""},{""k"":""C"",""v"":""n.蓝色a.蓝色的""},{""k"":""D"",""v"":""n.湖""}]","('qitm:p06002','primary','en','N','D','lake','lake','英[leik] ','[{""k"":""A"", ""v"":""n.面条""},{""k"":""B"",""v"":""n.名字v.命名""},{""k"":""C"",""v"":""n.蓝色a.蓝色的""},{""k"":""D"",""v"":""n.湖""}]'),","('qitm:p06002','MEMBER','quiz:p06','{}'),"
qitm:p06003,primary,en,N,A,nurse,nurse,n.护士,n.路；方式,n.年,n.面包,英[nә:s] ,"[{""k"":""A"", ""v"":""n.护士""},{""k"":""B"",""v"":""n.路；方式""},{""k"":""C"",""v"":""n.年""},{""k"":""D"",""v"":""n.面包""}]","('qitm:p06003','primary','en','N','A','nurse','nurse','英[nә:s] ','[{""k"":""A"", ""v"":""n.护士""},{""k"":""B"",""v"":""n.路；方式""},{""k"":""C"",""v"":""n.年""},{""k"":""D"",""v"":""n.面包""}]'),","('qitm:p06003','MEMBER','quiz:p06','{}'),"
qitm:p06004,primary,en,N,C,flower,flower,n.教师,n.帽子,n.花,n.猴子,英[''flauә] ,"[{""k"":""A"", ""v"":""n.教师""},{""k"":""B"",""v"":""n.帽子""},{""k"":""C"",""v"":""n.花""},{""k"":""D"",""v"":""n.猴子""}]","('qitm:p06004','primary','en','N','C','flower','flower','英[''flauә] ','[{""k"":""A"", ""v"":""n.教师""},{""k"":""B"",""v"":""n.帽子""},{""k"":""C"",""v"":""n.花""},{""k"":""D"",""v"":""n.猴子""}]'),","('qitm:p06004','MEMBER','quiz:p06','{}'),"
qitm:p06005,primary,en,N,D,train,train,n.机器,n.奶奶；外婆,n.母亲,n.火车v.培训,英[trein] ,"[{""k"":""A"", ""v"":""n.机器""},{""k"":""B"",""v"":""n.奶奶；外婆""},{""k"":""C"",""v"":""n.母亲""},{""k"":""D"",""v"":""n.火车v.培训""}]","('qitm:p06005','primary','en','N','D','train','train','英[trein] ','[{""k"":""A"", ""v"":""n.机器""},{""k"":""B"",""v"":""n.奶奶；外婆""},{""k"":""C"",""v"":""n.母亲""},{""k"":""D"",""v"":""n.火车v.培训""}]'),","('qitm:p06005','MEMBER','quiz:p06','{}'),"
qitm:p06006,primary,en,N,B,machine,machine,n.男孩,n.机器,n.帽子,n.奶牛,英[mә''ʃi:n] ,"[{""k"":""A"", ""v"":""n.男孩""},{""k"":""B"",""v"":""n.机器""},{""k"":""C"",""v"":""n.帽子""},{""k"":""D"",""v"":""n.奶牛""}]","('qitm:p06006','primary','en','N','B','machine','machine','英[mә''ʃi:n] ','[{""k"":""A"", ""v"":""n.男孩""},{""k"":""B"",""v"":""n.机器""},{""k"":""C"",""v"":""n.帽子""},{""k"":""D"",""v"":""n.奶牛""}]'),","('qitm:p06006','MEMBER','quiz:p06','{}'),"
qitm:p06007,primary,en,N,A,chicken,chicken,n.鸡；鸡肉a.胆怯的,n.老虎,n.奶牛,n.家ad.到家,英[''tʃikin] ,"[{""k"":""A"", ""v"":""n.鸡；鸡肉a.胆怯的""},{""k"":""B"",""v"":""n.老虎""},{""k"":""C"",""v"":""n.奶牛""},{""k"":""D"",""v"":""n.家ad.到家""}]","('qitm:p06007','primary','en','N','A','chicken','chicken','英[''tʃikin] ','[{""k"":""A"", ""v"":""n.鸡；鸡肉a.胆怯的""},{""k"":""B"",""v"":""n.老虎""},{""k"":""C"",""v"":""n.奶牛""},{""k"":""D"",""v"":""n.家ad.到家""}]'),","('qitm:p06007','MEMBER','quiz:p06','{}'),"
qitm:p06008,primary,en,N,B,season,season,n.帽子,n.季节,n.教师,n.奶奶；外婆,英[''si:zn] ,"[{""k"":""A"", ""v"":""n.帽子""},{""k"":""B"",""v"":""n.季节""},{""k"":""C"",""v"":""n.教师""},{""k"":""D"",""v"":""n.奶奶；外婆""}]","('qitm:p06008','primary','en','N','B','season','season','英[''si:zn] ','[{""k"":""A"", ""v"":""n.帽子""},{""k"":""B"",""v"":""n.季节""},{""k"":""C"",""v"":""n.教师""},{""k"":""D"",""v"":""n.奶奶；外婆""}]'),","('qitm:p06008','MEMBER','quiz:p06','{}'),"
qitm:p06009,primary,en,N,D,home,home,n.门,n.橘子a.橘色的,n.路；方式,n.家ad.到家,英[hәum] ,"[{""k"":""A"", ""v"":""n.门""},{""k"":""B"",""v"":""n.橘子a.橘色的""},{""k"":""C"",""v"":""n.路；方式""},{""k"":""D"",""v"":""n.家ad.到家""}]","('qitm:p06009','primary','en','N','D','home','home','英[hәum] ','[{""k"":""A"", ""v"":""n.门""},{""k"":""B"",""v"":""n.橘子a.橘色的""},{""k"":""C"",""v"":""n.路；方式""},{""k"":""D"",""v"":""n.家ad.到家""}]'),","('qitm:p06009','MEMBER','quiz:p06','{}'),"
