id,level,subject,mchoice,ans,eword,title,opa,opb,opc,opd,desc,options,sql
"qitm:j11000","junior","N","D","anyone","anyone","num.&n.五","pron.一个都没有，没人","num.&n.第二十","pron.任何人，无论谁","英['eniwʌn] "
"qitm:j11001","junior","N","A","anybody","anybody","pron.任何人，无论谁","pron.我们自己","pron.任何人，无论谁","num.&n.U!","英['enibɒdi] "
"qitm:j11002","junior","N","A","themselves","themselves","pron.他（她；它）们自己","num.&n.第六","num.第一ad.第一次；最先n.起初","num.&n.五","英[ðәm'selvz] "
"qitm:j11003","junior","N","C","himself","himself","num.&n・六","num.&n.四十","pron.他自己，他本人","num.&n.第二十","英[him'self] "
"qitm:j11004","junior","N","A","itself","itself","pron.它自己","num.&n.第六","pron•我的（所有物）n.矿井","num.&n.十二","英[it'self] "
"qitm:j11005","junior","N","C","hers","hers","num.&n.U!","pron.它自己","pron.她的","num.&n.十九","英[hә:z] "
"qitm:j11006","junior","N","A","herself","herself","pron.她自己，她本人","pron•我的（所有物）n.矿井","num.&n.十","num.&n.五","英[hә:'self] "
"qitm:j11007","junior","N","A","ours","ours","pron.我们的（所有物）","num.&n.第一卜","pron.我们自己","num.&n.十五","英['auәz] "
"qitm:j11008","junior","N","B","yours","yours","pron.他自己，他本人","pron.你（们）的（所有物）","num.&n.第十二","num.&n.十一","英[juәz] "
"qitm:j11009","junior","N","D","mine","mine","num.&n・六","num.&n.十三","pron.他自己，他本人","pron•我的（所有物）n.矿井","英[main] "
"qitm:j11010","junior","N","D","ourselves","ourselves","pron.你（们）的（所有物）","num.&n.九","num.&n.第三","pron.我们自己","英[.auә'selvz] "
"qitm:j11011","junior","N","B","myself","myself","num.&n.十一","pron.我自己","num.&n.第八","num.&n.四十","英[mai'self] "
"qitm:j11012","junior","N","A","none","none","pron.一个都没有，没人","pron.她的","pron.它自己","pron.他（她；它）们自己","英[nʌn] "
"qitm:j11013","junior","N","D","first","first","pron.他自己，他本人","num.&n.U!","num.&n.十六","num.第一ad.第一次；最先n.起初","英[fә:st] "
"qitm:j11014","junior","N","D","hundred","hundred","n.&num.零；零度","num.&n.三","num.&n，二","num.&n.一百","英['hʌndrәd] "
"qitm:j11015","junior","N","B","eight","eight","num.&pron.&n.一，一个","num.&n.八","pron.你（们）的（所有物）","num.&n，二","英[eit] "
"qitm:j11016","junior","N","B","eighty","eighty","num.&n.第七","num.&n.八十","num.&n.十六","num.&n.六一","英['eiti] "
"qitm:j11017","junior","N","D","eighth","eighth","pron.它自己","pron.你（们）的（所有物）","pron.任何人，无论谁","num.&n.第八","英[eitθ] "
"qitm:j11018","junior","N","D","twentieth","twentieth","num.&n.六一","num.&n.一百","num.&n.第十二","num.&n.第二十","英['twentiiθ] "
"qitm:j11019","junior","N","D","ninth","ninth","num.&n，一~匕","num.&n.九","num.&n・六","num.&n.第九","英[nainθ] "
"qitm:j11020","junior","N","D","sixth","sixth","n.&num.零；零度","pron•我的（所有物）n.矿井","num.&n.八十","num.&n.第六","英[siksθ] "
"qitm:j11021","junior","N","D","seventh","seventh","num.&n.十八","num.&pron.&n.一，一个","num.&n.十二","num.&n.第七","英['sevnθ] "
"qitm:j11022","junior","N","C","third","third","num.&n.五","n.&num.零；零度","num.&n.第三","num.&n.第一卜","英[θә:d] "
"qitm:j11023","junior","N","C","tenth","tenth","num.&n.十四","num.&n.第二十","num.&n.第一卜","pron.任何人，无论谁","英[tenθ] "
"qitm:j11024","junior","N","B","twelfth","twelfth","n.&num.零；零度","num.&n.第十二","num.&n.九","num.&pron.&n.一，一个","英[twelfθ] "
"qitm:j11025","junior","N","D","fourth","fourth","num.&n.九","num.&n.第六","num.&n.四十","num.&n.第四","英[fɒ:θ] "
"qitm:j11026","junior","N","C","fifth","fifth","pron.他自己，他本人","num.&n.五十","num.&n.第五","num.&n.三","英[fifθ] "
"qitm:j11027","junior","N","B","two","two","num.&n.十四","num.&n，二","num.&n.十九","num.&n.五十","英[tu:] "
"qitm:j11028","junior","N","C","twenty","twenty","num.&n.第一卜","num.&n，二","num.&n.二十","num.&n.第三","英['twenti] "
"qitm:j11029","junior","N","C","nine","nine","pron.他自己，他本人","pron.任何人，无论谁","num.&n.九","num.&n.十六","英[nain] "
"qitm:j11030","junior","N","D","ninety","ninety","num.&n.十四","pron.任何人，无论谁","num.&n.第三","num.&n.九十","英['nainti] "
"qitm:j11031","junior","N","A","six","six","num.&n・六","num.&n.一百","num.&n.九十","num.&n.十四","英[siks] "
"qitm:j11032","junior","N","B","sixty","sixty","pron.它自己","num.&n.六一","num.&n.十四","num.&n.第八","英['siksti] "
"qitm:j11033","junior","N","B","seven","seven","num.&n.五","num.&n•七","num.&n.八","num.&n.第一卜","英['sevn] "
"qitm:j11034","junior","N","B","seventy","seventy","num.第一ad.第一次；最先n.起初","num.&n.七十","num.&n•七","num.&n.十八","英['sevnti] "
"qitm:j11035","junior","N","C","three","three","n.&num.零；零度","num.&n.三十","num.&n.三","num.&n，一~匕","英[θri:] "
