id,level,subject,mchoice,ans,eword,title,opa,opb,opc,opd,desc,options,sql,members
qitm:s24000,senior,en,N,B,mankind,mankind,n.事件；插曲,n.人类,n.使命；任务,n.战士；士兵；军人,英[mæn''kaind] ,"[{""k"":""A"", ""v"":""n.事件；插曲""},{""k"":""B"",""v"":""n.人类""},{""k"":""C"",""v"":""n.使命；任务""},{""k"":""D"",""v"":""n.战士；士兵；军人""}]","('qitm:s24000','senior','en','N','B','mankind','mankind','英[mæn''kaind] ','[{""k"":""A"", ""v"":""n.事件；插曲""},{""k"":""B"",""v"":""n.人类""},{""k"":""C"",""v"":""n.使命；任务""},{""k"":""D"",""v"":""n.战士；士兵；军人""}]'),","('qitm:s24000','MEMBER','quiz:s24','{}'),"
qitm:s24001,senior,en,N,D,directory,directory,n.生态；生态学,n.失败；不及格；故障,n.舌头；言语v.舔,n.电话本；目录,英[di''rektәri] ,"[{""k"":""A"", ""v"":""n.生态；生态学""},{""k"":""B"",""v"":""n.失败；不及格；故障""},{""k"":""C"",""v"":""n.舌头；言语v.舔""},{""k"":""D"",""v"":""n.电话本；目录""}]","('qitm:s24001','senior','en','N','D','directory','directory','英[di''rektәri] ','[{""k"":""A"", ""v"":""n.生态；生态学""},{""k"":""B"",""v"":""n.失败；不及格；故障""},{""k"":""C"",""v"":""n.舌头；言语v.舔""},{""k"":""D"",""v"":""n.电话本；目录""}]'),","('qitm:s24001','MEMBER','quiz:s24','{}'),"
qitm:s24002,senior,en,N,B,crowd,crowd,n.事务；私事；私通,n.人群v.聚集；拥挤,n.生物；生物学,n.扇子；粉丝v.煽动,英[kraud] ,"[{""k"":""A"", ""v"":""n.事务；私事；私通""},{""k"":""B"",""v"":""n.人群v.聚集；拥挤""},{""k"":""C"",""v"":""n.生物；生物学""},{""k"":""D"",""v"":""n.扇子；粉丝v.煽动""}]","('qitm:s24002','senior','en','N','B','crowd','crowd','英[kraud] ','[{""k"":""A"", ""v"":""n.事务；私事；私通""},{""k"":""B"",""v"":""n.人群v.聚集；拥挤""},{""k"":""C"",""v"":""n.生物；生物学""},{""k"":""D"",""v"":""n.扇子；粉丝v.煽动""}]'),","('qitm:s24002','MEMBER','quiz:s24','{}'),"
qitm:s24003,senior,en,N,A,mercy,mercy,n.仁慈；怜悯；宽恕,n.时间表；计划表v.安排,n.申请人；请求者,n.舌头；言语v.舔,英[''mә:si] ,"[{""k"":""A"", ""v"":""n.仁慈；怜悯；宽恕""},{""k"":""B"",""v"":""n.时间表；计划表v.安排""},{""k"":""C"",""v"":""n.申请人；请求者""},{""k"":""D"",""v"":""n.舌头；言语v.舔""}]","('qitm:s24003','senior','en','N','A','mercy','mercy','英[''mә:si] ','[{""k"":""A"", ""v"":""n.仁慈；怜悯；宽恕""},{""k"":""B"",""v"":""n.时间表；计划表v.安排""},{""k"":""C"",""v"":""n.申请人；请求者""},{""k"":""D"",""v"":""n.舌头；言语v.舔""}]'),","('qitm:s24003','MEMBER','quiz:s24','{}'),"
qitm:s24004,senior,en,N,C,recognition,recognition,n.内容；目录a.满足的,n.塞子；插头v.塞住,n.认出；识别；承认,n.十；十年,英[.rekәg''niʃәn] ,"[{""k"":""A"", ""v"":""n.内容；目录a.满足的""},{""k"":""B"",""v"":""n.塞子；插头v.塞住""},{""k"":""C"",""v"":""n.认出；识别；承认""},{""k"":""D"",""v"":""n.十；十年""}]","('qitm:s24004','senior','en','N','C','recognition','recognition','英[.rekәg''niʃәn] ','[{""k"":""A"", ""v"":""n.内容；目录a.满足的""},{""k"":""B"",""v"":""n.塞子；插头v.塞住""},{""k"":""C"",""v"":""n.认出；识别；承认""},{""k"":""D"",""v"":""n.十；十年""}]'),","('qitm:s24004','MEMBER','quiz:s24','{}'),"
qitm:s24005,senior,en,N,D,volume,volume,n.内容；目录a.满足的,n.伤害；损害；受伤处,n.儒家；儒学；儒家思想,n.容积；音量,英[''vɒljum] ,"[{""k"":""A"", ""v"":""n.内容；目录a.满足的""},{""k"":""B"",""v"":""n.伤害；损害；受伤处""},{""k"":""C"",""v"":""n.儒家；儒学；儒家思想""},{""k"":""D"",""v"":""n.容积；音量""}]","('qitm:s24005','senior','en','N','D','volume','volume','英[''vɒljum] ','[{""k"":""A"", ""v"":""n.内容；目录a.满足的""},{""k"":""B"",""v"":""n.伤害；损害；受伤处""},{""k"":""C"",""v"":""n.儒家；儒学；儒家思想""},{""k"":""D"",""v"":""n.容积；音量""}]'),","('qitm:s24005','MEMBER','quiz:s24','{}'),"
qitm:s24006,senior,en,N,C,content,content,n.塞子；插头v.塞住,n.入口；进入,n.内容；目录a.满足的,n.使命；任务,英[kәn''tent] ,"[{""k"":""A"", ""v"":""n.塞子；插头v.塞住""},{""k"":""B"",""v"":""n.入口；进入""},{""k"":""C"",""v"":""n.内容；目录a.满足的""},{""k"":""D"",""v"":""n.使命；任务""}]","('qitm:s24006','senior','en','N','C','content','content','英[kәn''tent] ','[{""k"":""A"", ""v"":""n.塞子；插头v.塞住""},{""k"":""B"",""v"":""n.入口；进入""},{""k"":""C"",""v"":""n.内容；目录a.满足的""},{""k"":""D"",""v"":""n.使命；任务""}]'),","('qitm:s24006','MEMBER','quiz:s24','{}'),"
qitm:s24007,senior,en,N,B,capacity,capacity,n.事务；私事；私通,n.容量；能力；生产力,n.软件,n.设备；装备；器材,英[kә''pæsiti] ,"[{""k"":""A"", ""v"":""n.事务；私事；私通""},{""k"":""B"",""v"":""n.容量；能力；生产力""},{""k"":""C"",""v"":""n.软件""},{""k"":""D"",""v"":""n.设备；装备；器材""}]","('qitm:s24007','senior','en','N','B','capacity','capacity','英[kә''pæsiti] ','[{""k"":""A"", ""v"":""n.事务；私事；私通""},{""k"":""B"",""v"":""n.容量；能力；生产力""},{""k"":""C"",""v"":""n.软件""},{""k"":""D"",""v"":""n.设备；装备；器材""}]'),","('qitm:s24007','MEMBER','quiz:s24','{}'),"
qitm:s24008,senior,en,N,A,Confucianism,Confucianism,n.儒家；儒学；儒家思想,n.人群v.聚集；拥挤,n.身份；特征；一致,n.舌头；言语v.舔,英[kәn''fju:ʃjәnizm] ,"[{""k"":""A"", ""v"":""n.儒家；儒学；儒家思想""},{""k"":""B"",""v"":""n.人群v.聚集；拥挤""},{""k"":""C"",""v"":""n.身份；特征；一致""},{""k"":""D"",""v"":""n.舌头；言语v.舔""}]","('qitm:s24008','senior','en','N','A','Confucianism','Confucianism','英[kәn''fju:ʃjәnizm] ','[{""k"":""A"", ""v"":""n.儒家；儒学；儒家思想""},{""k"":""B"",""v"":""n.人群v.聚集；拥挤""},{""k"":""C"",""v"":""n.身份；特征；一致""},{""k"":""D"",""v"":""n.舌头；言语v.舔""}]'),","('qitm:s24008','MEMBER','quiz:s24','{}'),"
qitm:s24009,senior,en,N,D,cream,cream,n.省，省份；领域,n.塞子；插头v.塞住,n.扇子；粉丝v.煽动,n.奶油；面霜,英[kri:m] ,"[{""k"":""A"", ""v"":""n.省，省份；领域""},{""k"":""B"",""v"":""n.塞子；插头v.塞住""},{""k"":""C"",""v"":""n.扇子；粉丝v.煽动""},{""k"":""D"",""v"":""n.奶油；面霜""}]","('qitm:s24009','senior','en','N','D','cream','cream','英[kri:m] ','[{""k"":""A"", ""v"":""n.省，省份；领域""},{""k"":""B"",""v"":""n.塞子；插头v.塞住""},{""k"":""C"",""v"":""n.扇子；粉丝v.煽动""},{""k"":""D"",""v"":""n.奶油；面霜""}]'),","('qitm:s24009','MEMBER','quiz:s24','{}'),"
