seq,word,symbol,tense,paraphrase
01/50,red,英［red]美[世田],,n.红色a.红色的
02/50,monkey,英［mAijki]美［mA()ki],,n.猴子
03/50,lake,英［leik]美［lek],,n.湖
04/50,nurse,英［n3：s]美［n3rs],,n.护士
05/50,flower,英[flauMa)]美［'flag],,n.花
06/50,train,英［trem]美［tren],,n.火车v.培训
07/50,machine,英[]美［mnjin],,n.机器
08/50,chicken,英[tfikm]美[Jikon],,n.鸡；鸡肉a.胆怯的
09/50,season,英[si:zn]美［sizon],,n.季节
10/50,home,英［hcom]美［hoom],,n.家ad.到家
11/50,family,英[能1加用美［他mli],,n.家庭
12/50,holiday,英［hDbdei]美[habdei],,n.假期
13/50,river,英［nvo(r)]美［'nv》],,n.江；河
14/50,teacher,英［%#([)]美-ig],,n.教师
15/50,street,英［stri:t]美［strit],,n.街，街道
16/50,sister,英[sisto(r)]美[sista],,n.姐；妹
17/50,police,英［P9'li：s]美［polis],,n.警察
18/50,orange,英［Anndy]美[onndyl],,n.橘子a.橘色的
19/50,party,英[pa：ti]美[parti],,n.聚会；党派
20/50,science,英[saions]美[saions],,n.科学
21/50,lesson,英［lesn]美［kssn],,n.课：教训I
22/50,trousers,英［traozoz]美[trauznrz],,n.裤子
23/50,crayon,英［kreion]美［kremn],,n.蜡笔
24/50,blue,英［bhK]美［bhl],,n.蓝色a.蓝色的
25/50,basketball,英[ba:skitbo:l]baeskitbol],,n.篮球
26/50,tiger,英[taigo(r)]美[],,n.老虎
27/50,dress,英［dres]美［dres],,n.连衣裙v.穿衣
28/50,face,英[声s]美［fbs],,n.脸v.面向
29/50,way,英［wei]美［we],,n.路：方式
30/50,mum,英［mAm]美［mAtn],,n.妈妈
31/50,horse,英［ho:s]美［hers],,n.马
32/50,cat,英［kaet]美［kaet],,n.猫
33/50,sweater,英[swet”r)]美［swwB],,n.毛衣
34/50,cap,英［k和]美［kaep],,n.帽子
35/50,door,英［do:(r)]美［cbrdor]n.f],,n.门
36/50,sheep,英LH：p]美LHP],(复she叩),n.绵羊
37/50,bread,英［bred]美［bred],,n.而包
38/50,noodle,英[mi:叫美［nudl],,n.而条
39/50,card,英［ka:d]美［kard],,n.名片；纸牌
40/50,name,英［neim]美［nem],,n.名字v.命名
41/50,mother,英[mA6o(r)]美［mA。6],(mom；mum),n.母亲
42/50,there,英[衣的以]美[展r],,n.那里ad.在那里
43/50,grandmother,英[gnenmA6o(r)]美[grsendmA6»],(grandma),n.奶奶：外婆
44/50,cow,英［kau]美［kau],,n.奶牛
45/50,shirt,英[向t]美［f3rt],,n.男衬衫
46/50,boy,英［boi]美［b河],,n.男孩
47/50,year,英[(r)]美［jir],,n.年
48/50,bird,英［b3：d]美grd],,n鸣
49/50,milk,英［milk]美knilk],,n.牛奶
50/50,farm,英［firm]美［fhrm],,n.农场；农庄,
