seq,word
1,阿
2,啊
3,哎
4,哀
5,唉
6,埃
7,挨
8,癌
9,矮
10,艾
11,爱
12,碍
13,安
14,氨
15,俺
16,岸
17,按
18,案
19,暗
20,昂
21,凹
22,熬
23,傲
24,奥
25,澳
26,八
27,巴
28,叭
29,吧
30,拔
31,把
32,坝
33,爸
34,罢
35,霸
36,白
37,百
38,柏
39,摆
40,败
41,拜
42,班
43,般
44,颁
45,斑
46,搬
47,板
48,版
49,办
50,半
51,伴
52,扮
53,瓣
54,邦
55,帮
56,膀
57,傍
58,棒
59,包
60,胞
61,宝
62,饱
63,保
64,堡
65,报
66,抱
67,豹
68,暴
69,爆
70,卑
71,杯
72,悲
73,碑
74,北
75,贝
76,备
77,背
78,倍
79,被
80,辈
81,奔
82,本
83,崩
84,逼
85,鼻
86,比
87,彼
88,笔
89,币
90,必
91,毕
92,闭
93,辟
94,碧
95,蔽
96,壁
97,避
98,臂
99,边
100,编
101,蝙
102,鞭
103,扁
104,便
105,变
106,遍
107,辨
108,辩
109,标
110,表
111,别
112,宾
113,滨
114,冰
115,兵
116,丙
117,柄
118,饼
119,并
120,病
121,拨
122,波
123,玻
124,剥
125,播
126,脖
127,伯
128,驳
129,泊
130,勃
131,博
132,搏
133,膊
134,薄
135,卜
136,补
137,捕
138,不
139,布
140,步
141,部
142,擦
143,猜
144,才
145,材
146,财
147,裁
148,釆
149,彩
150,踩
151,菜
152,蔡
153,参
154,餐
155,残
156,蚕
157,惨
158,灿
159,仓
160,苍
161,舱
162,藏
163,操
164,曹
165,槽
166,草
167,册
168,侧
169,测
170,策
171,层
172,叉
173,插
174,查
175,茶
176,察
177,差
178,拆
179,柴
180,缠
181,产
182,阐
183,颤
184,昌
185,长
186,肠
187,尝
188,偿
189,常
190,厂
191,场
192,畅
193,倡
194,唱
195,抄
196,超
197,巢
198,朝
199,潮
200,吵
201,炒
202,车
203,扯
204,彻
205,撤
206,尘
207,臣
208,沉
209,陈
210,晨
211,衬
212,称
213,趁
214,撑
215,成
216,呈
217,承
218,诚
219,城
220,乘
221,惩
222,程
223,橙
224,吃
225,池
226,驰
227,迟
228,持
229,匙
230,尺
231,齿
232,斥
233,赤
234,翅
235,充
236,冲
237,虫
238,崇
239,抽
240,仇
241,绸
242,愁
243,筹
244,酬
245,丑
246,瞅
247,臭
248,出
249,初
250,除
251,厨
252,础
253,储
254,楚
255,处
256,触
257,川
258,穿
259,传
260,船
261,喘
262,串
263,窗
264,床
265,闯
266,创
267,吹
268,垂
269,锤
270,春
271,纯
272,唇
273,醇
274,词
275,瓷
276,慈
277,辞
278,磁
279,雌
280,此
281,次
282,刺
283,匆
284,葱
285,聪
286,从
287,丛
288,凑
289,粗
290,促
291,催
292,脆
293,翠
294,村
295,存
296,寸
297,措
298,错
299,搭
300,达
301,答
302,打
303,大
304,呆
305,代
306,带
307,待
308,袋
309,逮
310,戴
311,丹
312,单
313,担
314,胆
315,旦
316,但
317,诞
318,弹
319,淡
320,蛋
321,氮
322,当
323,挡
324,党
325,荡
326,刀
327,导
328,岛
329,倒
330,蹈
331,到
332,盗
333,道
334,稻
335,得
336,德
337,的
338,灯
339,登
340,等
341,邓
342,凳
343,瞪
344,低
345,堤
346,滴
347,迪
348,敌
349,笛
350,底
351,抵
352,地
353,弟
354,帝
355,递
356,第
357,颠
358,典
359,点
360,电
361,店
362,垫
363,淀
364,殿
365,雕
366,吊
367,钓
368,调
369,掉
370,爹
371,跌
372,叠
373,蝶
374,丁
375,叮
376,盯
377,钉
378,顶
379,订
380,定
381,丢
382,东
383,冬
384,懂
385,动
386,冻
387,洞
388,都
389,斗
390,抖
391,陡
392,豆
393,督
394,毒
395,读
396,独
397,堵
398,赌
399,杜
400,肚
401,度
402,渡
403,端
404,短
405,段
406,断
407,锻
408,堆
409,队
410,对
411,吨
412,敦
413,蹲
414,盾
415,顿
416,多
417,夺
418,朵
419,躲
420,俄
421,鹅
422,额
423,恶
424,饿
425,鳄
426,恩
427,儿
428,而
429,尔
430,耳
431,二
432,发
433,乏
434,伐
435,罚
436,阀
437,法
438,帆
439,番
440,翻
441,凡
442,烦
443,繁
444,反
445,返
446,犯
447,泛
448,饭
449,范
450,贩
451,方
452,坊
453,芳
454,防
455,妨
456,房
457,肪
458,仿
459,访
460,纺
461,放
462,飞
463,非
464,啡
465,菲
466,肥
467,废
468,沸
469,肺
470,费
471,分
472,纷
473,芬
474,坟
475,粉
476,份
477,奋
478,愤
479,粪
480,丰
481,风
482,枫
483,封
484,疯
485,峰
486,锋
487,蜂
488,冯
489,逢
490,缝
491,凤
492,奉
493,佛
494,否
495,夫
496,肤
497,孵
498,弗
499,伏
500,扶
501,服
502,浮
503,符
504,幅
505,福
506,辐
507,蝠
508,抚
509,府
510,辅
511,腐
512,父
513,付
514,妇
515,负
516,附
517,复
518,赴
519,副
520,傅
521,富
522,赋
523,腹
524,覆
525,该
526,改
527,钙
528,盖
529,溉
530,概
531,干
532,甘
533,杆
534,肝
535,赶
536,敢
537,感
538,刚
539,纲
540,缸
541,钢
542,岗
543,港
544,高
545,搞
546,稿
547,告
548,戈
549,哥
550,胳
551,鸽
552,割
553,歌
554,阁
555,革
556,格
557,隔
558,葛
559,个
560,各
561,给
562,根
563,跟
564,更
565,耕
566,工
567,弓
568,公
569,功
570,攻
571,供
572,官
573,恭
574,巩
575,拱
576,共
577,贡
578,勾
579,沟
580,钩
581,狗
582,构
583,购
584,够
585,估
586,咕
587,姑
588,孤
589,菇
590,古
591,谷
592,股
593,骨
594,鼓
595,固
596,故
597,顾
598,瓜
599,刮
600,挂
601,拐
602,怪
603,关
604,观
605,官
606,冠
607,馆
608,管
609,贯
610,惯
611,灌
612,罐
613,光
614,广
615,归
616,龟
617,规
618,硅
619,轨
620,鬼
621,柜
622,贵
623,桂
624,滚
625,棍
626,郭
627,锅
628,国
629,果
630,裹
631,过
632,哈
633,孩
634,海
635,害
636,含
637,函
638,寒
639,韩
