id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzs29000","senior","N","C","element","英「chmont］ ","n.指南；准则；参考","n.长廊：画廊；美术馆","n.元素：要素；成分","n.面料：结构；建筑物结构","","","",""
"meqzs29001","senior","N","B","principle","美［Wbmont］ ","n.记录；日志V.记入日志；伐木","n.原理：原则：法则","n.哲学","n.职员；办事员；店员","","","",""
"meqzs29002","senior","N","D","stuff","英［stAf］美［stAf］ ","n.灾难；灾祸","n.运动；战役V.发起（或参加）活动","n.完整性；正直；诚实；","n.材料：东西v.填塞","","","",""
"meqzs29003","senior","N","D","log","英口Dg］美［b:g］ ","n.债务；欠款","n.证书；执照；文凭","n.组织;纸巾","n.记录；日志V.记入日志；伐木","","","",""
"meqzs29004","senior","N","D","column","英［kubm］美［kahrn］ ","n.诊所；门诊部","n.指南；准则；参考","n.粘土，泥土","n.圆柱；专栏；纵行","","","",""
"meqzs29005","senior","N","D","aid","英［eid］美［ed］ ","n.运动；移动V.做动作示意","n.记录；日志V.记入日志；伐木","n.战略；策略","n.&v.援助；救助","","","",""
"meqzs29006","senior","N","C","source","英［so:s］美［sors］ ","n.原理：原则：法则","n.长度；篇幅","n.源泉；来源；出处","n.运动；移动；迁移","","","",""
"meqzs29007","senior","N","B","appointment","英b'pointimnt］ ","n.职业；占领：占用","n.约会；任命：（任命的）职务","n.摘要；总结a.概括的","n.杂志；期刊；日志","","","",""
"meqzs29008","senior","N","B","motion","英「m。响美［mo响 ","n.政策；方针","n.运动；移动V.做动作示意","n.侄子：外甥","n.摘要；总结a.概括的","","","",""
"meqzs29009","senior","N","B","movement","美［'muvmnnt］ ","n.运河；水道","n.运动；移动；迁移","n.折扣v.打折扣；忽视","n.指甲；钉子V.将……钉牢","","","",""
"meqzs29010","senior","N","C","athlete","英「演间美［在0Jit］ ","n.餐后甜点；甜品","n.长度；篇幅","n.运动员；选手","n.针：指针","","","",""
"meqzs29011","senior","N","D","canal","英［ko'nsel］美［ko'nael ","n.杂志；期刊；日志","n.证书；执照；文凭","n.运动；战役V.发起（或参加）活动","n.运河；水道","","","",""
"meqzs29012","senior","N","B","operation","英Op。reijh］ ","n.灾难；灾祸","n.操作；手术；运营","n.长廊：画廊；美术馆","n.长度；篇幅","","","",""
"meqzs29013","senior","N","D","weed","英［wi:d］美［wid］ ","n.约会；任命：（任命的）职务","n.侄女;外甥女","n.长廊：画廊；美术馆","n.杂草v.除草","","","",""
"meqzs29014","senior","N","C","journal","英［由3皿］美［gml］ ","n.针：指针","n.章节；部分；截面","n.杂志；期刊；日志","n.证据；证明a.防……的","","","",""
"meqzs29015","senior","N","C","disaster","英［di'za:st0(r)］ ","n.针：指针","n.指甲；钉子V.将……钉牢","n.灾难；灾祸","n.摘要；总结a.概括的","","","",""
"meqzs29016","senior","N","B","responsibility","美［nspanso'bibti］ ","n.元素：要素；成分","n.责任；义务；职责","n.杂志；期刊；日志","n.障碍；关卡；栅栏","","","",""
"meqzs29017","senior","N","A","barrier","英［'basrio(r)］美「txer ","n.障碍；关卡；栅栏","n.运动员；选手","n.粘土，泥土","n.原理：原则：法则","","","",""
"meqzs29018","senior","N","D","summary","英「SAimri］美「SAiwri］ ","n.面料：结构；建筑物结构","n.杂志；期刊；日志","n.约会；任命：（任命的）职务","n.摘要；总结a.概括的","","","",""
"meqzs29019","senior","N","C","debt","英［det］美口的 ","n.章；回；篇","n.娱乐；消遣；款待","n.债务；欠款","n.材料：东西v.填塞","","","",""
"meqzs29020","senior","N","D","clay","英［kle】］美［kle］ ","n.诊所；门诊部","n.约会；任命：（任命的）职务","n.组织;纸巾","n.粘土，泥土","","","",""
"meqzs29021","senior","N","A","exhibition","英Leksibijh］ ","n.展览会；展览","n.材料：东西v.填塞","n.长度；篇幅","n.证据；证明a.防……的","","","",""
