id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzj18000","junior","N","A","community","^［karnju:n9ti］ ","n.社区；社团","n.七月","n.首都；资本；大写字母","n.市场，集市","","","",""
"meqzj18001","junior","N","C","gentleman","^［djentlman］ ","n.胜利","n.二月","n.先生；绅士;","n.塔；塔楼","","","",""
"meqzj18002","junior","N","D","life","英［laif］美口aif］ （复lives）","n.九月","n.思想；思考；想法","n.石头;石块","n.生命；生活","","","",""
"meqzj18003","junior","N","D","business","英「biznos］ ","n.手指","n.九月","n.诗歌","n.商业；生意；事情","","","",""
"meqzj18004","junior","N","A","noise","英［noiz］美［noiz］ ","n.噪音；杂音;喧闹声","n.世纪；百年","n.手指","n.石头;石块","","","",""
"meqzj18005","junior","N","B","rope","英gup］美［roop］ ","n.世界；世间；天下","n.绳子","n.手提包；手袋","n.胜利","","","",""
"meqzj18006","junior","N","B","line","英［lain］美［lain］ ","n.实验室","n.线条；行","n.水平线；水平","n.九月","","","",""
"meqzj18007","junior","N","D","Christmas","英「knsmos］ ","n.社区；社团","n.老鼠；鼠标","n.水平线；水平","n.圣诞节","","","",""
"meqzj18008","junior","N","A","victory","美「knsmos］ ","n.胜利","n.生命；生活","n.思想；思考；想法","n.诗歌","","","",""
"meqzj18009","junior","N","B","poem","英「viktori］ ","n.空气；天空；气氛","n.诗歌","n.孙子","n.数字；数量","","","",""
"meqzj18010","junior","N","D","lion","英「匕1。川美「匕1。川 ","n.社区；社团","n.一月","n.九月","n.狮子","","","",""
"meqzj18011","junior","N","B","December","英［di'sembo（r）］ ","n.噪音；杂音;喧闹声","n.十二月","n.讨论，议论","n.数字；数量","","","",""
"meqzj18012","junior","N","D","June","英版11：川美历阿 ","n.十月","n.石头;石块","n.孙子","n.六月","","","",""
"meqzj18013","junior","N","A","September","美［s£p&mba］ ","n.九月","n.生命；生活","n.一月","n.世界；世间；天下","","","",""
"meqzj18014","junior","N","D","May","英［mei］美［me］ ","n.世纪；百年","n.糖","n.数字；数量","n.五月","","","",""
"meqzj18015","junior","N","D","August","英［0：'gASt］ ","n.老鼠；鼠标","n.实验室","n.塔；塔楼","n.八月","","","",""
"meqzj18016","junior","N","A","March","英［ma:5美［martn ","n.三月","n.先生；绅士;","n.交谈；会话；会谈","n.首都；资本；大写字母","","","",""
"meqzj18017","junior","N","D","July","英［dw'lai］ ","n.市场，集市","n.手提包；手袋","n.时期，时代","n.七月","","","",""
"meqzj18018","junior","N","B","February","美口3。’喇 ","n.生命；生活","n.二月","n.圣诞节","n.六月","","","",""
"meqzj18019","junior","N","A","April","英［eipnl］ ","n.四月","n.十二月","n.世纪；百年","n.十一月","","","",""
"meqzj18020","junior","N","A","January","英「fbbruori^［dsaenjuari］ ","n.一月","n.塔；塔楼","n.二月","n.交谈；会话；会谈","","","",""
"meqzj18021","junior","N","A","November","美「fbbrueri］^［naovemb9（r］ ","n.十一月","n.时期，时代","n.十月","n.石头;石块","","","",""
"meqzj18022","junior","N","A","October","英［Dk'tgobo（r）］ ","n.十月","n.诗歌","n.孙女","n.商业；生意；事情","","","",""
"meqzj18023","junior","N","D","stone","英［stoun］美［stoun］ ","n.市场，集市","n.糖","n.八月","n.石头;石块","","","",""
"meqzj18024","junior","N","A","period","英「period］ ","n.时期，时代","n.手提包；手袋","n.实验室","n.二月","","","",""
"meqzj18025","junior","N","C","lab","英［laeb］美［曲b］ (=laboratory)","n.线条；行","n.水平线；水平","n.实验室","n.时期，时代","","","",""
"meqzj18026","junior","N","C","century","英「sen^bri］ ","n.四月","n.世界；世间；天下","n.世纪；百年","n.十月","","","",""
"meqzj18027","junior","N","D","world","英［W3：ld］美［W3rld］ ","n.三月","n.太平洋","n.八月","n.世界；世间；天下","","","",""
