id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzs09000","senior","N","D","extra","英「ekstra］美［ekstro］ ","a.非凡的;特别的;离奇的","a.错误的；假的；虚伪的","a.经济的；经济学的","a.额外的ad.特别地:非常","","","",""
"meqzs09001","senior","N","B","legal","英美「lig叫 ","a.活的；现存的n.生活","a.法律的；法定的;合法的","a.固体的；结实的n.固体","a.尴尬的;难堪的;不好意思的","","","",""
"meqzs09002","senior","N","D","abnonnal","英［fiebncxml］ ","a.感激的；感谢的","a.急迫的；紧要的","a.温和的；有礼貌的;轻柔的","a.反常的;不规则的;变态的","","","",""
"meqzs09003","senior","N","B","extraordinary","英［】k'stn):dnri］ ","a.各种各样的：不同的","a.非凡的;特别的;离奇的","a.急迫的；紧要的","a.紧的；密封的ad.紧紧地","","","",""
"meqzs09004","senior","N","D","illegal","英口加gl］美KligN］ ","a.个体的：单独的n.个人","a.法律的；法定的;合法的","a.&ad.坚固的（地）；坚决的（地）n.公司","a.非法的n.非法移民","","","",""
"meqzs09005","senior","N","A","widespread","英「waidspred］ ","a.大面积的;（分布）广泛的；广为流传的","a.活的；现存的n.生活","a.紧的；密封的ad.紧紧地","a.经济的；经济学的","","","",""
"meqzs09006","senior","N","C","sharp","英3：P］美Lfarp］ ","a.非凡的;特别的;离奇的","a.合适的；适宜的","a.锋利的；刺耳的;ad.急剧地","a.温和的；有礼貌的;轻柔的","","","",""
"meqzs09007","senior","N","C","negative","英「negotiv］美［'EM ","a.固体的；结实的n.固体","a.锋利的；刺耳的;ad.急剧地","a.负面的：消极的n.阴性","a.额外的ad.特别地:非常","","","",""
"meqzs09008","senior","N","B","nearby","英［mo'bai］美「nirbai］ ","a.感激的；感谢的","a.附近的ad.在附近prep.在.....附近","a.经济的；经济学的","a.极好的；俱佳的;壮丽的","","","",""
"meqzs09009","senior","N","D","complex","英［kDmpleks］ ","a.古老的，古风的n.古董","a.焦虑的；渴望的;急切的","a.温和的；有礼貌的;轻柔的","a.复杂的；合成的n.楼群","","","",""
"meqzs09010","senior","N","C","embarrassed","英［im'beerost］ ","a.各种各样的：不同的","a.附近的ad.在附近prep.在.....附近","a.尴尬的;难堪的;不好意思的","a.国内的;家庭的;家用的","","","",""
"meqzs09011","senior","N","A","grateful","英「greitfl］美「gretfbl］ ","a.感激的；感谢的","a.非法的n.非法移民","a.错误的；假的；虚伪的","a.较小的；次要的n.辅修科目","","","",""
"meqzs09012","senior","N","C","rigid","英「rigid］美［rigid］ ","a.非法的n.非法移民","a.尴尬的;难堪的;不好意思的","a.严格的；硬性的;僵化的","a.&ad.坚固的（地）；坚决的（地）n.公司","","","",""
"meqzs09013","senior","N","A","noble","英「nnobl］美「noubl］ ","a.高尚的；贵族的n.贵族","a.传统的；惯例的；常规的","a.棘手的；艰苦的;粗野的","a.经济的；经济学的","","","",""
"meqzs09014","senior","N","A","individual","英［individjunl］ ","a.个体的：单独的n.个人","a.可能的；适合的","a.锋利的；刺耳的;ad.急剧地","a.经济的；经济学的","","","",""
"meqzs09015","senior","N","D","various","英［'venrios］美「verios］ ","a.严格的；硬性的;僵化的","a.传统的；惯例的；常规的","a.急迫的；紧要的","a.各种各样的：不同的","","","",""
