id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzs10000","senior","N","C","mental","英［mentl］美「msntl］ ","a.阳性的；积极的：正面的;","a.可怕的；极讨厌的;恐怖的","a.精神的；思想的;心智的","a.批评的：临界的；关键的","","","",""
"meqzs10001","senior","N","D","vast","英［vast］美［v&st］ ","a.每年的，年度的n.年刊","a.奇数的；奇怪的","a.可爱的；可崇拜的;迷人的","a.巨大的;广阔的;","","","",""
"meqzs10002","senior","N","B","enormous","英［I'rKxmos］ ","a.阳性的；积极的：正面的;","a.巨大的：庞大的;巨额的","a.有机的：器官的;有组织的","a.可靠的：可信赖的","","","",""
"meqzs10003","senior","N","B","concrete","英「kDDkri用美「kagkrit］ ","a.普通的；平凡的;平庸的","a.具体的n.混凝土","a.每月的ad.每月一次n.月刊","a.苗条的；微小的v.减肥","","","",""
"meqzs10004","senior","N","A","military","英「mhotri］美「miEeri］ ","a.军事的：军用的;军队的","a.巨大的：庞大的;巨额的","a.浪漫的；传奇式的","a.每年的，年度的n.年刊","","","",""
"meqzs10005","senior","N","D","visible","英「vizobl］美「vizob刈 ","a.综合的；全面的;广泛的","a.渴望的；热切的","a.苗条的；微小的v.减肥","a.看得见的；明显的","","","",""
"meqzs10006","senior","N","B","visual","英「VI3U的美［VBUH］ ","a.浅的：肤浅的","a.看得见的；可视的;视觉的","a.每月的ad.每月一次n.月刊","a.两极的；极地的","","","",""
"meqzs10007","senior","N","A","scientific","英［saion'tifik］ ","a.科学的；科学化的;系统的","a.简单的;朴素的n.平原","a.空白的n.空白","a.奇数的；奇怪的","","","",""
"meqzs10008","senior","N","D","adorable","英Qdombl］ ","a.具体的n.混凝土","a.平坦的ad.平直地n.BrE公寓","a.每月的ad.每月一次n.月刊","a.可爱的；可崇拜的;迷人的","","","",""
"meqzs10009","senior","N","C","reliable","英［rflainbl］ ","a.谦卑的;低下的;简陋的","a.每月的ad.每月一次n.月刊","a.可靠的：可信赖的","a.批评的：临界的；关键的","","","",""
"meqzs10010","senior","N","A","available","英［o'veibbl］ ","a.可用的；可得到的;有空的","a.简单的;朴素的n.平原","a.矛盾的；对立的","a.看得见的；明显的","","","",""
"meqzs10011","senior","N","C","eager","英「i：go(。］美［ig»］ ","a.理想的；完美的n.理想","a.可用的；可得到的;有空的","a.渴望的；热切的","a.普通的；平凡的;平庸的","","","",""
"meqzs10012","senior","N","D","positive","英「pDzotiv］美「pQzctiv ","a.简单的;朴素的n.平原","a.每月的ad.每月一次n.月刊","a.乐观（主义）的；看好的","a.阳性的；积极的：正面的;","","","",""
"meqzs10013","senior","N","B","blank","英血我亦］美［bl网k］ ","a.每年的，年度的n.年刊","a.空白的n.空白","a.令人愉快的；友好的","a.综合的；全面的;广泛的","","","",""
"meqzs10014","senior","N","D","generous","英［djenms］ ","a.乐观（主义）的；看好的","a.综合的；全面的;广泛的","a.流利的：流畅的","a.慷慨的；大方的;丰盛的","","","",""
"meqzs10015","senior","N","D","broad","英［bro:d］美［brod］ ","a.军事的：军用的;军队的","a.可用的；可得到的;有空的","a.渴望的；热切的","a.宽阔的；广泛的","","","",""
"meqzs10016","senior","N","C","loose","英口心］美［㈣ ","a.简单的;朴素的n.平原","a.看得见的；明显的","a.宽松的ad.散漫地V.释放","a.矛盾的；对立的","","","",""
"meqzs10017","senior","N","B","romantic","英［rou'meentik］ ","a.看得见的；可视的;视觉的","a.浪漫的；传奇式的","a.宽阔的；广泛的","a.令人惊异的","","","",""
"meqzs10018","senior","N","C","optimistic","英［Dpti'mistik］ ","a.奇数的；奇怪的","a.看得见的；明显的","a.乐观（主义）的；看好的","a.谦卑的;低下的;简陋的","","","",""
"meqzs10019","senior","N","C","comprehension","^［komprihenjh］ ","a.平坦的ad.平直地n.BrE公寓","a.强烈的；激烈的;紧锣密鼓的","n.理解（力）；领悟（力）","a.可用的；可得到的;有空的","","","",""
"meqzs10020","senior","N","C","ideal","英［aid:训美［ai'diol］ ","a.巨大的：庞大的;巨额的","a.军事的：军用的;军队的","a.理想的；完美的n.理想","a.浅的：肤浅的","","","",""
"meqzs10021","senior","N","B","instant","英「instnnt］美［'instant］ ","a.科学的；科学化的;系统的","a.立即的：即食的，速溶的n.瞬间","a.明确的；具体的:特定的","a.批评的：临界的；关键的","","","",""
"meqzs10022","senior","N","A","exceptional","英［ik'sepjbnl］ ","a.例外的：异常的；超常的","a.批评的：临界的；关键的","a.一致的;稳定的;持续的","a.内部的；国内的","","","",""
"meqzs10023","senior","N","D","polar","英］'p3ub(r)］ ","a.内部的；国内的","a.可怕的；极讨厌的;恐怖的","a.令人惊异的","a.两极的；极地的","","","",""
"meqzs10024","senior","N","A","amazing","英©meiziij］ ","a.令人惊异的","a.令人愉快的；友好的","a.潜在的；可能的n.潜能","a.浅的：肤浅的","","","",""
"meqzs10025","senior","N","A","horrible","英［'hDrobI］美 ","a.可怕的；极讨厌的;恐怖的","a.每月的ad.每月一次n.月刊","a.两极的；极地的","a.可用的；可得到的;有空的","","","",""
"meqzs10026","senior","N","C","pleasant","英「pleznt］美［plezont］ ","a.看得见的；明显的","a.渴望的；热切的","a.令人愉快的；友好的","a.令人惊异的","","","",""
"meqzs10027","senior","N","A","fluent","英［'flu:。叫美［'加:前 ","a.流利的：流畅的","a.每星期的ad.每周一次n.周刊","a.谦卑的;低下的;简陋的","a.有机的：器官的;有组织的","","","",""
"meqzs10028","senior","N","C","logical","英「k）d3】kl］美口（1由次1］ ","a.年长的；地位较高的n.毕业班学生","a.普通的；平凡的;平庸的","a.逻辑的；符合逻辑的","a.渴望的；热切的","","","",""
"meqzs10029","senior","N","B","contradictory","英［kDntmdktori］ ","a.每年的，年度的n.年刊","a.矛盾的；对立的","n.理解（力）；领悟（力）","a.简单的;朴素的n.平原","","","",""
"meqzs10030","senior","N","D","annual","英「aenju川美「arnjgl］ ","a.科学的；科学化的;系统的","a.普通的；平凡的;平庸的","a.奇数的；奇怪的","a.每年的，年度的n.年刊","","","",""
"meqzs10031","senior","N","A","weekly","英「wikli］美［wikli］ ","a.每星期的ad.每周一次n.周刊","a.平坦的ad.平直地n.BrE公寓","a.奇数的；奇怪的","a.看得见的；可视的;视觉的","","","",""
"meqzs10032","senior","N","D","monthly","英［mAnOli］美「mAneii］ ","a.慷慨的；大方的;丰盛的","a.浅的：肤浅的","a.矛盾的；对立的","a.每月的ad.每月一次n.月刊","","","",""
"meqzs10033","senior","N","C","slim","英［slim］美［slim］ ","a.每星期的ad.每周一次n.周刊","a.乐观（主义）的；看好的","a.苗条的；微小的v.减肥","a.矛盾的；对立的","","","",""
"meqzs10034","senior","N","C","sensitive","英「sensotiv］ ","a.可用的；可得到的;有空的","a.立即的：即食的，速溶的n.瞬间","a.敏感的；灵敏的","a.看得见的；明显的","","","",""
"meqzs10035","senior","N","B","plain","英［plem］美［plen］ ","a.每月的ad.每月一次n.月刊","a.简单的;朴素的n.平原","a.巨大的：庞大的;巨额的","a.令人愉快的；友好的","","","",""
"meqzs10036","senior","N","B","specific","英［spo'sifik］ ","a.可用的；可得到的;有空的","a.明确的；具体的:特定的","a.平坦的ad.平直地n.BrE公寓","a.可怕的；极讨厌的;恐怖的","","","",""
"meqzs10037","senior","N","B","internal","英［in't3：nl］美［in't3rnl］ ","a.谦卑的;低下的;简陋的","a.内部的；国内的","a.普通的；平凡的;平庸的","a.渴望的；热切的","","","",""
"meqzs10038","senior","N","C","inner","英美 ","a.苗条的；微小的v.减肥","a.内部的；国内的","a.里面的，内部的:内心的","a.立即的：即食的，速溶的n.瞬间","","","",""
"meqzs10039","senior","N","A","comprehensiv","e^［.kompn'hensiv］ ","a.综合的；全面的;广泛的","a.批评的：临界的；关键的","a.可怕的；极讨厌的;恐怖的","a.可靠的：可信赖的","","","",""
"meqzs10040","senior","N","D","senior","英］sE0(r)］美］ ","a.具体的n.混凝土","a.有机的：器官的;有组织的","a.宽阔的；广泛的","a.年长的；地位较高的n.毕业班学生","","","",""
"meqzs10041","senior","N","B","critical","英「kntikl］美「kntiksl］ ","a.看得见的；明显的","a.批评的：临界的；关键的","a.渴望的；热切的","a.逻辑的；符合逻辑的","","","",""
"meqzs10042","senior","N","A","flat","英［flaet］美［flaet］ ","a.平坦的ad.平直地n.BrE公寓","a.令人惊异的","a.奇数的；奇怪的","a.潜在的；可能的n.潜能","","","",""
"meqzs10043","senior","N","C","ordinary","英［'o:dnri］美「ardneri］ ","a.逻辑的；符合逻辑的","a.年长的；地位较高的n.毕业班学生","a.普通的；平凡的;平庸的","a.具体的n.混凝土","","","",""
"meqzs10044","senior","N","D","odd","英［Dd］美［ad］ ","a.每年的，年度的n.年刊","a.例外的：异常的；超常的","a.逻辑的；符合逻辑的","a.奇数的；奇怪的","","","",""
"meqzs10045","senior","N","A","organic","英［a'gaenik］ ","a.有机的：器官的;有组织的","a.敏感的；灵敏的","a.阳性的；积极的：正面的;","a.每星期的ad.每周一次n.周刊","","","",""
"meqzs10046","senior","N","C","humble","英「hAmbl］美［hAmbnl］ ","a.可用的；可得到的;有空的","a.空白的n.空白","a.谦卑的;低下的;简陋的","a.综合的；全面的;广泛的","","","",""
"meqzs10047","senior","N","C","consistent","英［kon'sistont］ ","a.令人惊异的","a.乐观（主义）的；看好的","a.一致的;稳定的;持续的","a.明确的；具体的:特定的","","","",""
"meqzs10048","senior","N","A","potential","英(poteiW］ ","a.潜在的；可能的n.潜能","a.令人愉快的；友好的","a.科学的；科学化的;系统的","a.综合的；全面的;广泛的","","","",""
"meqzs10049","senior","N","D","shallow","英「网刈美［Jaelou］ ","a.内部的；国内的","a.科学的；科学化的;系统的","a.普通的；平凡的;平庸的","a.浅的：肤浅的","","","",""
"meqzs10050","senior","N","B","intense","英［intens］美［int£ns］ ","a.每星期的ad.每周一次n.周刊","a.强烈的；激烈的;紧锣密鼓的","a.综合的；全面的;广泛的","a.看得见的；可视的;视觉的","","","",""
"meqzs10051","senior","N","B","a.精神的；思想的;心智的","英［mentl］美「msntl］ ","fluent","mental","loose","concrete","","","",""
"meqzs10052","senior","N","A","a.巨大的;广阔的;","英［vast］美［v&st］ ","vast","shallow","optimistic","romantic","","","",""
"meqzs10053","senior","N","C","a.巨大的：庞大的;巨额的","英［I'rKxmos］ ","contradictory","instant","enormous","concrete","","","",""
"meqzs10054","senior","N","A","a.具体的n.混凝土","英「kDDkri用美「kagkrit］ ","concrete","organic","flat","odd","","","",""
"meqzs10055","senior","N","C","a.军事的：军用的;军队的","英「mhotri］美「miEeri］ ","scientific","concrete","military","visual","","","",""
"meqzs10056","senior","N","C","a.看得见的；明显的","英「vizobl］美「vizob刈 ","comprehensiv","visual","visible","sensitive","","","",""
"meqzs10057","senior","N","A","a.看得见的；可视的;视觉的","英「VI3U的美［VBUH］ ","visual","logical","eager","contradictory","","","",""
"meqzs10058","senior","N","C","a.科学的；科学化的;系统的","英［saion'tifik］ ","visual","comprehensiv","scientific","comprehension","","","",""
"meqzs10059","senior","N","D","a.可爱的；可崇拜的;迷人的","英Qdombl］ ","fluent","horrible","vast","adorable","","","",""
"meqzs10060","senior","N","B","a.可靠的：可信赖的","英［rflainbl］ ","slim","reliable","inner","shallow","","","",""
"meqzs10061","senior","N","D","a.可用的；可得到的;有空的","英［o'veibbl］ ","vast","fluent","broad","available","","","",""
"meqzs10062","senior","N","D","a.渴望的；热切的","英「i：go(。］美［ig»］ ","humble","ideal","horrible","eager","","","",""
"meqzs10063","senior","N","D","a.阳性的；积极的：正面的;","英「pDzotiv］美「pQzctiv ","instant","intense","consistent","positive","","","",""
"meqzs10064","senior","N","A","a.空白的n.空白","英血我亦］美［bl网k］ ","blank","military","instant","comprehensiv","","","",""
"meqzs10065","senior","N","B","a.慷慨的；大方的;丰盛的","英［djenms］ ","logical","generous","mental","internal","","","",""
"meqzs10066","senior","N","D","a.宽阔的；广泛的","英［bro:d］美［brod］ ","humble","positive","adorable","broad","","","",""
"meqzs10067","senior","N","B","a.宽松的ad.散漫地V.释放","英口心］美［㈣ ","comprehension","loose","blank","pleasant","","","",""
"meqzs10068","senior","N","A","a.浪漫的；传奇式的","英［rou'meentik］ ","romantic","senior","annual","blank","","","",""
"meqzs10069","senior","N","C","a.乐观（主义）的；看好的","英［Dpti'mistik］ ","organic","consistent","optimistic","specific","","","",""
"meqzs10070","senior","N","C","n.理解（力）；领悟（力）","^［komprihenjh］ ","polar","organic","comprehension","senior","","","",""
"meqzs10071","senior","N","D","a.理想的；完美的n.理想","英［aid:训美［ai'diol］ ","ordinary","available","contradictory","ideal","","","",""
"meqzs10072","senior","N","D","a.立即的：即食的，速溶的n.瞬间","英「instnnt］美［'instant］ ","fluent","reliable","comprehension","instant","","","",""
"meqzs10073","senior","N","B","a.例外的：异常的；超常的","英［ik'sepjbnl］ ","concrete","exceptional","positive","ordinary","","","",""
"meqzs10074","senior","N","D","a.两极的；极地的","英］'p3ub(r)］ ","blank","amazing","broad","polar","","","",""
"meqzs10075","senior","N","A","a.令人惊异的","英©meiziij］ ","amazing","consistent","plain","specific","","","",""
"meqzs10076","senior","N","B","a.可怕的；极讨厌的;恐怖的","英［'hDrobI］美 ","annual","horrible","polar","eager","","","",""
"meqzs10077","senior","N","A","a.令人愉快的；友好的","英「pleznt］美［plezont］ ","pleasant","organic","critical","monthly","","","",""
"meqzs10078","senior","N","D","a.流利的：流畅的","英［'flu:。叫美［'加:前 ","intense","ordinary","polar","fluent","","","",""
"meqzs10079","senior","N","A","a.逻辑的；符合逻辑的","英「k）d3】kl］美口（1由次1］ ","logical","organic","exceptional","intense","","","",""
"meqzs10080","senior","N","A","a.矛盾的；对立的","英［kDntmdktori］ ","contradictory","mental","plain","broad","","","",""
"meqzs10081","senior","N","C","a.每年的，年度的n.年刊","英「aenju川美「arnjgl］ ","inner","loose","annual","amazing","","","",""
"meqzs10082","senior","N","B","a.每星期的ad.每周一次n.周刊","英「wikli］美［wikli］ ","pleasant","weekly","concrete","plain","","","",""
"meqzs10083","senior","N","D","a.每月的ad.每月一次n.月刊","英［mAnOli］美「mAneii］ ","scientific","comprehensiv","internal","monthly","","","",""
