id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzs03000","senior","N","A","expand","英［ik'spamd］ ","v.膨胀；扩大；展开","v.说服；使信服；使确信","v.相符合；相似于；通信","v.结冰；凝固","","","",""
"meqzs03001","senior","N","A","criticise","英「kntisaiz］ (criticize)","v.批评；批判","v.拖拽n.拖:拖累","V.使心烦a.心烦的；难过的","v.使想起","","","",""
"meqzs03002","senior","N","A","destroy","英［di'stroi］美［d ","v.破坏；摧毁","v.属于；附属于","v.调查；研究","v.沉溺于；使上瘾n.上瘾者","","","",""
"meqzs03003","senior","N","D","owe","英。3美［ou］ ","v.劝说；使相信","V.伸展n.拉长","v.请求；祈祷","v.欠；归功于","","","",""
"meqzs03004","senior","N","C","pray","英［prei］美［pre］ ","v.趋向于；往往是；照顾","v.劝说；使相信","v.请求；祈祷","v.使想起","","","",""
"meqzs03005","senior","N","C","distinguish","英［tend］美［tend］ ","v.下沉；下落n.水槽","v.&n泄漏；透漏；n.漏洞","v.区别；辨别；使...有特色","v.调查；研究","","","",""
"meqzs03006","senior","N","A","tend","英［tend］美［tend］ ","v.趋向于；往往是；照顾","v.取缔n.禁止；禁令","v.铸造；投掷n.阵容","v.属于；附属于","","","",""
"meqzs03007","senior","N","A","fetch","英［命巾美僚切 ","v.取来：接来n.取得","v.破坏；摧毁","v.铸造；投掷n.阵容","V.扰乱；妨碍；使不安","","","",""
"meqzs03008","senior","N","A","ban","英［baen］美［baen］ ","v.取缔n.禁止；禁令","v.保持:坚持;保养；","v.膨胀；扩大；展开","V.伸展n.拉长","","","",""
"meqzs03009","senior","N","D","go","英［gou］美［gou］ ","v.趋向于；往往是；照顾","v.膨胀；扩大；展开","v.调查；研究","v.走：变得n.围棋","","","",""
"meqzs03010","senior","N","A","ensure","英［inJuMr)］美［injor］ ","V.确保；担保","v.区别；辨别；使...有特色","v.批评；批判","v.释放；发布","","","",""
"meqzs03011","senior","N","D","disturb","英［di'st3：b］美［dfstarb］ ","v.下沉；下落n.水槽","v.遭受；忍受；经历","v.刮胡子n.刮脸","V.扰乱；妨碍；使不安","","","",""
"meqzs03012","senior","N","D","recognise","英「rekognaiz］ (recognize)","v.拖拽n.拖:拖累","v.调查；研究","v.趋向于；往往是；照顾","V.认出；承认；认可","","","",""
"meqzs03013","senior","N","A","negotiate","英［ni'goqfieil］ ","v.商订;谈判","n.确认；确定；证实","v.限制；约束","v.走：变得n.围棋","","","",""
"meqzs03014","senior","N","C","concern","英［kan's3：n］ ","v.恢复：重新获得","V.伸展n.拉长","V.涉及;关系到n.关心","v.释放；发布","","","",""
"meqzs03015","senior","N","A","stretch","英［stretD美［strey］ ","V.伸展n.拉长","v.膨胀；扩大；展开","v.揭发：显示；曝光","v.走：变得n.围棋","","","",""
"meqzs03016","senior","N","C","upset","英［Ap'set］美［Ap'S£t］ ","v.使想起","V.扰乱；妨碍；使不安","V.使心烦a.心烦的；难过的","v.强调；使显著n.重要部分","","","",""
"meqzs03017","senior","N","B","expose","英［ik'spouz］ ","V.涉及;关系到n.关心","v.揭发：显示；曝光","v.下沉；下落n.水槽","v.提高；增强","","","",""
"meqzs03018","senior","N","D","facilitate","美［fb'sihtel］ ","v.使能够；使成为可能","v.推迟；延期","v.遭受；忍受；经历","使容易；使便利","","","",""
"meqzs03019","senior","N","A","addict","英［fb'sihteit］ ","v.沉溺于；使上瘾n.上瘾者","v.推荐；劝告；建议","V.伸展n.拉长","v.取缔n.禁止；禁令","","","",""
"meqzs03020","senior","N","A","submit","英0吩’1加口美3金’!?11曰 ","v.提交；服从","v.拖拽n.拖:拖累","v.商订;谈判","v.铸造；投掷n.阵容","","","",""
"meqzs03021","senior","N","A","confirm","［kannrmj ","n.确认；确定；证实","v.相符合；相似于；通信","V.伸展n.拉长","v.使能够；使成为可能","","","",""
"meqzs03022","senior","N","D","freeze","英［fri:z］美［friz］ ","v.推荐；劝告；建议","v.恢复：重新获得","v.推论；推断","v.结冰；凝固","","","",""
"meqzs03023","senior","N","A","enable","neibl］美［Onebal］ ","v.使能够；使成为可能","V.确保；担保","v.提高；增强","v.保持:坚持;保养；","","","",""
"meqzs03024","senior","N","B","highlight","英［hailait］美［T ","v.提交；服从","v.强调；使显著n.重要部分","v.调查；研究","v.商订;谈判","","","",""
"meqzs03025","senior","N","C","convince","英［hailait］美［T ","v.调查；研究","v.铸造；投掷n.阵容","v.说服；使信服；使确信","V.扰乱；妨碍；使不安","","","",""
"meqzs03026","senior","N","C","release","英美［nlis］ ","v.使...依附；贴上","v.欠；归功于","v.释放；发布","v.请求；祈祷","","","",""
"meqzs03027","senior","N","B","withdraw","英［wi6'dro:］美［wid'dro］ ","v.提交；服从","v.退出；撤销；取钱","v.使...依附；贴上","V.确保；担保","","","",""
"meqzs03028","senior","N","D","recover","英［n'kAV9(r)］ ","v.取来：接来n.取得","v.趋向于；往往是；照顾","v.商订;谈判","v.恢复：重新获得","","","",""
"meqzs03029","senior","N","C","suffer","英［SAW*)］美［SAM ","V.认出；承认；认可","V.使心烦a.心烦的；难过的","v.遭受；忍受；经历","v.提高；增强","","","",""
"meqzs03030","senior","N","C","belong","英白门西］美［bi'b。］ ","v.推论；推断","v.铸造；投掷n.阵容","v.属于；附属于","v.移动；转变n.移位","","","",""
"meqzs03031","senior","N","D","persuade","美sweid］ ","V.涉及;关系到n.关心","V.退休；退却:就寝","v.充电；控告n.费用","v.劝说；使相信","","","",""
"meqzs03032","senior","N","B","charge","英［血由］美［grdj］ ","V.退休；退却:就寝","v.充电；控告n.费用","n.确认；确定；证实","v.提高；增强","","","",""
"meqzs03033","senior","N","C","enhance","央［nmaind］ ","v.保持:坚持;保养；","V.使心烦a.心烦的；难过的","v.提高；增强","v.下沉；下落n.水槽","","","",""
"meqzs03034","senior","N","D","remind","英Lfeiv］美乐v］ ","v.释放；发布","v.强调；使显著n.重要部分","v.推论；推断","v.使想起","","","",""
"meqzs03035","senior","N","B","shave","英Lfeiv］美乐v］ ","v.提高；增强","v.刮胡子n.刮脸","v.劝说；使相信","V.伸展n.拉长","","","",""
"meqzs03036","senior","N","A","shift","英in到美加川 ","v.移动；转变n.移位","v.恢复：重新获得","v.拖拽n.拖:拖累","v.提高；增强","","","",""
"meqzs03037","senior","N","B","investigate","英［【n'vestigeit］ ","v.铸造；投掷n.阵容","v.调查；研究","v.使想起","v.释放；发布","","","",""
"meqzs03038","senior","N","B","correspond","美［m'v£sti.get］ ","v.强调；使显著n.重要部分","v.相符合；相似于；通信","v.&n泄漏；透漏；n.漏洞","v.请求；祈祷","","","",""
"meqzs03039","senior","N","B","cast","英［ka:st］美［kaest］ ","v.取来：接来n.取得","v.铸造；投掷n.阵容","v.刮胡子n.刮脸","V.退休；退却:就寝","","","",""
"meqzs03040","senior","N","B","postpone","英［pa，spoun］ ","v.破坏；摧毁","v.推迟；延期","v.商订;谈判","v.请求；祈祷","","","",""
"meqzs03041","senior","N","D","recommend","英［reko'mend］ ","v.走：变得n.围棋","v.劝说；使相信","v.使想起","v.推荐；劝告；建议","","","",""
