id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph,,

touch qi-senior-01.csv
touch qi-senior-02.csv
touch qi-senior-03.csv
touch qi-senior-04.csv
touch qi-senior-05.csv
touch qi-senior-06.csv
touch qi-senior-07.csv
touch qi-senior-08.csv
touch qi-senior-09.csv
touch qi-senior-10.csv
touch qi-senior-11.csv
touch qi-senior-12.csv
touch qi-senior-13.csv
touch qi-senior-14.csv
touch qi-senior-15.csv
touch qi-senior-16.csv
touch qi-senior-17.csv
touch qi-senior-18.csv
touch qi-senior-19.csv
touch qi-senior-20.csv
touch qi-senior-21.csv
touch qi-senior-22.csv
touch qi-senior-23.csv
touch qi-senior-24.csv
touch qi-senior-25.csv
touch qi-senior-26.csv
touch qi-senior-27.csv
touch qi-senior-28.csv
touch qi-senior-29.csv
touch qi-senior-30.csv

