id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzs12000","senior","N","A","narrow","英「n及KXJ］美［narou］ ","a.狭窄的；狭隘的","a.有影响的；有势力的","a.&ad.定期的(地)；有规律的(地)","a.简单的；坦率的ad.直截了当地","","","",""
"meqzs12001","senior","N","A","previous","英[pri:vios]美「privias] ","a.以前的；早先的;ad.在...以前","a.简单的；坦率的ad.直截了当地","a.至关重要的；决定性的","a.值得的;有价值的","","","",""
"meqzs12002","senior","N","A","delicate","英「dehk的美「ckhkit］ ","a.精美的；微妙的;娇弱的","a.有罪的：内疚的","a.创造性的;创新的","a.远的；久远的；疏远的","","","",""
"meqzs12003","senior","N","A","vivid","英「vivid]美[vivid] ","a.生动的;逼真的;鲜艳的","a.乡下的；农村的;田园的","a.有影响的；有势力的","a.有天赋的；有才华的","","","",""
"meqzs12004","senior","N","A","salty","英「S3：叨美「solti] ","a.含盐的：咸味的","a.相关的；切题的","a.学院的；学术的","a.准确的;精准的","","","",""
"meqzs12005","senior","N","D","contemporary","英[k0ntemprnri] ","a.原始的；远古的","a.意识到的；知道的","a.职业的：专门的n.专家","a.当代的；同时代的","","","",""
"meqzs12006","senior","N","A","realistic","英[HShstik] ","a.现实的；实事求是的;逼真的","a.有意义的；重大的：重要的","a.优雅的；端庄的","a.有雾的；模糊的","","","",""
"meqzs12007","senior","N","D","rural","英美[Tor。] ","a.职业的：专门的n.专家","a.有雾的；模糊的","a.狭窄的；狭隘的","a.乡下的；农村的;田园的","","","",""
"meqzs12008","senior","N","C","contrary","^[kontrari] ","a.值得的;有价值的","a.含盐的：咸味的","a.相反的；对立的n.相反；反面","a.当代的；同时代的","","","",""
"meqzs12009","senior","N","A","backward","美「kantreri] ","a.向后的；后退的;落后的ad.向后","a.有效率的；有能力的","a.&ad.定期的(地)；有规律的(地)","a.狭窄的；狭隘的","","","",""
"meqzs12010","senior","N","A","academic","英「bgkwod] ","a.学院的；学术的","a.历史性的；有历史意义的","a.珍贵的；宝贵的","a.有能力的;胜任的","","","",""
"meqzs12011","senior","N","A","severe","英［siVo(r)］美［siVr］ ","a.严重的；严厉的；激烈的","a.卓越的；非凡的;举世瞩目的","a.有天赋的；有才华的","a.学院的；学术的","","","",""
"meqzs12012","senior","N","B","distant","英［dstont］美「distent］ ","a.官方的；正式的;正规的","a.远的；久远的；疏远的","a.意识到的；知道的","a.至关重要的；决定性的","","","",""
"meqzs12013","senior","N","B","remote","英m'meot］美［rimout］ ","a.有雾的；模糊的","a.遥远的；偏僻的n.遥控","a.狭窄的；狭隘的","a.简单的；坦率的ad.直截了当地","","","",""
"meqzs12014","senior","N","D","former","英「fb:m?(r)] ","a.值得的;有价值的","a.含盐的：咸味的","a.有抱负的；有野心的","a.以前的；前者的n.前者","","","",""
"meqzs12015","senior","N","B","responsible","英[n'spDnsobl] ","a.上级的；优秀的n.上级；长者","a.负责的；有责任的；可靠的","a.正常的；一般的n.常态","a.职业的：专门的n.专家","","","",""
"meqzs12016","senior","N","B","permanent","英[p3：monom] ","a.含盐的：咸味的","a.永久的；持久的","a.以前的；前者的n.前者","a.政治的;政党的","","","",""
"meqzs12017","senior","N","D","superior","英[su:'piorio(r)] ","a.以前的；早先的;ad.在...以前","a.有影响的；有势力的","a.有限的;被限制的","a.上级的；优秀的n.上级；长者","","","",""
"meqzs12018","senior","N","C","prior","英「praio(r)]美[prai/] ","a.历史性的；有历史意义的","a.政治的;政党的","a.优先的ad.在前地","a.真实的；真正的:真诚的","","","",""
"meqzs12019","senior","N","D","elegant","英「ehgont］美［Wgont］ ","a.意识到的；知道的","a.正常的；一般的n.常态","a.相关的；切题的","a.优雅的；端庄的","","","",""
"meqzs12020","senior","N","A","ambitious","英[eem'b】J3s] ","a.有抱负的；有野心的","a.当代的；同时代的","a.&ad.定期的(地)；有规律的(地)","a.原始的；远古的","","","",""
"meqzs12021","senior","N","C","capable","英[keipobl]美「kepobol] ","a.职业的：专门的n.专家","a.有罪的：内疚的","a.有能力的;胜任的","a.政治的;政党的","","","",""
"meqzs12022","senior","N","C","creative","英［krfeitiv］美［krfetiv］ ","a.值得做的；合算的","a.政治的;政党的","a.创造性的;创新的","a.狭窄的；狭隘的","","","",""
"meqzs12023","senior","N","D","relevant","英「relovont] ","a.有能力的;胜任的","a.真实的；真正的:真诚的","a.以前的；早先的;ad.在...以前","a.相关的；切题的","","","",""
"meqzs12024","senior","N","C","regular","英「regjob(r)] ","a.职业的：专门的n.专家","a.以前的；前者的n.前者","a.&ad.定期的(地)；有规律的(地)","a.准确的;精准的","","","",""
"meqzs12025","senior","N","D","historic","美「r£qjol上] ","a.政治的;政党的","a.&ad.定期的(地)；有规律的(地)","a.原始的；远古的","a.历史性的；有历史意义的","","","",""
"meqzs12026","senior","N","B","gifted","英「giftid]美「giftad] ","a.有雾的；模糊的","a.有天赋的；有才华的","a.至关重要的；决定性的","a.生动的;逼真的;鲜艳的","","","",""
"meqzs12027","senior","N","B","foggy","英[fbgi]美[fbgi] ","a.相反的；对立的n.相反；反面","a.有雾的；模糊的","a.原始的；远古的","a.创造性的;创新的","","","",""
"meqzs12028","senior","N","B","limited","英「hmitid]美[limitid] ","a.有雾的；模糊的","a.有限的;被限制的","a.有抱负的；有野心的","a.创造性的;创新的","","","",""
"meqzs12029","senior","N","C","efficient","英Xfljhl]美口句 ","a.职业的：专门的n.专家","a.优先的ad.在前地","a.有效率的；有能力的","a.简单的；坦率的ad.直截了当地","","","",""
"meqzs12030","senior","N","A","significant","英[sig'nifikont] ","a.有意义的；重大的：重要的","a.向后的；后退的;落后的ad.向后","a.有能力的;胜任的","a.负责的；有责任的；可靠的","","","",""
"meqzs12031","senior","N","A","influential","美[sig'niflkont] ","a.有影响的；有势力的","a.有雾的；模糊的","a.真实的；真正的:真诚的","a.优雅的；端庄的","","","",""
"meqzs12032","senior","N","B","guilty","英[glti]美「gilti] ","a.远的；久远的；疏远的","a.有罪的：内疚的","a.有意义的；重大的：重要的","a.乡下的；农村的;田园的","","","",""
"meqzs12033","senior","N","B","primitive","英[pnmntiv] ","a.职业的：专门的n.专家","a.原始的；远古的","a.生动的;逼真的;鲜艳的","a.值得的;有价值的","","","",""
"meqzs12034","senior","N","A","lunar","Ht.mfluenjbl] ","a.月球的；农历的","a.乡下的；农村的;田园的","a.&ad.定期的(地)；有规律的(地)","a.有效率的；有能力的","","","",""
"meqzs12035","senior","N","D","temporary","英[temprori] ","a.创造性的;创新的","a.准确的;精准的","a.有抱负的；有野心的","a.暂时的；临时的","","","",""
"meqzs12036","senior","N","A","precious","英「prejbs]美[pr小s] ","a.珍贵的；宝贵的","a.真实的；真正的:真诚的","a.职业的：专门的n.专家","a.暂时的；临时的","","","",""
"meqzs12037","senior","N","D","genuine","英「dsenjuin] ","a.精美的；微妙的;娇弱的","a.有限的;被限制的","a.狭窄的；狭隘的","a.真实的；真正的:真诚的","","","",""
"meqzs12038","senior","N","D","neat","英[ni:t]美[nit] ","a.精美的；微妙的;娇弱的","a.当代的；同时代的","a.有影响的；有势力的","a.整洁的；整齐的;灵巧的","","","",""
"meqzs12039","senior","N","C","normal","英「n。:ml]美[nonnl] ","a.乡下的；农村的;田园的","a.创造性的;创新的","a.正常的；一般的n.常态","a.值得做的；合算的","","","",""
"meqzs12040","senior","N","A","accurate","英「aekjo喇美「aekjont］ ","a.准确的;精准的","a.有罪的：内疚的","a.值得做的；合算的","a.政治的;政党的","","","",""
"meqzs12041","senior","N","B","formal","英「美[fbnnl] ","a.相反的；对立的n.相反；反面","a.官方的；正式的;正规的","a.&ad.定期的(地)；有规律的(地)","a.意识到的；知道的","","","",""
"meqzs12042","senior","N","D","straightforward","英[Streit'fb:wod] ","a.意识到的；知道的","a.精美的；微妙的;娇弱的","a.相反的；对立的n.相反；反面","a.简单的；坦率的ad.直截了当地","","","",""
"meqzs12043","senior","N","C","political","英[po'htikl]美g'litikol] ","a.当代的；同时代的","a.值得做的；合算的","a.政治的;政党的","a.有能力的;胜任的","","","",""
"meqzs12044","senior","N","D","aware","英［o'ws(r)］美［o'wer］ ","a.有抱负的；有野心的","a.当代的；同时代的","a.相反的；对立的n.相反；反面","a.意识到的；知道的","","","",""
