id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzs27000","senior","N","A","priority","英(prai'Dmti］ ","n.优先；优先考虑;当务之急","n.信念；信任；信仰","n.性别","n.小酒馆：酒吧","","","",""
"meqzs27001","senior","N","C","pioneer","美［prai'oroti］ ","n.新娘（bridegroom新郎）","n.薪水；工资","n.先锋；开拓者v.开辟","n.纤维；纤维组织","","","",""
"meqzs27002","senior","N","A","fibre","英「也ibo(r)］ (fiber)","n.纤维；纤维组织","n.虚构；小说","n.新娘（bridegroom新郎）","n.类型；样式v.打字","","","",""
"meqzs27003","senior","N","C","string","英［strq］美［stnq］ ","n.校园；校区","n.小麦","n.细绳；字符串v.悬挂","n.案例；情况；案件","","","",""
"meqzs27004","senior","N","B","bacon","英「beikon］美「bekon］ ","n.纤维；纤维组织","n.培根；熏肉","n.圈套，陷阱v.设陷阱捕捉","n.信封；封套","","","",""
"meqzs27005","senior","N","D","microscope","英「maikmkoup］ ","n.费用；报酬；服务费","n.审判；实验；审讯a.实验的","n.小河；溪流v.流出","n.显微镜","","","",""
"meqzs27006","senior","N","D","cash","英比切美比切 ","n.性；性别","n.手册","n.费用；报酬；服务费","n.现金v.兑现：支付现款","","","",""
"meqzs27007","senior","N","D","reality","英［rr&bti］ ","n.薪水；工资","n.新娘（bridegroom新郎）","n.橡皮；橡胶；橡胶制品","n.现实；真实；事实","","","",""
"meqzs27008","senior","N","B","phenomenon","英［fb'nDminon］ ","n.性别","n.现象；非凡的人","n.优先；优先考虑;当务之急","n.许可证；执照","","","",""
"meqzs27009","senior","N","A","clue","英［klu:］美［klu］ ","n.线索，暗示","n.小酒馆：酒吧","n.新闻报道；覆盖范围","n.信封；封套","","","",""
"meqzs27010","senior","N","D","trap","英［t侬p］美［trap］ ","n.小说a.新奇的","n.小路；路线","n.信心；信任；自信","n.圈套，陷阱v.设陷阱捕捉","","","",""
"meqzs27011","senior","N","A","interaction","H［mtQra3kfb ","n.相互作用；互动；交互","n.信心；信任；自信","n.选择；选项；期权","n.橡皮；橡胶；橡胶制品","","","",""
"meqzs27012","senior","N","B","sausage","英「SDSids］美「sosidyl ","n.相互作用；互动；交互","n.香肠：腊肠","n.（脑海里的）形象;影像v.想像","n.橡皮；橡胶；橡胶制品","","","",""
"meqzs27013","senior","N","A","cigarette","英Lsigo'ret］美［sigoret］ ","n.香烟；纸烟","n.靴子v.（启动）计算机","n.胸膛；衣柜；箱子","n.校园；校区","","","",""
"meqzs27014","senior","N","C","case","英［keis］美［kes］ ","n.信号；暗号V.发信号","n.培根；熏肉","n.案例；情况；案件","n.胸膛；衣柜；箱子","","","",""
"meqzs27015","senior","N","D","rubber","英「rAbo（r）］ ","n.新闻报道；覆盖范围","n.心理（学）；心理状态","n.薪水；工资","n.橡皮；橡胶；橡胶制品","","","",""
"meqzs27016","senior","N","B","consumption","英［konSAmpn］ ","n.虚构；小说","n.消费；消耗","n.现金v.兑现：支付现款","n.审判；实验；审讯a.实验的","","","",""
"meqzs27017","senior","N","C","brochure","英［bm响r)］ ","n.费用；报酬；服务费","n.小路；路线","n.手册","n.选择；选项；期权","","","",""
"meqzs27018","senior","N","B","stream","英美［strim］ ","n.虚构；小说","n.小河；溪流v.流出","n.小说家","n.现金v.兑现：支付现款","","","",""
"meqzs27019","senior","N","B","pub","英［pAb］美［pAb］ ","n.小河；溪流v.流出","n.小酒馆：酒吧","n.许可证；执照","n.新娘（bridegroom新郎）","","","",""
"meqzs27020","senior","N","B","path","英［PQ：。］美［p判 ","n.心理（学）；心理状态","n.小路；路线","n.现金v.兑现：支付现款","n.案例；情况；案件","","","",""
"meqzs27021","senior","N","B","wheat","英［wi:t］美［hwit］ ","n.橡皮；橡胶；橡胶制品","n.小麦","n.信念；信任；信仰","n.案例；情况；案件","","","",""
"meqzs27022","senior","N","C","novel","英［nDvl］美［navi］ ","n.消费；消耗","n.现金v.兑现：支付现款","n.小说a.新奇的","n.学院；机构；v.创立","","","",""
"meqzs27023","senior","N","B","novelist","英「nDvohst］ ","n.审判；实验；审讯a.实验的","n.小说家","n.心理（学）；心理状态","n.校园；校区","","","",""
"meqzs27024","senior","N","A","campus","美「navohst］ ","n.校园；校区","n.靴子v.（启动）计算机","n.选择；选项；期权","n.许可证；执照","","","",""
"meqzs27025","senior","N","C","harmony","英「kaempos］ ","n.乳房，胸部","n.现象；非凡的人","n.和谐；融洽；和声","n.校园；校区","","","",""
"meqzs27026","senior","N","D","psychology","美「k比mpos］ ","n.细绳；字符串v.悬挂","n.相互作用；互动；交互","n.案例；情况；案件","n.心理（学）；心理状态","","","",""
"meqzs27027","senior","N","A","mood","英［mu:d］美［mud］ ","n.心情；语气；情绪","n.学院；机构；v.创立","n.小说a.新奇的","n.审判；实验；审讯a.实验的","","","",""
"meqzs27028","senior","N","B","bride","英［braid］美［braid］ ","n.优先；优先考虑;当务之急","n.新娘（bridegroom新郎）","n.现象；非凡的人","n.小酒馆：酒吧","","","",""
"meqzs27029","senior","N","D","coverage","英「kAvnnds］ ","n.校园；校区","n.小河；溪流v.流出","n.香烟；纸烟","n.新闻报道；覆盖范围","","","",""
"meqzs27030","senior","N","B","salary","英［'s旬ori］美［'s田bri］ ","n.橡皮；橡胶；橡胶制品","n.薪水；工资","n.香肠：腊肠","n.小酒馆：酒吧","","","",""
"meqzs27031","senior","N","D","envelope","英「envobup］ ","n.选择；选项；期权","n.性别","n.纤维；纤维组织","n.信封；封套","","","",""
"meqzs27032","senior","N","D","signal","英［signol］美「signol］ ","n.小说a.新奇的","n.细绳；字符串v.悬挂","n.胸膛；衣柜；箱子","n.信号；暗号V.发信号","","","",""
"meqzs27033","senior","N","A","belief","英美［b门if］ ","n.信念；信任；信仰","n.性别","n.新娘（bridegroom新郎）","n.现金v.兑现：支付现款","","","",""
"meqzs27034","senior","N","A","confidence","英「kDnfidnns］ ","n.信心；信任；自信","n.选举；当选","n.橡皮；橡胶；橡胶制品","n.香肠：腊肠","","","",""
"meqzs27035","senior","N","B","faith","英巾叨美［色即 ","n.信心；信任；自信","n.信仰；信任；真诚","n.类型；样式v.打字","n.性格；角色；字符","","","",""
"meqzs27036","senior","N","C","image","英「阿弱美 ","n.性别","n.相互作用；互动；交互","n.（脑海里的）形象;影像v.想像","n.优先；优先考虑;当务之急","","","",""
"meqzs27037","senior","N","A","type","英［taip］美［taip］ ","n.类型；样式v.打字","n.细绳；字符串v.悬挂","n.现象；非凡的人","n.新闻报道；覆盖范围","","","",""
"meqzs27038","senior","N","C","gender","英「dsendMr)］ ","n.信封；封套","n.相互作用；互动；交互","n.性别","n.性；性别","","","",""
"meqzs27039","senior","N","A","sex","英［seks］美［s£ks］ ","n.性；性别","n.信念；信任；信仰","n.心理（学）；心理状态","n.案例；情况；案件","","","",""
"meqzs27040","senior","N","C","character","英「keerok匕(r)］ ","n.心情；语气；情绪","n.消费；消耗","n.性格；角色；字符","n.现象；非凡的人","","","",""
"meqzs27041","senior","N","C","breast","英［brest］美［birst］ ","n.优先；优先考虑;当务之急","n.纤维；纤维组织","n.乳房，胸部","n.选择；选项；期权","","","",""
"meqzs27042","senior","N","D","chest","英@st］美［优st］ ","n.现象；非凡的人","n.性；性别","n.信心；信任；自信","n.胸膛；衣柜；箱子","","","",""
"meqzs27043","senior","N","A","fiction","英「fikjn］美［fgn］ ","n.虚构；小说","n.现象；非凡的人","n.香烟；纸烟","n.胸膛；衣柜；箱子","","","",""
"meqzs27044","senior","N","C","license","英口aisns］美「laisons］ ","n.相互作用；互动；交互","n.类型；样式v.打字","n.许可证；执照","n.消费；消耗","","","",""
"meqzs27045","senior","N","D","election","英口'lelgi］美口'IdRnn］ ","n.校园；校区","n.培根；熏肉","n.香烟；纸烟","n.选举；当选","","","",""
"meqzs27046","senior","N","B","option","英「Dpjn］美「apjn］ ","n.（脑海里的）形象;影像v.想像","n.选择；选项；期权","n.选举；当选","n.小酒馆：酒吧","","","",""
"meqzs27047","senior","N","C","boot","英［bu:t］美［but］ ","n.消费；消耗","n.类型；样式v.打字","n.靴子v.（启动）计算机","n.虚构；小说","","","",""
"meqzs27048","senior","N","B","fee","英［丘］美侨］ ","n.消费；消耗","n.费用；报酬；服务费","n.虚构；小说","n.优先；优先考虑;当务之急","","","",""
"meqzs27049","senior","N","B","institute","英美「institut］ ","n.薪水；工资","n.学院；机构；v.创立","n.小河；溪流v.流出","n.纤维；纤维组织","","","",""
"meqzs27050","senior","N","A","trial","英「traiH］ ","n.审判；实验；审讯a.实验的","n.类型；样式v.打字","n.案例；情况；案件","n.小麦","","","",""
"meqzs27051","senior","N","D","n.优先；优先考虑;当务之急","英(prai'Dmti］ ","faith","character","image","priority","","","",""
"meqzs27052","senior","N","D","n.先锋；开拓者v.开辟","美［prai'oroti］ ","novel","clue","wheat","pioneer","","","",""
"meqzs27053","senior","N","A","n.纤维；纤维组织","英「也ibo(r)］ (fiber)","fibre","election","priority","pioneer","","","",""
"meqzs27054","senior","N","C","n.细绳；字符串v.悬挂","英［strq］美［stnq］ ","campus","coverage","string","mood","","","",""
"meqzs27055","senior","N","D","n.培根；熏肉","英「beikon］美「bekon］ ","novel","belief","cigarette","bacon","","","",""
"meqzs27056","senior","N","C","n.显微镜","英「maikmkoup］ ","trial","pioneer","microscope","sex","","","",""
"meqzs27057","senior","N","D","n.现金v.兑现：支付现款","英比切美比切 ","institute","coverage","signal","cash","","","",""
"meqzs27058","senior","N","B","n.现实；真实；事实","英［rr&bti］ ","wheat","reality","mood","fee","","","",""
"meqzs27059","senior","N","C","n.现象；非凡的人","英［fb'nDminon］ ","election","novel","phenomenon","interaction","","","",""
"meqzs27060","senior","N","D","n.线索，暗示","英［klu:］美［klu］ ","novel","trap","psychology","clue","","","",""
"meqzs27061","senior","N","B","n.圈套，陷阱v.设陷阱捕捉","英［t侬p］美［trap］ ","path","trap","signal","confidence","","","",""
"meqzs27062","senior","N","D","n.相互作用；互动；交互","H［mtQra3kfb ","confidence","novel","bride","interaction","","","",""
"meqzs27063","senior","N","D","n.香肠：腊肠","英「SDSids］美「sosidyl ","pub","belief","bacon","sausage","","","",""
"meqzs27064","senior","N","A","n.香烟；纸烟","英Lsigo'ret］美［sigoret］ ","cigarette","fiction","clue","psychology","","","",""
"meqzs27065","senior","N","B","n.案例；情况；案件","英［keis］美［kes］ ","institute","case","type","trial","","","",""
"meqzs27066","senior","N","C","n.橡皮；橡胶；橡胶制品","英「rAbo（r）］ ","priority","harmony","rubber","bacon","","","",""
"meqzs27067","senior","N","D","n.消费；消耗","英［konSAmpn］ ","confidence","chest","string","consumption","","","",""
"meqzs27068","senior","N","B","n.手册","英［bm响r)］ ","novel","brochure","bacon","image","","","",""
"meqzs27069","senior","N","C","n.小河；溪流v.流出","英美［strim］ ","pioneer","election","stream","priority","","","",""
"meqzs27070","senior","N","C","n.小酒馆：酒吧","英［pAb］美［pAb］ ","chest","boot","pub","coverage","","","",""
"meqzs27071","senior","N","A","n.小路；路线","英［PQ：。］美［p判 ","path","character","boot","novelist","","","",""
"meqzs27072","senior","N","C","n.小麦","英［wi:t］美［hwit］ ","coverage","bacon","wheat","psychology","","","",""
"meqzs27073","senior","N","C","n.小说a.新奇的","英［nDvl］美［navi］ ","license","microscope","novel","reality","","","",""
"meqzs27074","senior","N","D","n.小说家","英「nDvohst］ ","license","boot","signal","novelist","","","",""
"meqzs27075","senior","N","C","n.校园；校区","美「navohst］ ","priority","stream","campus","election","","","",""
"meqzs27076","senior","N","A","n.和谐；融洽；和声","英「kaempos］ ","harmony","reality","coverage","institute","","","",""
"meqzs27077","senior","N","D","n.心理（学）；心理状态","美「k比mpos］ ","consumption","type","harmony","psychology","","","",""
"meqzs27078","senior","N","D","n.心情；语气；情绪","英［mu:d］美［mud］ ","election","microscope","cash","mood","","","",""
"meqzs27079","senior","N","A","n.新娘（bridegroom新郎）","英［braid］美［braid］ ","bride","wheat","salary","consumption","","","",""
"meqzs27080","senior","N","C","n.新闻报道；覆盖范围","英「kAvnnds］ ","option","institute","coverage","type","","","",""
"meqzs27081","senior","N","D","n.薪水；工资","英［'s旬ori］美［'s田bri］ ","consumption","string","case","salary","","","",""
"meqzs27082","senior","N","B","n.信封；封套","英「envobup］ ","pioneer","envelope","type","phenomenon","","","",""
"meqzs27083","senior","N","D","n.信号；暗号V.发信号","英［signol］美「signol］ ","chest","psychology","stream","signal","","","",""
"meqzs27084","senior","N","D","n.信念；信任；信仰","英美［b门if］ ","breast","cash","gender","belief","","","",""
"meqzs27085","senior","N","B","n.信心；信任；自信","英「kDnfidnns］ ","option","confidence","belief","signal","","","",""
"meqzs27086","senior","N","D","n.信仰；信任；真诚","英巾叨美［色即 ","mood","string","trial","faith","","","",""
"meqzs27087","senior","N","D","n.（脑海里的）形象;影像v.想像","英「阿弱美 ","string","option","trap","image","","","",""
"meqzs27088","senior","N","B","n.类型；样式v.打字","英［taip］美［taip］ ","trial","type","sausage","gender","","","",""
"meqzs27089","senior","N","B","n.性别","英「dsendMr)］ ","novel","gender","priority","pioneer","","","",""
"meqzs27090","senior","N","B","n.性；性别","英［seks］美［s£ks］ ","bride","sex","bacon","signal","","","",""
"meqzs27091","senior","N","D","n.性格；角色；字符","英「keerok匕(r)］ ","fee","sex","sausage","character","","","",""
"meqzs27092","senior","N","C","n.乳房，胸部","英［brest］美［birst］ ","reality","type","breast","signal","","","",""
"meqzs27093","senior","N","C","n.胸膛；衣柜；箱子","英@st］美［优st］ ","signal","microscope","chest","priority","","","",""
"meqzs27094","senior","N","C","n.虚构；小说","英「fikjn］美［fgn］ ","salary","boot","fiction","pioneer","","","",""
"meqzs27095","senior","N","D","n.许可证；执照","英口aisns］美「laisons］ ","confidence","sausage","trial","license","","","",""
"meqzs27096","senior","N","C","n.选举；当选","英口'lelgi］美口'IdRnn］ ","coverage","institute","election","breast","","","",""
"meqzs27097","senior","N","B","n.选择；选项；期权","英「Dpjn］美「apjn］ ","pioneer","option","fibre","trap","","","",""
"meqzs27098","senior","N","D","n.靴子v.（启动）计算机","英［bu:t］美［but］ ","bacon","faith","confidence","boot","","","",""
"meqzs27099","senior","N","B","n.费用；报酬；服务费","英［丘］美侨］ ","cigarette","fee","novel","character","","","",""
"meqzs27100","senior","N","D","n.学院；机构；v.创立","英美「institut］ ","cash","trap","fee","institute","","","",""
"meqzs27101","senior","N","B","n.审判；实验；审讯a.实验的","英「traiH］ ","envelope","trial","cigarette","phenomenon","","","",""
