id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzs08000","senior","N","C","tackle","英「t&kl］美［匿knl］ ","v.&n.惊恐；惊吓；害怕","a.业余的n.业务爱好者","v.处理：对付","a.成熟的；时机成熟的","","","",""
"meqzs08001","senior","N","C","base","英［beis］美［bes］ ","a.大西洋的n.大西洋","a.动态的;动力的;有活力的n.动力","v.以……为基础；n.基础","a.悲观的；悲观主义的","","","",""
"meqzs08002","senior","N","D","spy","英［spai］美［spai］ ","v.集中于；聚焦n.焦点","v.以……为基础；n.基础","a.典型的：特有的；一贯的","v.当间谍；侦杳n.间谍","","","",""
"meqzs08003","senior","N","D","limit","英［hmit］美［limit］ ","a.残疾的；有缺陷的","a.绝望的；不顾一切的；孤注一掷的","a.残忍的；无情的","v.限定；限制n.界限","","","",""
"meqzs08004","senior","N","D","focus","英「fbuk对美「fbukos］ ","v.&n.惊恐；惊吓；害怕","a.城市的;城镇的","a.聪明的；明智的","v.集中于；聚焦n.焦点","","","",""
"meqzs08005","senior","N","B","scare","英［sken(r)］美［sker］ ","a.多样的;不同的；各异的","v.&n.惊恐；惊吓；害怕","a.难以置信的；不可思议的；极好的","a.不平常的：与众不同的","","","",""
"meqzs08006","senior","N","C","challenge","英「tjfebnds］ ","a.惭愧的；羞耻的","v.处理：对付","v.质疑；向……挑战n.挑战","a.独立的；有主见的","","","",""
"meqzs08007","senior","N","C","bomb","英［bom］美［bam］ ","a.道德的n.道德","a.本地的；天生的n.本地人","v.轰炸；投弹（于）n.炸弹","a.惭愧的；羞耻的","","","",""
"meqzs08008","senior","N","C","wrinkle","英「门冰1］美「rnjkH］ ","v.处理：对付","a.城市的;城镇的","v.（使）起皱纹n.皱纹","a.方便的；便利的","","","",""
"meqzs08009","senior","N","A","monitor","英「mDng(r)］ ","v.监视，监控n.监视器;班长","a.成熟的；成年人的v.成熟","a.悲观的；悲观主义的","a.惭愧的；羞耻的","","","",""
"meqzs08010","senior","N","B","regardless","英［ri'gQ：dbs］ ","a.不平常的：与众不同的","a.不管的；不顾的ad.无论如何","a.彻底的;缜密的","a.多样的;不同的；各异的","","","",""
"meqzs08011","senior","N","B","junior","英［也比口口⑹ ","a.抽象的n.抽象概念v.提取","a.年少的；初级的；n.大三学生","a.巨大的；结实的","a.复杂的;难懂的","","","",""
"meqzs08012","senior","N","B","equal","英「i:kwR］美「ikwol］ ","a.独立的；有主见的","a.相等的；平等的v.等于n.对等","a.多样的;不同的；各异的","v.当间谍；侦杳n.间谍","","","",""
"meqzs08013","senior","N","D","amateur","英「aem0to(r)］ ","a.残忍的；无情的","a.多样的；多元的n.倍数","a.彻底的;缜密的","a.业余的n.业务爱好者","","","",""
"meqzs08014","senior","N","A","calm","英［ka:m］美［kam］ ","a.安静的n.风平浪静v.使...平静","v.轰炸；投弹（于）n.炸弹","a.多样的；多元的n.倍数","a.巨大的；结实的","","","",""
"meqzs08015","senior","N","D","secure","美¥「［，so「kj1ora］ ","a.令人尴尬的；笨拙的;棘手的","a.道德的n.道德","a.成熟的；成年人的v.成熟","a.安全的；严密保护的；v.争取到","","","",""
"meqzs08016","senior","N","A","assistant","英［o'sistonU美b'sistnnt］ ","a.辅助的n.助手；助教","a.多样的;不同的；各异的","a.被动的；消极的","a.聪明的；明智的","","","",""
"meqzs08017","senior","N","D","pessimistic","美Lpesi'mistik］ ","a.财政的；金融的","a.难以置信的；不可思议的；极好的","a.残忍的；无情的","a.悲观的；悲观主义的","","","",""
"meqzs08018","senior","N","B","passive","英「psesiv］美［'pesiv］ ","v.质疑；向……挑战n.挑战","a.被动的；消极的","a.典型的：特有的；一贯的","a.安静的n.风平浪静v.使...平静","","","",""
"meqzs08019","senior","N","B","native","英「neitiv］美「netiv］ ","a.成熟的；成年人的v.成熟","a.本地的；天生的n.本地人","a.必不可少的；本质的;至关重要的n.必需品","a.惭愧的；羞耻的","","","",""
"meqzs08020","senior","N","A","essential","英［rseqP］美［o'senjol ","a.必不可少的；本质的;至关重要的n.必需品","v.当间谍；侦杳n.间谍","a.纯洁的；完全的;单纯的","a.成熟的；时机成熟的","","","",""
"meqzs08021","senior","N","C","awkward","英［3：kwod］美［okword］ ","a.悲观的；悲观主义的","a.方便的；便利的","a.令人尴尬的；笨拙的;棘手的","v.集中于；聚焦n.焦点","","","",""
"meqzs08022","senior","N","C","convenient","英［konvimiont］ ","a.不平常的：与众不同的","v.当间谍；侦杳n.间谍","a.方便的；便利的","a.复杂的;难懂的","","","",""
"meqzs08023","senior","N","B","desperate","英「despnrot］ ","a.多样的;不同的；各异的","a.绝望的；不顾一切的；孤注一掷的","a.年少的；初级的；n.大三学生","v.当间谍；侦杳n.间谍","","","",""
"meqzs08024","senior","N","D","incredible","英［in'kredobl］ ","a.不管的；不顾的ad.无论如何","a.次要的；中学的","a.抽象的n.抽象概念v.提取","a.难以置信的；不可思议的；极好的","","","",""
"meqzs08025","senior","N","D","unusual","英［An'ju：3unl］ ","v.&n.惊恐；惊吓；害怕","v.当间谍；侦杳n.间谍","a.多样的;不同的；各异的","a.不平常的：与众不同的","","","",""
"meqzs08026","senior","N","C","financial","^［fai'neenjl］ ","a.惭愧的；羞耻的","a.辅助的n.助手；助教","a.财政的；金融的","v.处理：对付","","","",""
