id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzs02000","senior","N","C","slide","英［slaid］美［slaid］ ","v.解散；解雇；开除","v.磨光；润色n.抛光剂","v.滑动n.滑坡：幻灯片","v.加强；巩固；改善","","","",""
"meqzs02001","senior","N","B","restore","英［n*:(「)］ ","v.减少；降低；简化","v.恢复；归还；修复","v.流泪n.哭泣","v.恐吓；城胁","","","",""
"meqzs02002","senior","N","C","respond","美［ri'stoy'stor］ ","v.恢复；归还；修复","v.流泪n.哭泣","v.答复；回答；响应","v.&n.减轻；缓和；放松","","","",""
"meqzs02003","senior","N","C","recall","英［r「k3：l］美［ri'kol］ ","v.获得；学到；并购","v.获得；受益n.收益","v.&n.回忆；召回","v.恢复；归还；修复","","","",""
"meqzs02004","senior","N","A","ruin","英［ru:m］美［rum］ ","v.毁灭；破产n.废墟","v.检查；审查；考试","v.联合；结合","v.下决心；确定；判定","","","",""
"meqzs02005","senior","N","C","obtain","英［ob'tein］美［nb'tein］ ","v.烤；炙；烘","v.获得；受益n.收益","v.获得；得到","v.解决；下决心；分解","","","",""
"meqzs02006","senior","N","C","acquire","英［n'kwai3(r)］ ","v.接近n.方法;途径","v.磨光；润色n.抛光剂","v.获得；学到；并购","v.计算；预测","","","",""
"meqzs02007","senior","N","D","gain","英［gem］美［gen］ ","v.举止；表现；做出反应","v.获得；得到","v.勘探；探测；探索","v.获得；受益n.收益","","","",""
"meqzs02008","senior","N","A","concentrate","央［konsiitreit］ ","v.集中；专心；浓缩n.浓缩","v.连接；联合n.环节","v.离开;放弃；辞职","v.推断；决定；作结论","","","",""
"meqzs02009","senior","N","A","calculate","英「kailkjuleit］ ","v.计算；预测","v.流；流动n.流量","v.连接；联合n.环节","v.恢复；归还；修复","","","",""
"meqzs02010","senior","N","C","strengthen","英「streqen］ ","v.答复；回答；响应","v.恐吓；城胁","v.加强；巩固；改善","v.聚集；积聚；收集","","","",""
"meqzs02011","senior","N","C","pretend","英［pn'tend］美［pn'tnid］ ","v.下决心；确定；判定","v.证明；演示；论证","v.假装；借口；装扮","v.捆扎；塞满n.包裹","","","",""
"meqzs02012","senior","N","B","examine","英［ig'zsemin］ ","v.禁止；阻止","v.检查；审查；考试","v.慢跑","v.滑动n.滑坡：幻灯片","","","",""
"meqzs02013","senior","N","B","ease","英［i：z］美［iz］ ","v.烤；炙；烘","v.&n.减轻；缓和；放松","v.解决；下决心；分解","v.计算；预测","","","",""
"meqzs02014","senior","N","D","reduce","英T「dju:s］美美'dus］ ","v.&n.减轻；缓和；放松","v.离开;放弃；辞职","v.举止；表现；做出反应","v.减少；降低；简化","","","",""
"meqzs02015","senior","N","B","establish","英心就blij］ ","v.下决心；确定；判定","v.建立；创办","v.勘探；探测；探索","v.慢跑","","","",""
"meqzs02016","senior","N","B","identify","美pstaeb叨 ","v.加强；巩固；改善","v.识别；确定；表明身份","v.滑动n.滑坡：幻灯片","v.建立；创办","","","",""
"meqzs02017","senior","N","C","deliver","英［di'hvo(r)］美［di'hva］ ","v.说明：举例说明；加插图","v.拒绝；丢弃n.次品","v.交付；发表;递送","v.埋葬；埋藏","","","",""
"meqzs02018","senior","N","C","conclude","英［kon'klu:d］ ","v.解散；解雇；开除","v.恢复；归还；修复","v.推断；决定；作结论","v.建立；创办","","","",""
"meqzs02019","senior","N","C","proceed","英［prn'si:d］美［prn'sid］ ","v.埋葬；埋藏","v.下决心；确定；判定","v.继续进行；前进；开始","v.使卷入；涉及：参与","","","",""
"meqzs02020","senior","N","C","prohibit","英［prohibit］ ","v.证明；演示；论证","v.获得；得到","v.禁止；阻止","v.滑动n.滑坡：幻灯片","","","",""
"meqzs02021","senior","N","D","refresh","英［rffi•叨美［n'fi•叨 ","v.继续进行；前进；开始","v.&n.鼓掌；拍手","v.&n.回忆；召回","v.更新；使恢复；刷新","","","",""
"meqzs02022","senior","N","D","chew","英「ibstreit］美「ib. ","v.继续进行；前进；开始","v.获得；受益n.收益","v.流泪n.哭泣","v.咀嚼；深思","","","",""
"meqzs02023","senior","N","C","illustrate","英「ibstreit］美「ib. ","v.埋葬；埋藏","v.捆扎；塞满n.包裹","v.说明：举例说明；加插图","v.&n.回忆；召回","","","",""
"meqzs02024","senior","N","C","behave","英［bi'heiv］H［bi'hev］ ","v.烤；炙；烘","v.应该，应当","v.举止；表现；做出反应","v.推断；决定；作结论","","","",""
"meqzs02025","senior","N","D","reject","英［ri'djekt］美［ri'd/kt］ ","v.推断；决定；作结论","v.解决；下决心；分解","v.勘探；探测；探索","v.拒绝；丢弃n.次品","","","",""
"meqzs02026","senior","N","A","qualify","英「kwDhfhi］ ","v.具有资格；使合格","v.获得；受益n.收益","v.代表；表示","v.计算；预测","","","",""
"meqzs02027","senior","N","B","gather","英「gaeda(r)］美「gas6》］ ","v.接近n.方法;途径","v.聚集；积聚；收集","v.识别；确定；表明身份","v.禁止；阻止","","","",""
"meqzs02028","senior","N","D","involve","英［in'vnlv］美［in'valv］ ","v.烤；炙；烘","v.建立；创办","v.咀嚼；深思","v.使卷入；涉及：参与","","","",""
"meqzs02029","senior","N","A","resolve","英［门'ZDIv］美［门'zed ","v.解决；下决心；分解","v.&n.回忆；召回","v.减少；降低；简化","v.使卷入；涉及：参与","","","",""
"meqzs02030","senior","N","D","determine","英［di't3：min］ ","v.流；流动n.流量","v.计算；预测","v.陪伴；伴随；伴奏","v.下决心；确定；判定","","","",""
"meqzs02031","senior","N","D","explore","美［di'13rmin］ ","v.禁止；阻止","v.捆扎；塞满n.包裹","v.离开;放弃；辞职","v.勘探；探测；探索","","","",""
"meqzs02032","senior","N","A","roast","英［must］美［roust］ ","v.烤；炙；烘","v.解决；下决心；分解","v.应该，应当","v.&n.回忆；召回","","","",""
"meqzs02033","senior","N","D","approach","英b'pm5n美b'proutn ","v.捆扎；塞满n.包裹","v.连接；联合n.环节","v.推断；决定；作结论","v.接近n.方法;途径","","","",""
"meqzs02034","senior","N","B","threaten","英「Oretn］美［Onln］ ","v.假装；借口；装扮","v.恐吓；城胁","v.咀嚼；深思","v.拒绝；丢弃n.次品","","","",""
"meqzs02035","senior","N","D","weep","英［wi:p］美［wip］ ","v.恐吓；城胁","v.恢复；归还；修复","v.&n.回忆；召回","v.流泪n.哭泣","","","",""
"meqzs02036","senior","N","D","pack","英［paek］美［pack］ ","v.推断；决定；作结论","v.下决心；确定；判定","v.接近n.方法;途径","v.捆扎；塞满n.包裹","","","",""
"meqzs02037","senior","N","C","quit","英［kwit］美［kwit］ ","v.连接；联合n.环节","v.拒绝；丢弃n.次品","v.离开;放弃；辞职","v.检查；审查；考试","","","",""
"meqzs02038","senior","N","D","oughtto","英［刈美国 ","v.慢跑","v.推断；决定；作结论","v.检查；审查；考试","v.应该，应当","","","",""
"meqzs02039","senior","N","A","link","英口咏］美口咏］ ","v.连接；联合n.环节","v.推断；决定；作结论","v.交付；发表;递送","v.继续进行；前进；开始","","","",""
"meqzs02040","senior","N","C","combine","英［kom'bam］ ","v.计算；预测","v.代表；表示","v.联合；结合","v.流泪n.哭泣","","","",""
"meqzs02041","senior","N","B","flow","美［kom'bain］ ","v.识别；确定；表明身份","v.流；流动n.流量","v.&n.鼓掌；拍手","v.流泪n.哭泣","","","",""
"meqzs02042","senior","N","B","demonstrate","英［fbu］美［flou］ ","v.恐吓；城胁","v.证明；演示；论证","v.拒绝；丢弃n.次品","v.恢复；归还；修复","","","",""
"meqzs02043","senior","N","B","bury","^［demanstreit］ ","v.离开;放弃；辞职","v.埋葬；埋藏","v.解散；解雇；开除","v.聚集；积聚；收集","","","",""
"meqzs02044","senior","N","B","wander","^［demanstreit］ ","v.离开;放弃；辞职","v.徘徊;闲逛；漫步","v.接近n.方法;途径","v.具有资格；使合格","","","",""
"meqzs02045","senior","N","C","jog","美「ckmon.stret］ ","v.获得；得到","v.说明：举例说明；加插图","v.慢跑","v.徘徊;闲逛；漫步","","","",""
"meqzs02046","senior","N","D","dismiss","英［dis'mis］美［dis'mis］ ","v.磨光；润色n.抛光剂","v.解决；下决心；分解","v.代表；表示","v.解散；解雇；开除","","","",""
"meqzs02047","senior","N","C","represent","英Lrepn'zent］ ","v.具有资格；使合格","v.更新；使恢复；刷新","v.代表；表示","v.咀嚼；深思","","","",""
"meqzs02048","senior","N","D","polish","英［'PD叩美［'pahJl ","v.恐吓；城胁","v.慢跑","v.&n.减轻；缓和；放松","v.磨光；润色n.抛光剂","","","",""
"meqzs02049","senior","N","C","clap","英［kkep］美［kl即］ ","v.埋葬；埋藏","v.勘探；探测；探索","v.&n.鼓掌；拍手","v.流；流动n.流量","","","",""
"meqzs02050","senior","N","B","accompany","英［kkep］美［kl即］ ","v.代表；表示","v.陪伴；伴随；伴奏","v.毁灭；破产n.废墟","v.联合；结合","","","",""
"meqzs02051","senior","N","B","v.滑动n.滑坡：幻灯片","英［slaid］美［slaid］ ","gain","slide","weep","reduce","","","",""
"meqzs02052","senior","N","D","v.恢复；归还；修复","英［n*:(「)］ ","identify","approach","wander","restore","","","",""
"meqzs02053","senior","N","C","v.答复；回答；响应","美［ri'stoy'stor］ ","jog","dismiss","respond","slide","","","",""
"meqzs02054","senior","N","C","v.&n.回忆；召回","英［r「k3：l］美［ri'kol］ ","pretend","restore","recall","prohibit","","","",""
"meqzs02055","senior","N","C","v.毁灭；破产n.废墟","英［ru:m］美［rum］ ","conclude","threaten","ruin","polish","","","",""
"meqzs02056","senior","N","D","v.获得；得到","英［ob'tein］美［nb'tein］ ","dismiss","chew","clap","obtain","","","",""
"meqzs02057","senior","N","A","v.获得；学到；并购","英［n'kwai3(r)］ ","acquire","resolve","establish","restore","","","",""
"meqzs02058","senior","N","A","v.获得；受益n.收益","英［gem］美［gen］ ","gain","jog","establish","link","","","",""
"meqzs02059","senior","N","B","v.集中；专心；浓缩n.浓缩","央［konsiitreit］ ","calculate","concentrate","establish","proceed","","","",""
"meqzs02060","senior","N","B","v.计算；预测","英「kailkjuleit］ ","identify","calculate","represent","approach","","","",""
"meqzs02061","senior","N","C","v.加强；巩固；改善","英「streqen］ ","jog","link","strengthen","involve","","","",""
"meqzs02062","senior","N","B","v.假装；借口；装扮","英［pn'tend］美［pn'tnid］ ","conclude","pretend","reduce","reject","","","",""
"meqzs02063","senior","N","A","v.检查；审查；考试","英［ig'zsemin］ ","examine","gather","behave","link","","","",""
"meqzs02064","senior","N","C","v.&n.减轻；缓和；放松","英［i：z］美［iz］ ","refresh","obtain","ease","oughtto","","","",""
"meqzs02065","senior","N","A","v.减少；降低；简化","英T「dju:s］美美'dus］ ","reduce","roast","accompany","wander","","","",""
"meqzs02066","senior","N","D","v.建立；创办","英心就blij］ ","ease","weep","deliver","establish","","","",""
"meqzs02067","senior","N","C","v.识别；确定；表明身份","美pstaeb叨 ","proceed","gather","identify","obtain","","","",""
