id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzj16000","junior","N","C","space","英回呢闻美［spes］ ","n.大脑；头脑","n.木头；树木","n.空间；太空；空格键","n.英国","","","",""
"meqzj16001","junior","N","B","pocket","英「pDkit］美「pakit］ ","乐趣；娱乐活动","n.口袋a.袖珍的","n.蜡烛","n.没有东西；什么都没有ad.一点也不","","","",""
"meqzj16002","junior","N","A","chopsticks","英［gpstiks］ ","n.筷子（chopstick的名词复数）","n.空间；太空；空格键","n.交易，贸易v.进行交换","n.码；场所；院子","","","",""
"meqzj16003","junior","N","C","difficulty","美邛stiks］ ","n.蚂蚁","n.蜡烛","n.困难；麻烦","n.篮子，框子","","","",""
"meqzj16004","junior","N","C","rubbish","英［dfikHti］ ","n.（带沿的）帽子","n.邻居;邻国","n.垃圾;废物（美trash）","n.练习；实践","","","",""
"meqzj16005","junior","N","C","candle","英［'kaendl］美［'kaendl］ ","n.柠檬；柠檬黄","n.轮子；机轮","n.蜡烛","n.礼物；赠品","","","",""
"meqzj16006","junior","N","A","basket","英「ba:skit］ ","n.篮子，框子","n.轮子；机轮","n.蚂蚁","n.大脑；头脑","","","",""
"meqzj16007","junior","N","D","boss","英［bDs］美［bos］ ","n.母鸡","n.领导人；领先者","n.邻居;邻国","n.老板，上司","","","",""
"meqzj16008","junior","N","D","fun","英［fXn］美［fXn］ ","n.漫画；动画片","n.年龄；时代","n.米","乐趣；娱乐活动","","","",""
"meqzj16009","junior","N","D","pear","英［ps(r)］美［per］ ","n.木头；树木","n.篮子，框子","n.交易，贸易v.进行交换","n.梨子，梨树","","","",""
"meqzj16010","junior","N","A","present","英［'preznt］美［'preznt］ ","n.礼物；赠品","n.牛肉","n.筷子（chopstick的名词复数）","n.铃铛；钟声","","","",""
"meqzj16011","junior","N","B","history","英「histri］美「histori］ ","n.怜悯，同情；可惜","n.历史；发展过程","n.空间；太空；空格键","旅行；旅程","","","",""
"meqzj16012","junior","N","C","example","英［ig'zQ：mpl］ ","n.轮子；机轮","n.困难；麻烦","n.例子；榜样","n.能力；才能","","","",""
