id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzj20000","junior","N","B","situation","^［.sitfueijh］ ","n.烟v.抽烟；冒烟","n.形势；情况","n.叶子；树叶","n.块，片","","","",""
"meqzj20001","junior","N","B","interest","^［.sitfu'efbn］ ","n.钥匙；答案a.关键的","n.兴趣；利息","n.美国人a.美国的；美洲的","n.羞愧，羞耻V.使丢脸","","","",""
"meqzj20002","junior","N","C","rest","英「intrnst美［intnst］ ","n.牙齿","n.血液","n.休息；剩下的部分v.休息","n.男演员","","","",""
"meqzj20003","junior","N","D","need","英［ni:d］美［nid］ ","n.学生；学员","n.块，片","n.男演员","n.需要，需求v.需要","","","",""
"meqzj20004","junior","N","B","lot","英［lm］美［3］ (a lot of 许多的)","n.页码","n.大量；许多","n.学期；术语；条款","n.烟v.抽烟；冒烟","","","",""
"meqzj20005","junior","N","C","choice","英［tfois］美［tjbis］ ","n.块，片","n.食盐a.用盐腌渍的","n.选择；抉择","n.烟v.抽烟；冒烟","","","",""
"meqzj20006","junior","N","B","term","英［t3：m］美［t3rm］ ","n.一点；少量","n.学期；术语；条款","n.千","n.需要，需求v.需要","","","",""
"meqzj20007","junior","N","A","student","^［stju:dnt］ ","n.学生；学员","n.研究；调查","n.段落；通道","n.移动电话；手机","","","",""
"meqzj20008","junior","N","C","blood","英［blAd］美［blAd］ ","n.食盐a.用盐腌渍的","n.美国人a.美国的；美洲的","n.血液","n.对；双v.配对","","","",""
"meqzj20009","junior","N","C","tooth","英［tu:即美［tu0］ (pl. teeth)","n.牙痛","n.一点；少量","n.牙齿","n.千","","","",""
"meqzj20010","junior","N","A","toothache","美］tu“ek］ ","n.牙痛","n.血液","n.石头；岩石;摇滚乐","n.移动电话；手机","","","",""
"meqzj20011","junior","N","C","Asia","英］e［利美［上塔封 ","n.一点；少量","n.学生；学员","n.亚洲","n.对；双v.配对","","","",""
"meqzj20012","junior","N","B","Asian","英［eijh］美［格词 ","n.页码","n.亚洲人a.亚洲的；亚洲人的","n.美国人a.美国的；美洲的","n.石头；岩石;摇滚乐","","","",""
"meqzj20013","junior","N","D","smoke","英［smouk］ ","n.意思，意义","n.亚洲人a.亚洲的；亚洲人的","n.演讲；演说","n.烟v.抽烟；冒烟","","","",""
"meqzj20014","junior","N","A","rock","英［rok］美［rak］ ","n.石头；岩石;摇滚乐","n.大量；许多","n.食盐a.用盐腌渍的","n.男演员","","","",""
"meqzj20015","junior","N","C","research","美［n，s3M ","n.兴趣；利息","n.学生；学员","n.研究；调查","n.亚洲人a.亚洲的；亚洲人的","","","",""
"meqzj20016","junior","N","C","salt","英美［solt］ ","n.选择；抉择","n.男演员","n.食盐a.用盐腌渍的","n.休息；剩下的部分v.休息","","","",""
"meqzj20017","junior","N","A","speech","英曲切美即必 ","n.演讲；演说","n.大量；许多","n.药；医疗，医学","n.亚洲人a.亚洲的；亚洲人的","","","",""
"meqzj20018","junior","N","B","speaker","英［spkko(r)］ ","n.形势；情况","n.演讲者；讲话的人","n.叶子；树叶","n.学生；学员","","","",""
"meqzj20019","junior","N","D","actor","美「spik》］ ","n.需要，需求v.需要","n.演讲；演说","n.音乐会","n.男演员","","","",""
"meqzj20020","junior","N","C","America","英「aektn(r)］ ","n.学期；术语；条款","n.叶子；树叶","n.美洲；美国","n.千","","","",""
"meqzj20021","junior","N","B","American","美「aekt»］ ","n.烟v.抽烟；冒烟","n.美国人a.美国的；美洲的","n.兴趣；利息","n.段落；通道","","","",""
"meqzj20022","junior","N","B","medicine","英［n'menkon］ ","n.音乐会","n.药；医疗，医学","n.演讲；演说","n.排，行v.划船","","","",""
"meqzj20023","junior","N","D","key","美［n'mniknn］ ","n.块，片","n.血液","n.演讲者；讲话的人","n.钥匙；答案a.关键的","","","",""
"meqzj20024","junior","N","B","leaf","英美［lif］ (pl. leaves)","n.一点；少量","n.叶子；树叶","n.休息；剩下的部分v.休息","n.千","","","",""
"meqzj20025","junior","N","D","page","英［peids］美［pedj］ ","n.亚洲","n.钥匙；答案a.关键的","n.排，行v.划船","n.页码","","","",""
"meqzj20026","junior","N","D","meal","英美［mil］ ","n.烟v.抽烟；冒烟","n.选择；抉择","n.学生；学员","n.一顿饭","","","",""
"meqzj20027","junior","N","D","bit","英［b】t］美［bit］ ","n.段落；通道","n.页码","n.血液","n.一点；少量","","","",""
"meqzj20028","junior","N","B","pair","英［peo(r)］美［per］ ","n.段落；通道","n.对；双v.配对","n.钥匙；答案a.关键的","n.需要，需求v.需要","","","",""
"meqzj20029","junior","N","D","passage","英「paesuij］ ","n.页码","n.学生；学员","n.需要，需求v.需要","n.段落；通道","","","",""
"meqzj20030","junior","N","D","piece","H［'paesid3］ ","n.形势；情况","n.美洲；美国","n.男演员","n.块，片","","","",""
"meqzj20031","junior","N","B","row","英［mu］美［rou］ ","n.演讲者；讲话的人","n.排，行v.划船","n.兴趣；利息","n.音乐会","","","",""
"meqzj20032","junior","N","C","thousand","美［Oauzond］ ","n.羞愧，羞耻V.使丢脸","n.一顿饭","n.千","n.亚洲","","","",""
"meqzj20033","junior","N","D","mobilephone","美［'moblfbn］ ","n.大量；许多","n.牙齿","n.羞愧，羞耻V.使丢脸","n.移动电话；手机","","","",""
