id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzs25000","senior","N","C","sight","英［salt］美［salt］ ","n.数据；资料","n.视觉；视野；愿景","n.视力；景象；眼界","n.标题；头衔；所有权v.加标题","","","",""
"meqzs25001","senior","N","C","vision","英［vi^n］美［辂。川 ","n.体育场","n.树枝；分支v.使分叉","n.视觉；视野；愿景","n.首相；总理a.首要的","","","",""
"meqzs25002","senior","N","B","view","英［vju:］美［vju］ ","n.比率；速度；等级V.估价","n.视图；观点；风景v.考虑","n.体操","n.船长；队长V.率队；指挥","","","",""
"meqzs25003","senior","N","D","adaptation","英［©d田p'teijh］ ","n.调子；曲调v.调音","n.碳","n.听众；读者；观众","n.适应；改编本","","","",""
"meqzs25004","senior","N","B","collection","英［ko'leKfn］ ","n.塑像；雕像","n.收藏品：收集物","n.参考；涉及v.弓|用","n.标题；头衔；所有权v.加标题","","","",""
"meqzs25005","senior","N","B","harvest","英「ha:vist］ ","n.天文学家","n.收获；收成v.收割","n.酸奶；酸乳","n.台风","","","",""
"meqzs25006","senior","N","B","receipt","英美［rfsit］ ","n.提议；建议；求贝","n.收据；收到","n.收入；收益：所得","n.塑料；整形a.塑料的","","","",""
"meqzs25007","senior","N","B","income","英「mkAm］美「mkAm］ ","n.天文学家","n.收入；收益：所得","n.数据库；资料库","n.视力；景象；眼界","","","",""
"meqzs25008","senior","N","A","handkerchief","英［%磔1＜期f］ ","n.手帕；方巾",")n.销售员；推销员","n.首相；总理a.首要的","n.&v.闪光（灯）；闪亮；闪存","","","",""
"meqzs25009","senior","N","D","captain","英［'Xeptin］美「kaspton］］ ","n.项目；一件商品；条款","n.主题；主旋律；基调","n.塑像；雕像","n.船长；队长V.率队；指挥","","","",""
"meqzs25010","senior","N","C","premier","英「premig(r)］ ","n.数据；资料","n.水汽；蒸汽v.蒸发","n.首相；总理a.首要的","n.书法，笔迹","","","",""
"meqzs25011","senior","N","B","salesman","英「seilzmnn］(saleswoman ","n乐队，频带",")n.销售员；推销员","n.数据；资料","n.数量；大量；双数","","","",""
"meqzs25012","senior","N","C","calligraphy","美［ko'hgnfi］ ","n.项目；一件商品；条款","n.a.酸的；尖刻的","n.书法，笔迹","n.铁；熨斗v.熨烫a.铁的","","","",""
